"study","group","SID","item","content","trial","sharing_type","msg_share","msg_rel_self","msg_rel_social","msg_rel_self_between","msg_rel_social_between","msg_rel_self_within","msg_rel_social_within"
"study 2","control","study 2_s033","study 2_control_1","voting",1,0,89,71,60,-0.0170567971357225,-0.840012540975241,0.4696896073386,0.606349773251247
"study 2","control","study 2_s033","study 2_control_2","voting",2,0,62,61,47,-0.0170567971357225,-0.840012540975241,-0.0894646871121143,-0.269488788111665
"study 2","control","study 2_s033","study 2_control_3","voting",3,0,47,45,48,-0.0170567971357225,-0.840012540975241,-0.984111558233257,-0.202116591083749
"study 2","control","study 2_s033","study 2_control_4","voting",4,0,41,63,41,-0.0170567971357225,-0.840012540975241,0.0223661717780285,-0.673721970279163
"study 2","control","study 2_s033","study 2_control_5","voting",5,0,49,73,59,-0.0170567971357225,-0.840012540975241,0.581520466228743,0.538977576223331
"study 2","control","study 2_s045","study 2_control_1","voting",1,0,54,97,85,0.624736360782776,0.340500055498584,1.02884390178931,0.565926455034497
"study 2","control","study 2_s045","study 2_control_2","voting",2,0,75,72,76,0.624736360782776,0.340500055498584,-0.369041834337471,-0.0404233182167494
"study 2","control","study 2_s045","study 2_control_3","voting",3,0,83,78,77,0.624736360782776,0.340500055498584,-0.0335492576670425,0.0269488788111669
"study 2","control","study 2_s045","study 2_control_4","voting",4,0,66,61,77,0.624736360782776,0.340500055498584,-0.984111558233257,0.0269488788111669
"study 2","control","study 2_s045","study 2_control_5","voting",5,0,82,85,68,0.624736360782776,0.340500055498584,0.357858748448457,-0.57940089444008
"study 2","control","study 2_s046","study 2_control_1","voting",1,0,85,51,54,0.704960505522589,0.322054546178681,-1.65509671157411,-1.49566277401974
"study 2","control","study 2_s046","study 2_control_2","voting",2,0,93,96,84,0.704960505522589,0.322054546178681,0.8610976134541,0.525503136817747
"study 2","control","study 2_s046","study 2_control_3","voting",3,0,91,86,87,0.704960505522589,0.322054546178681,0.301943319003386,0.727619727901496
"study 2","control","study 2_s046","study 2_control_4","voting",4,0,77,77,72,0.704960505522589,0.322054546178681,-0.201295546002257,-0.282963227517249
"study 2","control","study 2_s046","study 2_control_5","voting",5,0,78,93,84,0.704960505522589,0.322054546178681,0.693351325118886,0.525503136817747
"study 2","control","study 2_s048","study 2_control_1","voting",1,0,79,86,79,0.985745012111932,0.718632996556607,-0.089464687112114,-0.390758742761914
"study 2","control","study 2_s048","study 2_control_2","voting",2,0,85,89,88,0.985745012111932,0.718632996556607,0.0782816012231003,0.215591030489332
"study 2","control","study 2_s048","study 2_control_3","voting",3,0,77,92,83,0.985745012111932,0.718632996556607,0.246027889558315,-0.121269954650249
"study 2","control","study 2_s048","study 2_control_4","voting",4,0,90,90,84,0.985745012111932,0.718632996556607,0.134197030668172,-0.0538977576223329
"study 2","control","study 2_s048","study 2_control_5","voting",5,0,87,81,90,0.985745012111932,0.718632996556607,-0.369041834337471,0.350335424545165
"study 2","control","study 2_s055","study 2_control_1","voting",1,0,NA,100,100,1.48313470949877,1.25355276683381,0,0.242539909300498
"study 2","control","study 2_s055","study 2_control_2","voting",2,0,7,100,86,1.48313470949877,1.25355276683381,0,-0.70067084909033
"study 2","control","study 2_s055","study 2_control_3","voting",3,0,0,100,100,1.48313470949877,1.25355276683381,0,0.242539909300498
"study 2","control","study 2_s055","study 2_control_4","voting",4,0,0,100,97,1.48313470949877,1.25355276683381,0,0.0404233182167494
"study 2","control","study 2_s055","study 2_control_5","voting",5,0,0,100,99,1.48313470949877,1.25355276683381,0,0.175167712272582
"study 2","control","study 2_s056","study 2_control_1","voting",1,0,92,70,79,0.512422558147039,0.294386282198825,-0.324309490781414,0.229065469894916
"study 2","control","study 2_s056","study 2_control_2","voting",2,0,60,69,80,0.512422558147039,0.294386282198825,-0.380224920226486,0.296437666922832
"study 2","control","study 2_s056","study 2_control_3","voting",3,0,70,69,79,0.512422558147039,0.294386282198825,-0.380224920226486,0.229065469894916
"study 2","control","study 2_s056","study 2_control_4","voting",4,0,90,83,60,0.512422558147039,0.294386282198825,0.402591092004514,-1.05100627363549
"study 2","control","study 2_s056","study 2_control_5","voting",5,0,86,88,80,0.512422558147039,0.294386282198825,0.682168239229871,0.296437666922832
"study 2","control","study 2_s057","study 2_control_1","voting",1,0,63,69,69,0.311862196297508,0.091485679679887,-0.100647773001128,-0.148218833461416
"study 2","control","study 2_s057","study 2_control_2","voting",2,0,68,70,70,0.311862196297508,0.091485679679887,-0.044732343556057,-0.0808466364334998
"study 2","control","study 2_s057","study 2_control_3","voting",3,0,71,71,72,0.311862196297508,0.091485679679887,0.0111830858890144,0.0538977576223329
"study 2","control","study 2_s057","study 2_control_4","voting",4,0,83,72,72,0.311862196297508,0.091485679679887,0.0670985153340859,0.0538977576223329
"study 2","control","study 2_s057","study 2_control_5","voting",5,0,77,72,73,0.311862196297508,0.091485679679887,0.0670985153340859,0.121269954650249
"study 2","control","study 2_s058","study 2_control_1","voting",1,0,0,70,59,0.0150328607602024,-0.747784994375723,0.369041834337471,0.404233182167498
"study 2","control","study 2_s058","study 2_control_2","voting",2,0,8,69,69,0.0150328607602024,-0.747784994375723,0.3131264048924,1.07795515244666
"study 2","control","study 2_s058","study 2_control_3","voting",3,0,0,69,59,0.0150328607602024,-0.747784994375723,0.3131264048924,0.404233182167498
"study 2","control","study 2_s058","study 2_control_4","voting",4,0,0,39,17,0.0150328607602024,-0.747784994375723,-1.36433647845974,-2.42539909300499
"study 2","control","study 2_s058","study 2_control_5","voting",5,0,0,70,61,0.0150328607602024,-0.747784994375723,0.369041834337471,0.538977576223331
"study 2","control","study 2_s061","study 2_control_1","voting",1,0,63,70,70,0.311862196297508,0.0638174157000314,-0.044732343556057,-0.0404233182167494
"study 2","control","study 2_s061","study 2_control_2","voting",2,0,67,71,71,0.311862196297508,0.0638174157000314,0.0111830858890144,0.0269488788111669
"study 2","control","study 2_s061","study 2_control_3","voting",3,0,67,71,71,0.311862196297508,0.0638174157000314,0.0111830858890144,0.0269488788111669
"study 2","control","study 2_s061","study 2_control_4","voting",4,0,71,71,71,0.311862196297508,0.0638174157000314,0.0111830858890144,0.0269488788111669
"study 2","control","study 2_s061","study 2_control_5","voting",5,0,66,71,70,0.311862196297508,0.0638174157000314,0.0111830858890144,-0.0404233182167494
"study 2","control","study 2_s062","study 2_control_1","voting",1,0,79,89,80,0.889476038424157,0.73707850587651,0.212478631891271,-0.350335424545165
"study 2","control","study 2_s062","study 2_control_2","voting",2,0,79,84,78,0.889476038424157,0.73707850587651,-0.0670985153340859,-0.485079818600998
"study 2","control","study 2_s062","study 2_control_3","voting",3,0,83,65,99,0.889476038424157,0.73707850587651,-1.12949167479044,0.929736318985245
"study 2","control","study 2_s062","study 2_control_4","voting",4,0,86,96,89,0.889476038424157,0.73707850587651,0.603886638006771,0.256014348706082
"study 2","control","study 2_s062","study 2_control_5","voting",5,0,84,92,80,0.889476038424157,0.73707850587651,0.380224920226486,-0.350335424545165
"study 2","control","study 2_s063","study 2_control_1","voting",1,0,14,88,94,1.09003640027369,1.29044378547362,-0.123013944779157,-0.215591030489332
"study 2","control","study 2_s063","study 2_control_2","voting",2,0,68,92,100,1.09003640027369,1.29044378547362,0.100647773001128,0.188642151678165
"study 2","control","study 2_s063","study 2_control_3","voting",3,0,47,91,92,1.09003640027369,1.29044378547362,0.044732343556057,-0.350335424545165
"study 2","control","study 2_s063","study 2_control_4","voting",4,0,17,91,100,1.09003640027369,1.29044378547362,0.044732343556057,0.188642151678165
"study 2","control","study 2_s063","study 2_control_5","voting",5,0,33,89,100,1.09003640027369,1.29044378547362,-0.0670985153340859,0.188642151678165
"study 2","control","study 2_s065","study 2_control_1","voting",1,0,17,27,11,-2.2071759485326,-1.72539698833061,1.06239315945636,-1.40134169818066
"study 2","control","study 2_s065","study 2_control_2","voting",2,0,0,0,0,-2.2071759485326,-1.72539698833061,-0.447323435560571,-2.14243586548774
"study 2","control","study 2_s065","study 2_control_3","voting",3,0,1,3,73,-2.2071759485326,-1.72539698833061,-0.279577147225357,2.77573451755015
"study 2","control","study 2_s065","study 2_control_4","voting",4,0,0,0,18,-2.2071759485326,-1.72539698833061,-0.447323435560571,-0.929736318985245
"study 2","control","study 2_s065","study 2_control_5","voting",5,0,0,10,57,-2.2071759485326,-1.72539698833061,0.111830858890143,1.69777936510349
"study 2","control","study 2_s066","study 2_control_1","voting",1,0,65,85,78,0.785184650262401,0.377391074138392,0.134197030668172,0.0404233182167494
"study 2","control","study 2_s066","study 2_control_2","voting",2,0,75,82,79,0.785184650262401,0.377391074138392,-0.0335492576670425,0.107795515244666
"study 2","control","study 2_s066","study 2_control_3","voting",3,0,67,83,79,0.785184650262401,0.377391074138392,0.0223661717780289,0.107795515244666
"study 2","control","study 2_s066","study 2_control_4","voting",4,0,61,78,78,0.785184650262401,0.377391074138392,-0.257210975447328,0.0404233182167494
"study 2","control","study 2_s066","study 2_control_5","voting",5,0,57,85,73,0.785184650262401,0.377391074138392,0.134197030668172,-0.296437666922832
"study 2","control","study 2_s069","study 2_control_1","voting",1,0,2,10,2,-2.06277248800094,-2.38943532384714,-0.0894646871121142,-1.03753183422991
"study 2","control","study 2_s069","study 2_control_2","voting",2,0,3,13,10,-2.06277248800094,-2.38943532384714,0.0782816012231,-0.498554258006581
"study 2","control","study 2_s069","study 2_control_3","voting",3,0,3,3,12,-2.06277248800094,-2.38943532384714,-0.480872693227614,-0.363809863950748
"study 2","control","study 2_s069","study 2_control_4","voting",4,0,4,7,26,-2.06277248800094,-2.38943532384714,-0.257210975447329,0.57940089444008
"study 2","control","study 2_s069","study 2_control_5","voting",5,0,0,25,37,-2.06277248800094,-2.38943532384714,0.749266754563957,1.32049506174716
"study 2","control","study 2_s070","study 2_control_1","voting",1,0,4,0,9,-1.96650351431316,-2.30643053190757,-0.782816012231,-0.687196409684746
"study 2","control","study 2_s070","study 2_control_2","voting",2,0,4,70,9,-1.96650351431316,-2.30643053190757,3.131264048924,-0.687196409684746
"study 2","control","study 2_s070","study 2_control_3","voting",3,0,0,0,69,-1.96650351431316,-2.30643053190757,-0.782816012231,3.35513541199023
"study 2","control","study 2_s070","study 2_control_4","voting",4,0,4,0,9,-1.96650351431316,-2.30643053190757,-0.782816012231,-0.687196409684746
"study 2","control","study 2_s070","study 2_control_5","voting",5,0,0,0,0,-1.96650351431316,-2.30643053190757,-0.782816012231,-1.29354618293599
"study 2","control","study 2_s076","study 2_control_1","voting",1,0,3,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s076","study 2_control_2","voting",2,0,1,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s076","study 2_control_3","voting",3,0,2,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s076","study 2_control_4","voting",4,0,17,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s076","study 2_control_5","voting",5,0,2,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s081","study 2_control_1","voting",1,0,0,0,0,-2.52005011301787,-3.18259222460299,-0.0111830858890143,-0.0134744394055833
"study 2","control","study 2_s081","study 2_control_2","voting",2,0,0,0,0,-2.52005011301787,-3.18259222460299,-0.0111830858890143,-0.0134744394055833
"study 2","control","study 2_s081","study 2_control_3","voting",3,0,0,0,0,-2.52005011301787,-3.18259222460299,-0.0111830858890143,-0.0134744394055833
"study 2","control","study 2_s081","study 2_control_4","voting",4,0,0,1,1,-2.52005011301787,-3.18259222460299,0.0447323435560571,0.0538977576223331
"study 2","control","study 2_s081","study 2_control_5","voting",5,0,0,0,0,-2.52005011301787,-3.18259222460299,-0.0111830858890143,-0.0134744394055833
"study 2","control","study 2_s091","study 2_control_1","voting",1,0,12,61,81,-0.0250792116097038,0.617182695297137,-0.0782816012230999,-0.107795515244666
"study 2","control","study 2_s091","study 2_control_2","voting",2,0,7,62,81,-0.0250792116097038,0.617182695297137,-0.0223661717780285,-0.107795515244666
"study 2","control","study 2_s091","study 2_control_3","voting",3,0,0,61,83,-0.0250792116097038,0.617182695297137,-0.0782816012230999,0.0269488788111669
"study 2","control","study 2_s091","study 2_control_4","voting",4,0,10,66,86,-0.0250792116097038,0.617182695297137,0.201295546002257,0.229065469894916
"study 2","control","study 2_s091","study 2_control_5","voting",5,0,3,62,82,-0.0250792116097038,0.617182695297137,-0.0223661717780285,-0.0404233182167494
"study 2","control","study 2_s096","study 2_control_1","voting",1,0,71,100,100,1.48313470949877,1.41033959605299,0,0.0134744394055835
"study 2","control","study 2_s096","study 2_control_2","voting",2,0,87,100,99,1.48313470949877,1.41033959605299,0,-0.0538977576223329
"study 2","control","study 2_s096","study 2_control_3","voting",3,0,91,100,100,1.48313470949877,1.41033959605299,0,0.0134744394055835
"study 2","control","study 2_s096","study 2_control_4","voting",4,0,92,100,100,1.48313470949877,1.41033959605299,0,0.0134744394055835
"study 2","control","study 2_s096","study 2_control_5","voting",5,0,81,100,100,1.48313470949877,1.41033959605299,0,0.0134744394055835
"study 2","control","study 2_s097","study 2_control_1","voting",1,0,89,100,100,1.48313470949877,1.41033959605299,0,0.0134744394055835
"study 2","control","study 2_s097","study 2_control_2","voting",2,0,96,100,100,1.48313470949877,1.41033959605299,0,0.0134744394055835
"study 2","control","study 2_s097","study 2_control_3","voting",3,0,92,100,100,1.48313470949877,1.41033959605299,0,0.0134744394055835
"study 2","control","study 2_s097","study 2_control_4","voting",4,0,100,100,99,1.48313470949877,1.41033959605299,0,-0.0538977576223329
"study 2","control","study 2_s097","study 2_control_5","voting",5,0,94,100,100,1.48313470949877,1.41033959605299,0,0.0134744394055835
"study 2","control","study 2_s100","study 2_control_1","voting",1,0,100,100,100,1.47511229502479,1.41033959605299,0.0111830858890144,0.0134744394055835
"study 2","control","study 2_s100","study 2_control_2","voting",2,0,100,100,100,1.47511229502479,1.41033959605299,0.0111830858890144,0.0134744394055835
"study 2","control","study 2_s100","study 2_control_3","voting",3,0,100,100,100,1.47511229502479,1.41033959605299,0.0111830858890144,0.0134744394055835
"study 2","control","study 2_s100","study 2_control_4","voting",4,0,99,100,100,1.47511229502479,1.41033959605299,0.0111830858890144,0.0134744394055835
"study 2","control","study 2_s100","study 2_control_5","voting",5,0,100,99,99,1.47511229502479,1.41033959605299,-0.044732343556057,-0.0538977576223329
"study 2","control","study 2_s102","study 2_control_1","voting",1,0,0,70,65,0.167458735765846,-0.249756242738328,0.1565632024462,0.0808466364334998
"study 2","control","study 2_s102","study 2_control_2","voting",2,0,0,64,64,0.167458735765846,-0.249756242738328,-0.178929374224229,0.0134744394055835
"study 2","control","study 2_s102","study 2_control_3","voting",3,0,0,74,62,0.167458735765846,-0.249756242738328,0.380224920226486,-0.121269954650249
"study 2","control","study 2_s102","study 2_control_4","voting",4,0,0,66,68,0.167458735765846,-0.249756242738328,-0.0670985153340859,0.282963227517249
"study 2","control","study 2_s102","study 2_control_5","voting",5,0,0,62,60,0.167458735765846,-0.249756242738328,-0.290760233114372,-0.256014348706082
"study 2","control","study 2_s105","study 2_control_1","voting",1,0,23,66,72,-0.410155106360803,-0.443434090597315,0.738083668674943,0.835415243146162
"study 2","control","study 2_s105","study 2_control_2","voting",2,0,15,50,60,-0.410155106360803,-0.443434090597315,-0.1565632024462,0.0269488788111664
"study 2","control","study 2_s105","study 2_control_3","voting",3,0,10,49,57,-0.410155106360803,-0.443434090597315,-0.212478631891271,-0.175167712272583
"study 2","control","study 2_s105","study 2_control_4","voting",4,0,4,50,50,-0.410155106360803,-0.443434090597315,-0.1565632024462,-0.646773091467997
"study 2","control","study 2_s105","study 2_control_5","voting",5,0,14,49,59,-0.410155106360803,-0.443434090597315,-0.212478631891271,-0.0404233182167499
"study 2","control","study 2_s106","study 2_control_1","voting",1,0,95,97,94,1.2986191765972,1.05065216431487,0.089464687112114,0.134744394055833
"study 2","control","study 2_s106","study 2_control_2","voting",2,0,96,95,92,1.2986191765972,1.05065216431487,-0.0223661717780289,0
"study 2","control","study 2_s106","study 2_control_3","voting",3,0,81,92,83,1.2986191765972,1.05065216431487,-0.190112460113243,-0.606349773251247
"study 2","control","study 2_s106","study 2_control_4","voting",4,0,96,93,91,1.2986191765972,1.05065216431487,-0.134197030668172,-0.0673721970279163
"study 2","control","study 2_s106","study 2_control_5","voting",5,0,97,100,100,1.2986191765972,1.05065216431487,0.257210975447328,0.538977576223331
"study 2","control","study 2_s107","study 2_control_1","voting",1,0,82,81,81,0.721005334470551,0.543400658017523,0,0
"study 2","control","study 2_s107","study 2_control_2","voting",2,0,82,81,81,0.721005334470551,0.543400658017523,0,0
"study 2","control","study 2_s107","study 2_control_3","voting",3,0,81,81,82,0.721005334470551,0.543400658017523,0,0.0673721970279163
"study 2","control","study 2_s107","study 2_control_4","voting",4,0,82,81,81,0.721005334470551,0.543400658017523,0,0
"study 2","control","study 2_s107","study 2_control_5","voting",5,0,81,81,80,0.721005334470551,0.543400658017523,0,-0.0673721970279163
"study 2","control","study 2_s109","study 2_control_1","voting",1,0,100,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s109","study 2_control_2","voting",2,0,100,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s109","study 2_control_3","voting",3,0,25,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s109","study 2_control_4","voting",4,0,25,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s109","study 2_control_5","voting",5,0,100,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s118","study 2_control_1","voting",1,0,0,7,83,-2.23926560642853,0.598737185977234,-0.0111830858890143,0.0538977576223329
"study 2","control","study 2_s118","study 2_control_2","voting",2,0,0,9,82,-2.23926560642853,0.598737185977234,0.100647773001129,-0.0134744394055835
"study 2","control","study 2_s118","study 2_control_3","voting",3,0,0,9,82,-2.23926560642853,0.598737185977234,0.100647773001129,-0.0134744394055835
"study 2","control","study 2_s118","study 2_control_4","voting",4,0,0,2,82,-2.23926560642853,0.598737185977234,-0.290760233114371,-0.0134744394055835
"study 2","control","study 2_s118","study 2_control_5","voting",5,0,0,9,82,-2.23926560642853,0.598737185977234,0.100647773001129,-0.0134744394055835
"study 2","control","study 2_s119","study 2_control_1","voting",1,0,87,89,86,0.90552086737212,0.690964732576752,0.190112460113243,0.121269954650249
"study 2","control","study 2_s119","study 2_control_2","voting",2,0,86,79,79,0.90552086737212,0.690964732576752,-0.369041834337471,-0.350335424545165
"study 2","control","study 2_s119","study 2_control_3","voting",3,0,89,91,89,0.90552086737212,0.690964732576752,0.301943319003386,0.323386545733998
"study 2","control","study 2_s119","study 2_control_4","voting",4,0,77,83,82,0.90552086737212,0.690964732576752,-0.145380116557185,-0.148218833461416
"study 2","control","study 2_s119","study 2_control_5","voting",5,0,79,86,85,0.90552086737212,0.690964732576752,0.0223661717780289,0.0538977576223329
"study 2","control","study 2_s122","study 2_control_1","voting",1,0,32,57,69,-0.522468908996541,-0.480325109237122,0.3914080061155,0.687196409684747
"study 2","control","study 2_s122","study 2_control_2","voting",2,0,46,29,49,-0.522468908996541,-0.480325109237122,-1.1742240183465,-0.66024753087358
"study 2","control","study 2_s122","study 2_control_3","voting",3,0,57,78,68,-0.522468908996541,-0.480325109237122,1.565632024462,0.61982421265683
"study 2","control","study 2_s122","study 2_control_4","voting",4,0,65,53,49,-0.522468908996541,-0.480325109237122,0.167746288335214,-0.66024753087358
"study 2","control","study 2_s122","study 2_control_5","voting",5,0,45,33,59,-0.522468908996541,-0.480325109237122,-0.950562300566214,0.0134744394055835
"study 2","control","study 2_s128","study 2_control_1","voting",1,0,0,74,76,1.13014847264359,1.04142940965492,-0.961745386455229,-1.06448071304108
"study 2","control","study 2_s128","study 2_control_2","voting",2,0,0,100,100,1.13014847264359,1.04142940965492,0.492055779116628,0.552452015628914
"study 2","control","study 2_s128","study 2_control_3","voting",3,0,0,100,100,1.13014847264359,1.04142940965492,0.492055779116628,0.552452015628914
"study 2","control","study 2_s128","study 2_control_4","voting",4,0,0,82,83,1.13014847264359,1.04142940965492,-0.514421950894657,-0.592875333845663
"study 2","control","study 2_s128","study 2_control_5","voting",5,0,0,100,100,1.13014847264359,1.04142940965492,0.492055779116628,0.552452015628914
"study 2","control","study 2_s130","study 2_control_1","voting",1,0,33,54,53,-0.00101196818776007,-0.397320317297556,-0.503238865005643,-0.512028697412164
"study 2","control","study 2_s130","study 2_control_2","voting",2,0,76,71,80,-0.00101196818776007,-0.397320317297556,0.447323435560571,1.30702062234158
"study 2","control","study 2_s130","study 2_control_3","voting",3,0,47,81,69,-0.00101196818776007,-0.397320317297556,1.00647773001129,0.565926455034497
"study 2","control","study 2_s130","study 2_control_4","voting",4,0,19,37,29,-0.00101196818776007,-0.397320317297556,-1.45380116557186,-2.12896142608216
"study 2","control","study 2_s130","study 2_control_5","voting",5,0,35,72,72,-0.00101196818776007,-0.397320317297556,0.503238865005643,0.768043046118246
"study 2","control","study 2_s131","study 2_control_1","voting",1,0,86,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s131","study 2_control_2","voting",2,0,91,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s131","study 2_control_3","voting",3,0,85,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s131","study 2_control_4","voting",4,0,95,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s131","study 2_control_5","voting",5,0,80,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s139","study 2_control_1","voting",1,0,95,92,93,1.22641744633137,0.986092881695207,-0.089464687112114,0.161693272867
"study 2","control","study 2_s139","study 2_control_2","voting",2,0,55,83,79,1.22641744633137,0.986092881695207,-0.592703552117757,-0.781517485523829
"study 2","control","study 2_s139","study 2_control_3","voting",3,0,64,99,99,1.22641744633137,0.986092881695207,0.301943319003386,0.565926455034497
"study 2","control","study 2_s139","study 2_control_4","voting",4,0,91,94,98,1.22641744633137,0.986092881695207,0.0223661717780289,0.498554258006581
"study 2","control","study 2_s139","study 2_control_5","voting",5,0,71,100,84,1.22641744633137,0.986092881695207,0.357858748448457,-0.444656500384247
"study 2","control","study 2_s147","study 2_control_1","voting",1,0,96,100,91,1.46708988055081,0.939979108395449,0.0223661717780289,0.0943210758390832
"study 2","control","study 2_s147","study 2_control_2","voting",2,0,98,99,88,1.46708988055081,0.939979108395449,-0.0335492576670425,-0.107795515244666
"study 2","control","study 2_s147","study 2_control_3","voting",3,0,89,100,92,1.46708988055081,0.939979108395449,0.0223661717780289,0.161693272867
"study 2","control","study 2_s147","study 2_control_4","voting",4,0,93,99,89,1.46708988055081,0.939979108395449,-0.0335492576670425,-0.0404233182167494
"study 2","control","study 2_s147","study 2_control_5","voting",5,0,95,100,88,1.46708988055081,0.939979108395449,0.0223661717780289,-0.107795515244666
"study 2","control","study 2_s150","study 2_control_1","voting",1,0,1,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s150","study 2_control_2","voting",2,0,15,100,100,1.48313470949877,1.41956235071294,0,0
"study 2","control","study 2_s150","study 2_control_3","voting",3,0,15,100,100,1.48313470949877,1.41956235071294,0,0
