"SID","survey_name","item","value"
"s358","sharing_narrow","3_sharing_narrow","6"
"s360","sharing_narrow","3_sharing_narrow","0"
"s361","sharing_narrow","3_sharing_narrow","2"
"s363","sharing_narrow","3_sharing_narrow","75"
"s364","sharing_narrow","3_sharing_narrow","75"
"s365","sharing_narrow","3_sharing_narrow","30"
"s366","sharing_narrow","3_sharing_narrow","65"
"s368","sharing_narrow","3_sharing_narrow","1"
"s369","sharing_narrow","3_sharing_narrow","61"
"s370","sharing_narrow","3_sharing_narrow","86"
"s371","sharing_narrow","3_sharing_narrow","0"
"s372","sharing_narrow","3_sharing_narrow","100"
"s373","sharing_narrow","3_sharing_narrow","60"
"s374","sharing_narrow","3_sharing_narrow","36"
"s375","sharing_narrow","3_sharing_narrow","15"
"s376","sharing_narrow","3_sharing_narrow","1"
"s377","sharing_narrow","3_sharing_narrow","18"
"s378","sharing_narrow","3_sharing_narrow","80"
"s380","sharing_narrow","3_sharing_narrow","60"
"s381","sharing_narrow","3_sharing_narrow","48"
"s382","sharing_narrow","3_sharing_narrow","42"
"s383","sharing_narrow","3_sharing_narrow","5"
"s384","sharing_narrow","3_sharing_narrow","4"
"s385","sharing_narrow","3_sharing_narrow","21"
"s386","sharing_narrow","3_sharing_narrow","51"
"s387","sharing_narrow","3_sharing_narrow","25"
"s389","sharing_narrow","3_sharing_narrow","77"
"s390","sharing_narrow","3_sharing_narrow","76"
"s392","sharing_narrow","3_sharing_narrow","4"
"s393","sharing_narrow","3_sharing_narrow","54"
"s394","sharing_narrow","3_sharing_narrow","8"
"s395","sharing_narrow","3_sharing_narrow","85"
"s396","sharing_narrow","3_sharing_narrow","59"
"s397","sharing_narrow","3_sharing_narrow","0"
"s398","sharing_narrow","3_sharing_narrow","35"
"s399","sharing_narrow","3_sharing_narrow","97"
"s400","sharing_narrow","3_sharing_narrow","86"
"s401","sharing_narrow","3_sharing_narrow","50"
"s402","sharing_narrow","3_sharing_narrow","51"
"s403","sharing_narrow","3_sharing_narrow","14"
"s404","sharing_narrow","3_sharing_narrow","96"
"s405","sharing_narrow","3_sharing_narrow","96"
"s406","sharing_narrow","3_sharing_narrow","0"
"s407","sharing_narrow","3_sharing_narrow","78"
"s408","sharing_narrow","3_sharing_narrow","5"
"s001","relevance_self","3_relevance_self","62"
"s002","relevance_self","3_relevance_self","5"
"s003","relevance_self","3_relevance_self","57"
"s004","relevance_self","3_relevance_self","88"
"s005","relevance_self","3_relevance_self","10"
"s006","relevance_self","3_relevance_self","1"
"s007","relevance_self","3_relevance_self","73"
"s009","relevance_self","3_relevance_self","41"
"s011","relevance_self","3_relevance_self","90"
"s016","relevance_self","3_relevance_self","89"
"s017","relevance_self","3_relevance_self","47"
"s021","relevance_self","3_relevance_self","0"
"s024","relevance_self","3_relevance_self","73"
"s025","relevance_self","3_relevance_self","76"
"s026","relevance_self","3_relevance_self","100"
"s029","relevance_self","3_relevance_self","72"
"s030","relevance_self","3_relevance_self","1"
"s031","relevance_self","3_relevance_self","71"
"s032","relevance_self","3_relevance_self","75"
"s033","relevance_self","3_relevance_self","27"
"s034","relevance_self","3_relevance_self","57"
"s035","relevance_self","3_relevance_self","0"
"s036","relevance_self","3_relevance_self","65"
"s039","relevance_self","3_relevance_self","68"
"s040","relevance_self","3_relevance_self","66"
"s041","relevance_self","3_relevance_self","0"
"s042","relevance_self","3_relevance_self","68"
"s043","relevance_self","3_relevance_self","93"
"s044","relevance_self","3_relevance_self","1"
"s045","relevance_self","3_relevance_self","100"
"s046","relevance_self","3_relevance_self","88"
"s047","relevance_self","3_relevance_self","60"
"s049","relevance_self","3_relevance_self","98"
"s050","relevance_self","3_relevance_self","69"
"s051","relevance_self","3_relevance_self","66"
"s052","relevance_self","3_relevance_self","62"
"s053","relevance_self","3_relevance_self","0"
"s056","relevance_self","3_relevance_self","53"
"s057","relevance_self","3_relevance_self","79"
"s061","relevance_self","3_relevance_self","80"
"s067","relevance_self","3_relevance_self","88"
"s068","relevance_self","3_relevance_self","96"
"s070","relevance_self","3_relevance_self","84"
"s071","relevance_self","3_relevance_self","68"
"s072","relevance_self","3_relevance_self","60"
"s074","relevance_self","3_relevance_self","76"
"s075","relevance_self","3_relevance_self","60"
"s076","relevance_self","3_relevance_self","72"
"s077","relevance_self","3_relevance_self","48"
"s078","relevance_self","3_relevance_self","72"
"s079","relevance_self","3_relevance_self","63"
"s080","relevance_self","3_relevance_self","23"
"s082","relevance_self","3_relevance_self","38"
"s083","relevance_self","3_relevance_self","59"
"s084","relevance_self","3_relevance_self","65"
"s085","relevance_self","3_relevance_self","50"
"s086","relevance_self","3_relevance_self","27"
"s087","relevance_self","3_relevance_self","82"
"s088","relevance_self","3_relevance_self","0"
"s089","relevance_self","3_relevance_self","59"
"s090","relevance_self","3_relevance_self","71"
"s091","relevance_self","3_relevance_self","51"
"s092","relevance_self","3_relevance_self","81"
"s093","relevance_self","3_relevance_self","90"
"s094","relevance_self","3_relevance_self","88"
"s095","relevance_self","3_relevance_self","77"
"s096","relevance_self","3_relevance_self","1"
"s097","relevance_self","3_relevance_self","81"
"s100","relevance_self","3_relevance_self","50"
"s101","relevance_self","3_relevance_self","12"
"s102","relevance_self","3_relevance_self","68"
"s103","relevance_self","3_relevance_self","64"
"s104","relevance_self","3_relevance_self","55"
"s106","relevance_self","3_relevance_self","31"
"s107","relevance_self","3_relevance_self","65"
"s108","relevance_self","3_relevance_self","50"
"s109","relevance_self","3_relevance_self","51"
"s111","relevance_self","3_relevance_self","57"
"s112","relevance_self","3_relevance_self","71"
"s113","relevance_self","3_relevance_self","68"
"s114","relevance_self","3_relevance_self","63"
"s115","relevance_self","3_relevance_self","20"
"s117","relevance_self","3_relevance_self","61"
"s118","relevance_self","3_relevance_self","53"
"s121","relevance_self","3_relevance_self","64"
"s122","relevance_self","3_relevance_self","88"
"s124","relevance_self","3_relevance_self","81"
"s125","relevance_self","3_relevance_self","60"
"s126","relevance_self","3_relevance_self","33"
"s127","relevance_self","3_relevance_self","22"
"s128","relevance_self","3_relevance_self","1"
"s130","relevance_self","3_relevance_self","65"
"s132","relevance_self","3_relevance_self","100"
"s133","relevance_self","3_relevance_self","64"
"s134","relevance_self","3_relevance_self","88"
"s135","relevance_self","3_relevance_self","50"
"s136","relevance_self","3_relevance_self","72"
"s137","relevance_self","3_relevance_self","47"
"s138","relevance_self","3_relevance_self","57"
"s139","relevance_self","3_relevance_self","77"
"s140","relevance_self","3_relevance_self","66"
"s141","relevance_self","3_relevance_self","100"
"s142","relevance_self","3_relevance_self","48"
"s143","relevance_self","3_relevance_self","73"
"s144","relevance_self","3_relevance_self","88"
"s145","relevance_self","3_relevance_self","35"
"s146","relevance_self","3_relevance_self","58"
"s147","relevance_self","3_relevance_self","28"
"s148","relevance_self","3_relevance_self","63"
"s149","relevance_self","3_relevance_self","100"
"s150","relevance_self","3_relevance_self","23"
"s151","relevance_self","3_relevance_self","85"
"s153","relevance_self","3_relevance_self","92"
"s154","relevance_self","3_relevance_self","55"
"s155","relevance_self","3_relevance_self","62"
"s156","relevance_self","3_relevance_self","0"
"s158","relevance_self","3_relevance_self","8"
"s159","relevance_self","3_relevance_self","36"
"s160","relevance_self","3_relevance_self","0"
"s161","relevance_self","3_relevance_self","77"
"s162","relevance_self","3_relevance_self","87"
"s163","relevance_self","3_relevance_self","1"
"s164","relevance_self","3_relevance_self","3"
"s165","relevance_self","3_relevance_self","94"
"s166","relevance_self","3_relevance_self","88"
"s167","relevance_self","3_relevance_self","74"
"s168","relevance_self","3_relevance_self","49"
"s169","relevance_self","3_relevance_self","34"
"s171","relevance_self","3_relevance_self","50"
"s173","relevance_self","3_relevance_self","44"
"s174","relevance_self","3_relevance_self","60"
"s175","relevance_self","3_relevance_self","33"
"s176","relevance_self","3_relevance_self","74"
"s177","relevance_self","3_relevance_self","0"
"s179","relevance_self","3_relevance_self","35"
"s180","relevance_self","3_relevance_self","84"
"s181","relevance_self","3_relevance_self","43"
"s182","relevance_self","3_relevance_self","84"
"s183","relevance_self","3_relevance_self","54"
"s185","relevance_self","3_relevance_self","57"
"s186","relevance_self","3_relevance_self","32"
"s187","relevance_self","3_relevance_self","94"
"s188","relevance_self","3_relevance_self","77"
"s191","relevance_self","3_relevance_self","57"
"s192","relevance_self","3_relevance_self","49"
"s193","relevance_self","3_relevance_self","19"
"s195","relevance_self","3_relevance_self","85"
"s199","relevance_self","3_relevance_self","49"
"s201","relevance_self","3_relevance_self","80"
"s202","relevance_self","3_relevance_self","6"
"s203","relevance_self","3_relevance_self","0"
"s204","relevance_self","3_relevance_self","50"
"s205","relevance_self","3_relevance_self","71"
"s206","relevance_self","3_relevance_self","63"
"s208","relevance_self","3_relevance_self","44"
"s210","relevance_self","3_relevance_self","50"
"s211","relevance_self","3_relevance_self","93"
"s213","relevance_self","3_relevance_self","91"
"s214","relevance_self","3_relevance_self","56"
"s215","relevance_self","3_relevance_self","79"
"s216","relevance_self","3_relevance_self","0"
"s217","relevance_self","3_relevance_self","51"
"s218","relevance_self","3_relevance_self","88"
"s219","relevance_self","3_relevance_self","25"
"s220","relevance_self","3_relevance_self","70"
"s222","relevance_self","3_relevance_self","69"
"s223","relevance_self","3_relevance_self","20"
"s224","relevance_self","3_relevance_self","55"
"s225","relevance_self","3_relevance_self","71"
"s226","relevance_self","3_relevance_self","77"
"s227","relevance_self","3_relevance_self","41"
"s229","relevance_self","3_relevance_self","44"
"s230","relevance_self","3_relevance_self","67"
"s231","relevance_self","3_relevance_self","8"
"s232","relevance_self","3_relevance_self","50"
"s233","relevance_self","3_relevance_self","4"
"s234","relevance_self","3_relevance_self","43"
"s236","relevance_self","3_relevance_self","59"
"s238","relevance_self","3_relevance_self","0"
"s239","relevance_self","3_relevance_self","69"
"s242","relevance_self","3_relevance_self","92"
"s243","relevance_self","3_relevance_self","76"
"s244","relevance_self","3_relevance_self","75"
"s245","relevance_self","3_relevance_self","75"
"s246","relevance_self","3_relevance_self","81"
"s247","relevance_self","3_relevance_self","48"
"s249","relevance_self","3_relevance_self","81"
"s250","relevance_self","3_relevance_self","14"
"s251","relevance_self","3_relevance_self","44"
"s252","relevance_self","3_relevance_self","59"
"s254","relevance_self","3_relevance_self","76"
"s255","relevance_self","3_relevance_self","91"
"s256","relevance_self","3_relevance_self","87"
"s257","relevance_self","3_relevance_self","55"
"s259","relevance_self","3_relevance_self","81"
"s264","relevance_self","3_relevance_self","100"
"s265","relevance_self","3_relevance_self","73"
"s266","relevance_self","3_relevance_self","91"
"s267","relevance_self","3_relevance_self","63"
"s268","relevance_self","3_relevance_self","65"
"s269","relevance_self","3_relevance_self","49"
"s270","relevance_self","3_relevance_self","28"
"s271","relevance_self","3_relevance_self","82"
"s272","relevance_self","3_relevance_self","99"
"s273","relevance_self","3_relevance_self","73"
"s274","relevance_self","3_relevance_self","76"
"s275","relevance_self","3_relevance_self","66"
"s276","relevance_self","3_relevance_self","26"
"s278","relevance_self","3_relevance_self","65"
"s279","relevance_self","3_relevance_self","68"
"s281","relevance_self","3_relevance_self","68"
"s283","relevance_self","3_relevance_self","83"
"s284","relevance_self","3_relevance_self","35"
"s285","relevance_self","3_relevance_self","15"
"s287","relevance_self","3_relevance_self","100"
"s289","relevance_self","3_relevance_self","55"
"s290","relevance_self","3_relevance_self","24"
"s292","relevance_self","3_relevance_self","63"
"s293","relevance_self","3_relevance_self","81"
"s294","relevance_self","3_relevance_self","1"
"s295","relevance_self","3_relevance_self","58"
"s297","relevance_self","3_relevance_self","78"
"s298","relevance_self","3_relevance_self","74"
"s299","relevance_self","3_relevance_self","41"
"s300","relevance_self","3_relevance_self","100"
"s301","relevance_self","3_relevance_self","54"
"s302","relevance_self","3_relevance_self","71"
"s304","relevance_self","3_relevance_self","1"
"s305","relevance_self","3_relevance_self","50"
"s306","relevance_self","3_relevance_self","0"
"s307","relevance_self","3_relevance_self","49"
"s309","relevance_self","3_relevance_self","14"
"s310","relevance_self","3_relevance_self","14"
"s311","relevance_self","3_relevance_self","23"
"s313","relevance_self","3_relevance_self","57"
"s314","relevance_self","3_relevance_self","0"
"s315","relevance_self","3_relevance_self","0"
"s316","relevance_self","3_relevance_self","51"
"s318","relevance_self","3_relevance_self","56"
"s319","relevance_self","3_relevance_self","100"
"s320","relevance_self","3_relevance_self","1"
"s321","relevance_self","3_relevance_self","75"
"s322","relevance_self","3_relevance_self","100"
"s323","relevance_self","3_relevance_self","73"
"s324","relevance_self","3_relevance_self","79"
"s325","relevance_self","3_relevance_self","74"
"s326","relevance_self","3_relevance_self","63"
"s327","relevance_self","3_relevance_self","41"
"s329","relevance_self","3_relevance_self","4"
"s330","relevance_self","3_relevance_self","64"
"s331","relevance_self","3_relevance_self","32"
"s332","relevance_self","3_relevance_self","0"
"s333","relevance_self","3_relevance_self","84"
"s334","relevance_self","3_relevance_self","40"
"s336","relevance_self","3_relevance_self","59"
"s337","relevance_self","3_relevance_self","77"
"s338","relevance_self","3_relevance_self","17"
"s341","relevance_self","3_relevance_self","40"
"s343","relevance_self","3_relevance_self","29"
"s344","relevance_self","3_relevance_self","24"
"s345","relevance_self","3_relevance_self","95"
"s346","relevance_self","3_relevance_self","37"
"s347","relevance_self","3_relevance_self","58"
"s348","relevance_self","3_relevance_self","71"
"s350","relevance_self","3_relevance_self","2"
"s351","relevance_self","3_relevance_self","90"
"s352","relevance_self","3_relevance_self","24"
"s353","relevance_self","3_relevance_self","77"
"s354","relevance_self","3_relevance_self","0"
"s356","relevance_self","3_relevance_self","99"
"s358","relevance_self","3_relevance_self","12"
"s360","relevance_self","3_relevance_self","61"
"s361","relevance_self","3_relevance_self","42"
"s363","relevance_self","3_relevance_self","90"
"s364","relevance_self","3_relevance_self","72"
"s365","relevance_self","3_relevance_self","0"
"s366","relevance_self","3_relevance_self","62"
"s368","relevance_self","3_relevance_self","1"
"s369","relevance_self","3_relevance_self","100"
"s370","relevance_self","3_relevance_self","89"
"s371","relevance_self","3_relevance_self","0"
"s372","relevance_self","3_relevance_self","100"
"s373","relevance_self","3_relevance_self","35"
"s374","relevance_self","3_relevance_self","57"
"s375","relevance_self","3_relevance_self","13"
"s376","relevance_self","3_relevance_self","3"
"s377","relevance_self","3_relevance_self","70"
"s378","relevance_self","3_relevance_self","68"
"s380","relevance_self","3_relevance_self","63"
"s381","relevance_self","3_relevance_self","29"
"s382","relevance_self","3_relevance_self","73"
"s383","relevance_self","3_relevance_self","4"
"s384","relevance_self","3_relevance_self","54"
"s385","relevance_self","3_relevance_self","100"
"s386","relevance_self","3_relevance_self","100"
"s387","relevance_self","3_relevance_self","61"
"s389","relevance_self","3_relevance_self","81"
"s390","relevance_self","3_relevance_self","48"
"s392","relevance_self","3_relevance_self","10"
"s393","relevance_self","3_relevance_self","64"
"s394","relevance_self","3_relevance_self","60"
"s395","relevance_self","3_relevance_self","95"
"s396","relevance_self","3_relevance_self","62"
"s397","relevance_self","3_relevance_self","63"
"s398","relevance_self","3_relevance_self","43"
"s399","relevance_self","3_relevance_self","97"
"s400","relevance_self","3_relevance_self","44"
"s401","relevance_self","3_relevance_self","65"
"s402","relevance_self","3_relevance_self","73"
"s403","relevance_self","3_relevance_self","49"
"s404","relevance_self","3_relevance_self","99"
"s405","relevance_self","3_relevance_self","96"
"s406","relevance_self","3_relevance_self","86"
"s407","relevance_self","3_relevance_self","55"
"s408","relevance_self","3_relevance_self","0"
"s001","relevance_social","3_relevance_social","63"
"s002","relevance_social","3_relevance_social","8"
"s003","relevance_social","3_relevance_social","66"
"s004","relevance_social","3_relevance_social","90"
"s005","relevance_social","3_relevance_social","13"
"s006","relevance_social","3_relevance_social","100"
"s007","relevance_social","3_relevance_social","77"
"s009","relevance_social","3_relevance_social","43"
"s011","relevance_social","3_relevance_social","77"
"s016","relevance_social","3_relevance_social","84"
"s017","relevance_social","3_relevance_social","47"
"s021","relevance_social","3_relevance_social","20"
"s024","relevance_social","3_relevance_social","85"
"s025","relevance_social","3_relevance_social","94"
"s026","relevance_social","3_relevance_social","100"
"s029","relevance_social","3_relevance_social","79"
"s030","relevance_social","3_relevance_social","1"
"s031","relevance_social","3_relevance_social","71"
"s032","relevance_social","3_relevance_social","77"
"s033","relevance_social","3_relevance_social","52"
"s034","relevance_social","3_relevance_social","87"
"s035","relevance_social","3_relevance_social","0"
"s036","relevance_social","3_relevance_social","71"
"s039","relevance_social","3_relevance_social","69"
"s040","relevance_social","3_relevance_social","56"
"s041","relevance_social","3_relevance_social","0"
"s042","relevance_social","3_relevance_social","75"
"s043","relevance_social","3_relevance_social","85"
"s044","relevance_social","3_relevance_social","69"
"s045","relevance_social","3_relevance_social","100"
"s046","relevance_social","3_relevance_social","97"
"s047","relevance_social","3_relevance_social","57"
"s049","relevance_social","3_relevance_social","91"
"s050","relevance_social","3_relevance_social","87"
"s051","relevance_social","3_relevance_social","59"
"s052","relevance_social","3_relevance_social","64"
"s053","relevance_social","3_relevance_social","57"
"s056","relevance_social","3_relevance_social","57"
"s057","relevance_social","3_relevance_social","65"
"s061","relevance_social","3_relevance_social","77"
"s067","relevance_social","3_relevance_social","57"
"s068","relevance_social","3_relevance_social","90"
"s070","relevance_social","3_relevance_social","91"
"s071","relevance_social","3_relevance_social","61"
"s072","relevance_social","3_relevance_social","66"
"s074","relevance_social","3_relevance_social","85"
"s075","relevance_social","3_relevance_social","78"
"s076","relevance_social","3_relevance_social","60"
"s077","relevance_social","3_relevance_social","60"
"s078","relevance_social","3_relevance_social","38"
"s079","relevance_social","3_relevance_social","50"
"s080","relevance_social","3_relevance_social","42"
"s082","relevance_social","3_relevance_social","49"
"s083","relevance_social","3_relevance_social","73"
"s084","relevance_social","3_relevance_social","59"
"s085","relevance_social","3_relevance_social","58"
"s086","relevance_social","3_relevance_social","32"
"s087","relevance_social","3_relevance_social","76"
"s088","relevance_social","3_relevance_social","65"
"s089","relevance_social","3_relevance_social","67"
"s090","relevance_social","3_relevance_social","84"
"s091","relevance_social","3_relevance_social","38"
"s092","relevance_social","3_relevance_social","92"
"s093","relevance_social","3_relevance_social","85"
"s094","relevance_social","3_relevance_social","85"
"s095","relevance_social","3_relevance_social","78"
"s096","relevance_social","3_relevance_social","1"
"s097","relevance_social","3_relevance_social","88"
"s100","relevance_social","3_relevance_social","40"
"s101","relevance_social","3_relevance_social","13"
"s102","relevance_social","3_relevance_social","61"
"s103","relevance_social","3_relevance_social","63"
"s104","relevance_social","3_relevance_social","48"
"s106","relevance_social","3_relevance_social","90"
"s107","relevance_social","3_relevance_social","81"
"s108","relevance_social","3_relevance_social","58"
"s109","relevance_social","3_relevance_social","52"
"s111","relevance_social","3_relevance_social","55"
"s112","relevance_social","3_relevance_social","87"
"s113","relevance_social","3_relevance_social","76"
"s114","relevance_social","3_relevance_social","63"
"s115","relevance_social","3_relevance_social","6"
"s117","relevance_social","3_relevance_social","81"
"s118","relevance_social","3_relevance_social","52"
"s121","relevance_social","3_relevance_social","73"
"s122","relevance_social","3_relevance_social","74"
"s124","relevance_social","3_relevance_social","89"
"s125","relevance_social","3_relevance_social","39"
"s126","relevance_social","3_relevance_social","48"
"s127","relevance_social","3_relevance_social","32"
"s128","relevance_social","3_relevance_social","92"
"s130","relevance_social","3_relevance_social","65"
"s132","relevance_social","3_relevance_social","100"
"s133","relevance_social","3_relevance_social","74"
"s134","relevance_social","3_relevance_social","94"
"s135","relevance_social","3_relevance_social","67"
"s136","relevance_social","3_relevance_social","44"
"s137","relevance_social","3_relevance_social","56"
"s138","relevance_social","3_relevance_social","65"
"s139","relevance_social","3_relevance_social","93"
"s140","relevance_social","3_relevance_social","71"
"s141","relevance_social","3_relevance_social","73"
"s142","relevance_social","3_relevance_social","42"
"s143","relevance_social","3_relevance_social","70"
"s144","relevance_social","3_relevance_social","96"
"s145","relevance_social","3_relevance_social","47"
"s146","relevance_social","3_relevance_social","41"
"s147","relevance_social","3_relevance_social","22"
"s148","relevance_social","3_relevance_social","81"
"s149","relevance_social","3_relevance_social","100"
"s150","relevance_social","3_relevance_social","0"
"s151","relevance_social","3_relevance_social","79"
"s153","relevance_social","3_relevance_social","87"
"s154","relevance_social","3_relevance_social","38"
"s155","relevance_social","3_relevance_social","69"
"s156","relevance_social","3_relevance_social","0"
"s158","relevance_social","3_relevance_social","25"
"s159","relevance_social","3_relevance_social","62"
"s160","relevance_social","3_relevance_social","50"
"s161","relevance_social","3_relevance_social","49"
"s162","relevance_social","3_relevance_social","83"
"s163","relevance_social","3_relevance_social","1"
"s164","relevance_social","3_relevance_social","1"
"s165","relevance_social","3_relevance_social","79"
"s166","relevance_social","3_relevance_social","93"
"s167","relevance_social","3_relevance_social","85"
"s168","relevance_social","3_relevance_social","78"
"s169","relevance_social","3_relevance_social","54"
"s171","relevance_social","3_relevance_social","49"
"s173","relevance_social","3_relevance_social","56"
"s174","relevance_social","3_relevance_social","46"
"s175","relevance_social","3_relevance_social","39"
"s176","relevance_social","3_relevance_social","73"
"s177","relevance_social","3_relevance_social","0"
"s179","relevance_social","3_relevance_social","28"
"s180","relevance_social","3_relevance_social","87"
"s181","relevance_social","3_relevance_social","67"
"s182","relevance_social","3_relevance_social","74"
"s183","relevance_social","3_relevance_social","39"
"s185","relevance_social","3_relevance_social","78"
"s186","relevance_social","3_relevance_social","33"
"s187","relevance_social","3_relevance_social","88"
"s188","relevance_social","3_relevance_social","74"
"s191","relevance_social","3_relevance_social","57"
"s192","relevance_social","3_relevance_social","60"
"s193","relevance_social","3_relevance_social","23"
"s195","relevance_social","3_relevance_social","86"
"s199","relevance_social","3_relevance_social","42"
"s201","relevance_social","3_relevance_social","87"
"s202","relevance_social","3_relevance_social","49"
"s203","relevance_social","3_relevance_social","73"
"s204","relevance_social","3_relevance_social","60"
"s205","relevance_social","3_relevance_social","62"
"s206","relevance_social","3_relevance_social","72"
"s208","relevance_social","3_relevance_social","100"
"s210","relevance_social","3_relevance_social","60"
"s211","relevance_social","3_relevance_social","91"
"s213","relevance_social","3_relevance_social","90"
"s214","relevance_social","3_relevance_social","58"
"s215","relevance_social","3_relevance_social","74"
"s216","relevance_social","3_relevance_social","0"
"s217","relevance_social","3_relevance_social","53"
"s218","relevance_social","3_relevance_social","79"
"s219","relevance_social","3_relevance_social","25"
"s220","relevance_social","3_relevance_social","51"
"s222","relevance_social","3_relevance_social","55"
"s223","relevance_social","3_relevance_social","86"
"s224","relevance_social","3_relevance_social","65"
"s225","relevance_social","3_relevance_social","87"
"s226","relevance_social","3_relevance_social","60"
"s227","relevance_social","3_relevance_social","32"
"s229","relevance_social","3_relevance_social","62"
"s230","relevance_social","3_relevance_social","42"
"s231","relevance_social","3_relevance_social","9"
"s232","relevance_social","3_relevance_social","50"
"s233","relevance_social","3_relevance_social","5"
"s234","relevance_social","3_relevance_social","74"
"s236","relevance_social","3_relevance_social","67"
"s238","relevance_social","3_relevance_social","0"
"s239","relevance_social","3_relevance_social","81"
"s242","relevance_social","3_relevance_social","84"
"s243","relevance_social","3_relevance_social","87"
"s244","relevance_social","3_relevance_social","76"
"s245","relevance_social","3_relevance_social","76"
"s246","relevance_social","3_relevance_social","70"
"s247","relevance_social","3_relevance_social","36"
"s249","relevance_social","3_relevance_social","89"
"s250","relevance_social","3_relevance_social","19"
"s251","relevance_social","3_relevance_social","81"
"s252","relevance_social","3_relevance_social","77"
"s254","relevance_social","3_relevance_social","61"
"s255","relevance_social","3_relevance_social","90"
"s256","relevance_social","3_relevance_social","85"
"s257","relevance_social","3_relevance_social","78"
"s259","relevance_social","3_relevance_social","71"
"s264","relevance_social","3_relevance_social","100"
"s265","relevance_social","3_relevance_social","64"
"s266","relevance_social","3_relevance_social","74"
"s267","relevance_social","3_relevance_social","70"
"s268","relevance_social","3_relevance_social","65"
"s269","relevance_social","3_relevance_social","62"
"s270","relevance_social","3_relevance_social","68"
"s271","relevance_social","3_relevance_social","92"
"s272","relevance_social","3_relevance_social","100"
"s273","relevance_social","3_relevance_social","77"
"s274","relevance_social","3_relevance_social","72"
"s275","relevance_social","3_relevance_social","49"
"s276","relevance_social","3_relevance_social","0"
"s278","relevance_social","3_relevance_social","78"
"s279","relevance_social","3_relevance_social","61"
"s281","relevance_social","3_relevance_social","70"
"s283","relevance_social","3_relevance_social","89"
"s284","relevance_social","3_relevance_social","7"
"s285","relevance_social","3_relevance_social","59"
"s287","relevance_social","3_relevance_social","100"
"s289","relevance_social","3_relevance_social","36"
"s290","relevance_social","3_relevance_social","20"
"s292","relevance_social","3_relevance_social","64"
"s293","relevance_social","3_relevance_social","90"
"s294","relevance_social","3_relevance_social","0"
"s295","relevance_social","3_relevance_social","88"
"s297","relevance_social","3_relevance_social","94"
"s298","relevance_social","3_relevance_social","73"
"s299","relevance_social","3_relevance_social","34"
"s300","relevance_social","3_relevance_social","100"
"s301","relevance_social","3_relevance_social","70"
"s302","relevance_social","3_relevance_social","71"
"s304","relevance_social","3_relevance_social","1"
"s305","relevance_social","3_relevance_social","50"
"s306","relevance_social","3_relevance_social","18"
"s307","relevance_social","3_relevance_social","51"
"s309","relevance_social","3_relevance_social","13"
"s310","relevance_social","3_relevance_social","51"
"s311","relevance_social","3_relevance_social","34"
"s313","relevance_social","3_relevance_social","58"
"s314","relevance_social","3_relevance_social","2"
"s315","relevance_social","3_relevance_social","0"
"s316","relevance_social","3_relevance_social","50"
"s318","relevance_social","3_relevance_social","48"
"s319","relevance_social","3_relevance_social","100"
"s320","relevance_social","3_relevance_social","1"
"s321","relevance_social","3_relevance_social","74"
"s322","relevance_social","3_relevance_social","81"
"s323","relevance_social","3_relevance_social","81"
"s324","relevance_social","3_relevance_social","65"
"s325","relevance_social","3_relevance_social","86"
"s326","relevance_social","3_relevance_social","20"
"s327","relevance_social","3_relevance_social","27"
"s329","relevance_social","3_relevance_social","4"
"s330","relevance_social","3_relevance_social","62"
"s331","relevance_social","3_relevance_social","31"
"s332","relevance_social","3_relevance_social","0"
"s333","relevance_social","3_relevance_social","100"
"s334","relevance_social","3_relevance_social","58"
"s336","relevance_social","3_relevance_social","68"
"s337","relevance_social","3_relevance_social","71"
"s338","relevance_social","3_relevance_social","37"
"s341","relevance_social","3_relevance_social","63"
"s343","relevance_social","3_relevance_social","64"
"s344","relevance_social","3_relevance_social","28"
"s345","relevance_social","3_relevance_social","97"
"s346","relevance_social","3_relevance_social","37"
"s347","relevance_social","3_relevance_social","58"
"s348","relevance_social","3_relevance_social","65"
"s350","relevance_social","3_relevance_social","7"
"s351","relevance_social","3_relevance_social","91"
"s352","relevance_social","3_relevance_social","49"
"s353","relevance_social","3_relevance_social","100"
"s354","relevance_social","3_relevance_social","50"
"s356","relevance_social","3_relevance_social","99"
"s358","relevance_social","3_relevance_social","19"
"s360","relevance_social","3_relevance_social","61"
"s361","relevance_social","3_relevance_social","60"
"s363","relevance_social","3_relevance_social","62"
"s364","relevance_social","3_relevance_social","82"
"s365","relevance_social","3_relevance_social","15"
"s366","relevance_social","3_relevance_social","62"
"s368","relevance_social","3_relevance_social","1"
"s369","relevance_social","3_relevance_social","100"
"s370","relevance_social","3_relevance_social","86"
"s371","relevance_social","3_relevance_social","100"
"s372","relevance_social","3_relevance_social","100"
"s373","relevance_social","3_relevance_social","62"
"s374","relevance_social","3_relevance_social","56"
"s375","relevance_social","3_relevance_social","12"
"s376","relevance_social","3_relevance_social","3"
"s377","relevance_social","3_relevance_social","70"
"s378","relevance_social","3_relevance_social","78"
"s380","relevance_social","3_relevance_social","75"
"s381","relevance_social","3_relevance_social","43"
"s382","relevance_social","3_relevance_social","89"
"s383","relevance_social","3_relevance_social","51"
"s384","relevance_social","3_relevance_social","63"
"s385","relevance_social","3_relevance_social","100"
"s386","relevance_social","3_relevance_social","100"
"s387","relevance_social","3_relevance_social","55"
"s389","relevance_social","3_relevance_social","83"
