"study","group","SID","item","content","trial","sharing_type","msg_share","msg_rel_self","msg_rel_social","msg_rel_self_between","msg_rel_social_between","msg_rel_self_within","msg_rel_social_within"
"study 4","none","study 4_s056","study 4_7","health",1,0,0,4.7,6.6,-0.226107635830482,-0.533364260485887,0.365102602756153,0.807657760780235
"study 4","none","study 4_s057","study 4_7","health",1,0,0.2,0.7,3.2,0.149124920790627,-0.541090954827475,-1.33870954343923,-0.801719100774498
"study 4","none","study 4_s058","study 4_7","health",1,0,1,1.7,5.3,-0.918347007528043,0.0461378151332244,-0.23438685609037,-0.255362380246692
"study 4","none","study 4_s093","study 4_7","health",1,0,0,0.3,1.2,-1.95994082849353,-2.4186776798334,-0.0135223186205983,-0.308810320298325
"study 4","none","study 4_s110","study 4_7","health",2,0,8.1,6.4,6.3,1.02251104396045,0.455652615237396,0.108178548964786,-0.0950185600917925
"study 4","none","study 4_s022","study 4_8","health",1,0,2.5,1.7,4.8,-1.21594524208961,-1.91644254763017,-0.0270446372411965,1.01551086098103
"study 4","none","study 4_s023","study 4_8","health",1,0,1.1,1.8,2.3,-1.19653666157473,-1.46056758147647,-0.0045074395401994,-0.522602080504858
"study 4","none","study 4_s054","study 4_8","health",2,0,0,0,0.4,-1.06067659797053,-1.50692774752599,-0.748234963673103,-1.38964644134246
"study 4","none","study 4_s058","study 4_8","health",2,0,0,0,3.1,-0.918347007528043,0.0461378151332244,-0.84739863355749,-1.30056654125641
"study 4","none","study 4_s059","study 4_8","health",1,0,5.5,7.4,8.4,-0.60134019245159,-0.293836735896654,1.60014103677079,1.47872634142852
"study 4","none","study 4_s060","study 4_8","health",1,0,0,0.5,1.9,-0.976572749072698,-0.293836735896655,-0.626534096087719,-1.60937686155473
"study 4","none","study 4_s075","study 4_8","health",3,0,6.7,5.6,5.7,1.28129211749225,0.73381361153457,-0.360595163215953,-0.593866000573702
"study 4","none","study 4_s081","study 4_8","health",2,0,0,1,3.2,-1.00245085642588,-0.826978645466237,-0.428206756318944,-0.581988680562228
"study 4","none","study 4_s094","study 4_8","health",1,0,5.8,1.7,5.7,-0.957164168557813,0.386112366163103,-0.207342218849173,-0.326626300315536
"study 4","none","study 4_s095","study 4_8","health",1,0,6.5,5,7.2,0.744321389913764,-0.301563430238242,-0.202834779308974,0.914553640883502
"study 4","none","study 4_s122","study 4_8","health",1,0,1,6.2,5.4,1.00957199028386,0.0615912038164004,0.0450743954019941,-0.21973042021227
"study 4","none","study 4_s011","study 4_9","health",2,0,0,6.1,5.9,-0.355498172596381,-0.850158728491001,0.960084622062475,0.71857786069418
"study 4","none","study 4_s024","study 4_9","health",1,0,0,1.2,5.9,-1.19653666157473,-1.1746798908377,-0.220864537469771,0.968001580935135
"study 4","none","study 4_s040","study 4_9","health",4,0,10,10,10,0.433784101675605,1.02742799651492,1.81649813470036,1.22336396118183
"study 4","none","study 4_s045","study 4_9","health",3,0,3.5,2,6.4,0.964285302415792,0.56382633601963,-1.43787321332361,-0.130650520126214
"study 4","none","study 4_s059","study 4_9","health",2,0,0,1.9,8.5,-0.60134019245159,-0.293836735896654,-0.38313236091695,1.52623562147441
"study 4","none","study 4_s061","study 4_9","health",1,0,3.5,4.2,3.7,0.5696441652798,1.01970130217333,-0.369610042296352,-1.7637820217039
"study 4","none","study 4_s074","study 4_9","health",3,0,4.9,5.7,8.5,0.673156594692519,0.502012781286925,0.0991636698843873,0.914553640883502
"study 4","none","study 4_s087","study 4_9","health",2,0,0.8,1.7,4.6,-0.426662967817626,-1.49147435884282,-0.576952261145525,0.593866000573702
"study 4","none","study 4_s115","study 4_9","health",2,0,8.6,10,8.9,1.54654271786234,0.94243435875745,1.04121853378606,0.766087140740076
"study 4","none","study 4_s118","study 4_9","health",2,0,3.3,5.6,5.6,-0.116125679579467,-0.432917234045241,0.61301177746712,0.255362380246692
"study 4","none","study 4_s123","study 4_9","health",1,0,6.8,5,4.3,1.62417703992188,0.641093279435512,-0.815846556776094,-1.1877320011474
"study 4","none","study 4_s024","study 4_10","health",2,0,0,0,0,-1.19653666157473,-1.1746798908377,-0.653578733328915,-1.83504594177274
"study 4","none","study 4_s025","study 4_10","health",1,0,0,0,0.5,-1.72703786231491,-2.45731115154134,-0.283968691032563,-0.611681980590913
"study 4","none","study 4_s052","study 4_10","health",2,0,7.2,8.2,9.7,1.79885426455584,1.59920337779244,0.216357097929572,0.641375280619598
"study 4","none","study 4_s074","study 4_10","health",4,0,6.8,3,6.3,0.673156594692519,0.502012781286925,-0.874443270798686,-0.130650520126215
"study 4","none","study 4_s087","study 4_10","health",3,0,5.6,4.4,5.7,-0.426662967817626,-1.49147435884282,0.396654679537549,1.11646808107856
"study 4","none","study 4_s095","study 4_10","health",2,0,6.1,6,6.9,0.744321389913764,-0.301563430238242,0.15776038390698,0.772025800745813
"study 4","none","study 4_s124","study 4_10","health",1,0,0.9,0,2.7,-1.1059632858386,-1.22876675122882,-0.716682886891707,-0.510724760493384
"study 4","none","study 4_s125","study 4_10","health",1,0,4.1,7.1,7.8,-0.769547890247259,-0.548817649169064,1.60915591585119,1.38964644134246
"study 4","none","study 4_s012","study 4_11","health",3,0,6.6,5,6.4,0.925468141386023,1.00424791349016,-0.329043086434557,-0.469154140453225
"study 4","none","study 4_s026","study 4_11","health",1,0,0,0.9,4.1,-0.911877480689748,0.849714026658392,-0.527370426203332,-1.4430943813941
"study 4","none","study 4_s062","study 4_11","health",1,0,0,0,1.4,-1.95994082849353,-2.07870312880352,-0.121700867585384,-0.475092800458962
"study 4","none","study 4_s072","study 4_11","health",2,0,0.2,0.3,0.4,-1.20300618841302,-1.02014600400594,-0.54089274482393,-1.7637820217039
"study 4","none","study 4_s074","study 4_11","health",5,0,1.7,2.6,3.6,0.673156594692519,0.502012781286925,-1.01868133608507,-1.41340108136541
"study 4","none","study 4_s082","study 4_11","health",2,0,6.3,5.8,6,0.00679533034813736,-0.0234024339410694,0.599489458846522,0.130650520126215
"study 4","none","study 4_s092","study 4_11","health",2,0,8.6,9.2,9.8,1.41068265425814,1.39058263056956,0.84739863355749,0.849228380820394
"study 4","none","study 4_s094","study 4_11","health",2,0,0.8,0.8,3.8,-0.957164168557813,0.386112366163103,-0.531877865743531,-1.22930262118756
"study 4","none","study 4_s126","study 4_11","health",1,0,0,0,1.3,0.511418423735145,0.192945007623399,-1.84354277194156,-2.26856812219154
"study 4","none","study 4_s127","study 4_11","health",1,0,2.1,3.8,4.4,-0.148473313770942,-0.487004094436359,-0.0135223186205983,-0.273178360263903
"study 4","none","study 4_s006","study 4_12","health",2,0,0,0,4.9,-2.1346180531275,-0.626084592584945,0,0.0712639200688445
"study 4","none","study 4_s007","study 4_12","health",2,0,0,0.3,2.5,-0.808365051277029,-0.942879060590059,-0.815846556776094,-0.825473740797446
"study 4","none","study 4_s008","study 4_12","health",2,0,0,0,0,-1.33886625201722,-2.18687684958575,-0.554415063444528,-1.05708148102119
"study 4","none","study 4_s017","study 4_12","health",2,0,0,0,0.2,-0.148473313770942,-1.31376038898629,-1.38378393884122,-1.63313150157768
"study 4","none","study 4_s027","study 4_12","health",1,0,0,6.9,2.5,-0.54958397774523,-1.34466716635264,1.38378393884122,-0.516663420499121
"study 4","none","study 4_s050","study 4_12","health",2,0,0,0,4.5,0.259106877041641,-0.0929426830153627,-1.66775262987378,-0.528540740510595
"study 4","none","study 4_s053","study 4_12","health",3,0,9.1,3.1,8.9,-0.931286061204633,0.718360222851393,0.279461251492364,0.93830828090645
"study 4","none","study 4_s054","study 4_12","health",3,0,0,0,0.6,-1.06067659797053,-1.50692774752599,-0.748234963673103,-1.29462788125067
"study 4","none","study 4_s055","study 4_12","health",2,0,0.6,0.1,5,0.252637350203346,-0.131576154723303,-1.62718567401199,-0.261301040252429
"study 4","none","study 4_s060","study 4_12","health",2,0,0.7,3.3,7.3,-0.976572749072698,-0.293836735896655,0.38313236091695,0.956124260923661
"study 4","none","study 4_s088","study 4_12","health",2,0,5.5,6.2,5.1,0.252637350203346,0.455652615237396,0.572444821605326,-0.665129920642547
"study 4","none","study 4_s093","study 4_12","health",2,0,0,0.2,3.7,-1.95994082849353,-2.4186776798334,-0.0495818349421936,0.87892168084908
"study 4","none","study 4_s112","study 4_12","health",2,0,0,0,4.9,0.110307759760857,1.05060807953968,-1.5640815204492,-1.21742530117609
"study 4","none","study 4_s127","study 4_12","health",2,0,1.1,2.5,5.8,-0.148473313770942,-0.487004094436359,-0.482296030801337,0.391951560378644
"study 4","none","study 4_s128","study 4_12","health",1,0,5.8,4.9,6.2,0.284984984394821,0.0847712868411652,0.0811339117235897,0.142527840137688
"study 4","none","study 4_s129","study 4_12","health",1,0,5.7,4.1,7.1,-0.0773085185496973,0.332025505771986,0.045074395401994,0.380074240367169
"study 4","none","study 4_s007","study 4_13","health",3,0,2.2,1.1,4.7,-0.808365051277029,-0.942879060590059,-0.527370426203332,0.21973042021227
"study 4","none","study 4_s015","study 4_13","health",3,0,0,0,10,-0.56252303142182,0.672000056801865,-1.09530780826846,1.49654232144573
"study 4","none","study 4_s024","study 4_13","health",3,0,0,1.6,4.6,-1.19653666157473,-1.1746798908377,-0.07662647218339,0.350380940338484
"study 4","none","study 4_s063","study 4_13","health",1,0,6.7,6.2,7.5,1.210127322271,0.594733113385983,-0.0946562303441878,0.368196920355696
"study 4","none","study 4_s083","study 4_13","health",4,0,0,0,7.7,-0.678974514511129,0.239305173672928,-1.01417389654487,0.736393840711391
"study 4","none","study 4_s089","study 4_13","health",2,0,8.5,5.7,9.2,0.155594447628921,0.56382633601963,0.45975883310034,1.19960932115888
"study 4","none","study 4_s096","study 4_13","health",1,0,0,0,2.5,-0.808365051277029,-0.996965920981176,-0.92402510574088,-0.783903120757287
"study 4","none","study 4_s111","study 4_13","health",3,0,6.5,0,5.6,-0.633687826643065,-0.0929426830153627,-1.04572597332626,-0.00593866000573711
"study 4","none","study 4_s113","study 4_13","health",2,0,3.3,5.4,4.1,0.0520820182162019,-1.02014600400594,0.423699316778745,-0.00593866000573711
"study 4","none","study 4_s116","study 4_13","health",2,0,4.5,8.9,9.3,0.543766057926619,0.6488199737771,1.34321698297943,1.18179334114167
"study 4","none","study 4_s122","study 4_13","health",2,0,3.5,7.7,7.8,1.00957199028386,0.0615912038164004,0.585967140225924,0.920492300889239
"study 4","none","study 4_s130","study 4_13","health",1,0,1.1,2.7,5.5,-0.840712685468504,-0.680171452976062,0.0721190326431907,0.397890220384381
"study 4","none","study 4_s003","study 4_14","health",2,0,9.4,9.4,9.4,1.96059243551322,1.07378816256445,0.53638530528373,0.902676320872028
"study 4","none","study 4_s013","study 4_14","health",2,0,8.5,7.2,7.8,0.50494889689685,0.617913196410748,0.757249842753502,0.492908780476173
"study 4","none","study 4_s019","study 4_14","health",2,0,0,0,2.6,0.498479370058555,-0.193389709456008,-1.83452789286116,-1.35401448130804
"study 4","none","study 4_s056","study 4_14","health",2,0,0,1.6,2.8,-0.226107635830482,-0.533364260485887,-0.752742403213302,-0.99769488096382
"study 4","none","study 4_s078","study 4_14","health",2,0,2.4,0.6,5.1,-0.239046689507071,-0.402010456678889,-1.10432268734886,-0.00593866000573711
"study 4","none","study 4_s082","study 4_14","health",3,0,8.6,5.5,5.5,0.00679533034813736,-0.0234024339410694,0.491310909881736,-0.106895880103266
"study 4","none","study 4_s129","study 4_14","health",2,0,4.5,7.6,5.8,-0.0773085185496973,0.332025505771986,1.30715746665783,-0.237546400229481
"study 4","none","study 4_s131","study 4_14","health",1,0,0.3,0.4,4.4,-1.11243281267689,-0.695624841659238,-0.567937382065126,-0.112834540109003
"study 4","none","study 4_s132","study 4_14","health",1,0,3.7,6.1,4.9,0.744321389913764,0.100224675524341,0.193819900228575,-0.486970120470436
"study 4","none","study 4_s011","study 4_15","health",3,0,0,0,4.4,-0.355498172596381,-0.850158728491001,-1.23954587355484,0.00593866000573711
"study 4","none","study 4_s015","study 4_15","health",4,0,4,8.8,5.7,-0.56252303142182,0.672000056801865,2.07792962803193,-0.546356720527806
"study 4","none","study 4_s016","study 4_15","health",2,0,2.4,1.5,6.9,-0.0967170990645822,0.587006419044395,-0.878950710338886,0.0890799000860553
"study 4","none","study 4_s023","study 4_15","health",2,0,1.7,1.8,5,-1.19653666157473,-1.46056758147647,-0.0045074395401994,0.760148480734339
"study 4","none","study 4_s028","study 4_15","health",1,0,1.3,2.2,3.8,-0.142003786932647,-0.131576154723303,-0.594982019306323,-0.831412400803183
"study 4","none","study 4_s029","study 4_15","health",1,0,2.3,1.6,5.2,0.0132648571864324,0.293392034064045,-0.919517666200681,-0.492908780476173
"study 4","none","study 4_s041","study 4_15","health",2,0,0.5,0.6,2.9,1.19718826859441,1.15878180032192,-2.10497426527313,-2.25075214217433
"study 4","none","study 4_s064","study 4_15","health",1,0,0,0,4.2,-1.80467218437445,-1.244220139912,-0.22987941655017,0.213791760206533
"study 4","none","study 4_s072","study 4_15","health",3,0,0,0,0,-1.20300618841302,-1.02014600400594,-0.649071293788716,-1.95381914188748
"study 4","none","study 4_s074","study 4_15","health",6,0,1.2,2.2,5.1,0.673156594692519,0.502012781286925,-1.16291940137145,-0.700761880676969
"study 4","none","study 4_s097","study 4_15","health",1,0,2.4,0,7.3,0.563174638441505,1.65329023818356,-1.87960228826316,-0.540418060522069
"study 4","none","study 4_s114","study 4_15","health",3,0,5.1,7.1,7,0.821955711973303,0.633366585093924,0.500325788962135,0.10095722009753
"study 4","none","study 4_s125","study 4_15","health",2,0,0,0,0.7,-0.769547890247259,-0.548817649169064,-0.951069742982077,-1.98351244191617
"study 4","none","study 4_s015","study 4_16","health",5,0,0,0,6.1,-0.56252303142182,0.672000056801865,-1.09530780826846,-0.356319600344222
"study 4","none","study 4_s020","study 4_16","health",2,0,0.8,1.3,6.5,-0.323150538404906,0.672000056801865,-0.793309359075097,-0.166282480160637
"study 4","none","study 4_s027","study 4_16","health",2,0,0,0,6.1,-0.54958397774523,-1.34466716635264,-1.10432268734886,1.19367066115314
"study 4","none","study 4_s030","study 4_16","health",1,0,3.9,0.9,5.5,-0.556053504583525,0.208398396306575,-0.775279600914299,-0.285055680275377
