"study","group","SID","item","content","trial","sharing_type","msg_share","msg_rel_self","msg_rel_social","msg_rel_self_between","msg_rel_social_between","msg_rel_self_within","msg_rel_social_within"
"study 1","mocking","humor_s0008","study 1_mocking_8","covid",3,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","mocking","humor_s0008","study 1_mocking_12","covid",4,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","mocking","humor_s0008","study 1_mocking_17","covid",5,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","non-mocking","humor_s0009","study 1_non-mocking_4","covid",1,0,5,4,6,-0.337211075686081,-0.0769688139172751,-1.08746306532867,0.486457644975914
"study 1","non-mocking","humor_s0009","study 1_non-mocking_7","covid",2,0,6,4,4,-0.337211075686081,-0.0769688139172751,-1.08746306532867,-1.94583057990365
"study 1","non-mocking","humor_s0009","study 1_non-mocking_8","covid",3,0,5,7,6,-0.337211075686081,-0.0769688139172751,2.17492613065734,0.486457644975914
"study 1","non-mocking","humor_s0009","study 1_non-mocking_12","covid",4,0,5,6,6,-0.337211075686081,-0.0769688139172751,1.08746306532867,0.486457644975914
"study 1","non-mocking","humor_s0009","study 1_non-mocking_17","covid",5,0,5,4,6,-0.337211075686081,-0.0769688139172751,-1.08746306532867,0.486457644975914
"study 1","control","humor_s0010","study 1_control_4","covid",1,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0010","study 1_control_7","covid",2,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0010","study 1_control_8","covid",3,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0010","study 1_control_12","covid",4,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0010","study 1_control_17","covid",5,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","non-mocking","humor_s0011","study 1_non-mocking_4","covid",1,0,4,4,3,-0.176034430927959,-0.6265490334585,-1.3049556783944,-2.43228822487957
"study 1","non-mocking","humor_s0011","study 1_non-mocking_7","covid",2,0,5,6,6,-0.176034430927959,-0.6265490334585,0.869970452262935,1.21614411243978
"study 1","non-mocking","humor_s0011","study 1_non-mocking_8","covid",3,0,5,5,5,-0.176034430927959,-0.6265490334585,-0.217492613065734,0
"study 1","non-mocking","humor_s0011","study 1_non-mocking_12","covid",4,0,5,6,6,-0.176034430927959,-0.6265490334585,0.869970452262935,1.21614411243978
"study 1","non-mocking","humor_s0011","study 1_non-mocking_17","covid",5,0,5,5,5,-0.176034430927959,-0.6265490334585,-0.217492613065734,0
"study 1","mocking","humor_s0012","study 1_mocking_4","covid",1,0,6,3,7,-0.0148577861698377,1.20538503167892,-2.60991135678881,0
"study 1","mocking","humor_s0012","study 1_mocking_7","covid",2,0,7,7,7,-0.0148577861698377,1.20538503167892,1.73994090452587,0
"study 1","mocking","humor_s0012","study 1_mocking_8","covid",3,0,7,7,7,-0.0148577861698377,1.20538503167892,1.73994090452587,0
"study 1","mocking","humor_s0012","study 1_mocking_12","covid",4,0,7,7,7,-0.0148577861698377,1.20538503167892,1.73994090452587,0
"study 1","mocking","humor_s0012","study 1_mocking_17","covid",5,0,6,3,7,-0.0148577861698377,1.20538503167892,-2.60991135678881,0
"study 1","mocking","humor_s0013","study 1_mocking_4","covid",1,0,6,5,5,0.307495503346405,0.289417999110209,-0.869970452262935,-1.21614411243978
"study 1","mocking","humor_s0013","study 1_mocking_7","covid",2,0,7,7,7,0.307495503346405,0.289417999110209,1.3049556783944,1.21614411243978
"study 1","mocking","humor_s0013","study 1_mocking_8","covid",3,0,6,6,6,0.307495503346405,0.289417999110209,0.217492613065734,0
"study 1","mocking","humor_s0013","study 1_mocking_12","covid",4,0,6,5,6,0.307495503346405,0.289417999110209,-0.869970452262935,0
"study 1","mocking","humor_s0013","study 1_mocking_17","covid",5,0,6,6,6,0.307495503346405,0.289417999110209,0.217492613065734,0
"study 1","control","humor_s0014","study 1_control_4","covid",1,0,6,5,6,-0.337211075686081,-0.443355626944758,0,0.972915289951826
"study 1","control","humor_s0014","study 1_control_7","covid",2,0,6,5,5,-0.337211075686081,-0.443355626944758,0,-0.243228822487957
"study 1","control","humor_s0014","study 1_control_8","covid",3,0,7,6,6,-0.337211075686081,-0.443355626944758,1.08746306532867,0.972915289951826
"study 1","control","humor_s0014","study 1_control_12","covid",4,0,5,3,3,-0.337211075686081,-0.443355626944758,-2.17492613065734,-2.67551704736752
"study 1","control","humor_s0014","study 1_control_17","covid",5,0,5,6,6,-0.337211075686081,-0.443355626944758,1.08746306532867,0.972915289951826
"study 1","mocking","humor_s0015","study 1_mocking_4","covid",1,0,7,6,6,0.629848792862649,1.02219162516518,-0.217492613065734,-0.972915289951826
"study 1","mocking","humor_s0015","study 1_mocking_7","covid",2,0,7,6,7,0.629848792862649,1.02219162516518,-0.217492613065734,0.243228822487957
"study 1","mocking","humor_s0015","study 1_mocking_8","covid",3,0,7,7,7,0.629848792862649,1.02219162516518,0.869970452262935,0.243228822487957
"study 1","mocking","humor_s0015","study 1_mocking_12","covid",4,0,7,5,7,0.629848792862649,1.02219162516518,-1.3049556783944,0.243228822487957
"study 1","mocking","humor_s0015","study 1_mocking_17","covid",5,0,7,7,7,0.629848792862649,1.02219162516518,0.869970452262935,0.243228822487957
"study 1","non-mocking","humor_s0016","study 1_non-mocking_4","covid",1,0,3,2,6,-0.498387720444203,0.289417999110209,-3.04489658292027,0
"study 1","non-mocking","humor_s0016","study 1_non-mocking_7","covid",2,0,6,6,5,-0.498387720444203,0.289417999110209,1.3049556783944,-1.21614411243978
"study 1","non-mocking","humor_s0016","study 1_non-mocking_8","covid",3,0,2,3,6,-0.498387720444203,0.289417999110209,-1.9574335175916,0
"study 1","non-mocking","humor_s0016","study 1_non-mocking_12","covid",4,0,7,7,7,-0.498387720444203,0.289417999110209,2.39241874372307,1.21614411243978
"study 1","non-mocking","humor_s0016","study 1_non-mocking_17","covid",5,0,2,6,6,-0.498387720444203,0.289417999110209,1.3049556783944,0
"study 1","control","humor_s0017","study 1_control_4","covid",1,0,3,4,4,0.146318858588283,-0.0769688139172751,-1.73994090452587,-1.94583057990365
"study 1","control","humor_s0017","study 1_control_7","covid",2,0,4,6,6,0.146318858588283,-0.0769688139172751,0.434985226131468,0.486457644975914
"study 1","control","humor_s0017","study 1_control_8","covid",3,0,4,6,6,0.146318858588283,-0.0769688139172751,0.434985226131468,0.486457644975914
"study 1","control","humor_s0017","study 1_control_12","covid",4,0,4,6,6,0.146318858588283,-0.0769688139172751,0.434985226131468,0.486457644975914
"study 1","control","humor_s0017","study 1_control_17","covid",5,0,6,6,6,0.146318858588283,-0.0769688139172751,0.434985226131468,0.486457644975914
"study 1","mocking","humor_s0018","study 1_mocking_4","covid",1,0,3,2,2,-0.981917654718568,-1.35932265951347,-2.39241874372307,-2.67551704736752
"study 1","mocking","humor_s0018","study 1_mocking_7","covid",2,0,3,6,6,-0.981917654718568,-1.35932265951347,1.9574335175916,2.18905940239161
"study 1","mocking","humor_s0018","study 1_mocking_8","covid",3,0,5,5,5,-0.981917654718568,-1.35932265951347,0.869970452262935,0.972915289951826
"study 1","mocking","humor_s0018","study 1_mocking_12","covid",4,0,3,5,5,-0.981917654718568,-1.35932265951347,0.869970452262935,0.972915289951826
"study 1","mocking","humor_s0018","study 1_mocking_17","covid",5,0,4,3,3,-0.981917654718568,-1.35932265951347,-1.3049556783944,-1.45937293492774
"study 1","non-mocking","humor_s0019","study 1_non-mocking_4","covid",1,0,6,5,7,0.468672148104527,1.02219162516518,-1.08746306532867,0.243228822487957
"study 1","non-mocking","humor_s0019","study 1_non-mocking_7","covid",2,0,7,7,7,0.468672148104527,1.02219162516518,1.08746306532867,0.243228822487957
"study 1","non-mocking","humor_s0019","study 1_non-mocking_8","covid",3,0,5,4,7,0.468672148104527,1.02219162516518,-2.17492613065734,0.243228822487957
"study 1","non-mocking","humor_s0019","study 1_non-mocking_12","covid",4,0,7,7,7,0.468672148104527,1.02219162516518,1.08746306532867,0.243228822487957
"study 1","non-mocking","humor_s0019","study 1_non-mocking_17","covid",5,0,7,7,6,0.468672148104527,1.02219162516518,1.08746306532867,-0.972915289951826
"study 1","non-mocking","humor_s0020","study 1_non-mocking_4","covid",1,0,7,6,6,-0.337211075686081,-0.809742439972242,1.08746306532867,1.45937293492774
"study 1","non-mocking","humor_s0020","study 1_non-mocking_7","covid",2,0,1,4,4,-0.337211075686081,-0.809742439972242,-1.08746306532867,-0.972915289951826
"study 1","non-mocking","humor_s0020","study 1_non-mocking_8","covid",3,0,1,5,5,-0.337211075686081,-0.809742439972242,0,0.243228822487957
"study 1","non-mocking","humor_s0020","study 1_non-mocking_12","covid",4,0,1,4,4,-0.337211075686081,-0.809742439972242,-1.08746306532867,-0.972915289951826
"study 1","non-mocking","humor_s0020","study 1_non-mocking_17","covid",5,0,4,6,5,-0.337211075686081,-0.809742439972242,1.08746306532867,0.243228822487957
"study 1","control","humor_s0021","study 1_control_4","covid",1,0,2,2,2,-0.498387720444203,-0.809742439972242,-3.04489658292027,-3.40520351483139
"study 1","control","humor_s0021","study 1_control_7","covid",2,0,5,5,5,-0.498387720444203,-0.809742439972242,0.217492613065734,0.243228822487957
"study 1","control","humor_s0021","study 1_control_8","covid",3,0,5,5,5,-0.498387720444203,-0.809742439972242,0.217492613065734,0.243228822487957
"study 1","control","humor_s0021","study 1_control_12","covid",4,0,2,5,5,-0.498387720444203,-0.809742439972242,0.217492613065734,0.243228822487957
"study 1","control","humor_s0021","study 1_control_17","covid",5,0,7,7,7,-0.498387720444203,-0.809742439972242,2.39241874372307,2.67551704736752
"study 1","control","humor_s0022","study 1_control_4","covid",1,0,5,5,4,0.146318858588283,-0.0769688139172751,-0.652477839197201,-1.94583057990365
"study 1","control","humor_s0022","study 1_control_7","covid",2,0,5,6,7,0.146318858588283,-0.0769688139172751,0.434985226131468,1.7026017574157
"study 1","control","humor_s0022","study 1_control_8","covid",3,0,6,6,6,0.146318858588283,-0.0769688139172751,0.434985226131468,0.486457644975914
"study 1","control","humor_s0022","study 1_control_12","covid",4,0,3,5,5,0.146318858588283,-0.0769688139172751,-0.652477839197201,-0.72968646746387
"study 1","control","humor_s0022","study 1_control_17","covid",5,0,5,6,6,0.146318858588283,-0.0769688139172751,0.434985226131468,0.486457644975914
"study 1","control","humor_s0023","study 1_control_4","covid",1,0,4,4,3,-1.46544758899293,-2.09209628556843,0.434985226131467,-0.486457644975913
"study 1","control","humor_s0023","study 1_control_7","covid",2,0,5,3,4,-1.46544758899293,-2.09209628556843,-0.652477839197201,0.72968646746387
"study 1","control","humor_s0023","study 1_control_8","covid",3,0,4,4,3,-1.46544758899293,-2.09209628556843,0.434985226131467,-0.486457644975913
"study 1","control","humor_s0023","study 1_control_12","covid",4,0,5,3,4,-1.46544758899293,-2.09209628556843,-0.652477839197201,0.72968646746387
"study 1","control","humor_s0023","study 1_control_17","covid",5,0,4,4,3,-1.46544758899293,-2.09209628556843,0.434985226131467,-0.486457644975913
"study 1","control","humor_s0024","study 1_control_4","covid",1,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0024","study 1_control_7","covid",2,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0024","study 1_control_8","covid",3,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0024","study 1_control_12","covid",4,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0024","study 1_control_17","covid",5,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","non-mocking","humor_s0025","study 1_non-mocking_4","covid",1,0,6,6,6,0.629848792862649,0.655804812137692,-0.217492613065734,-0.486457644975914
"study 1","non-mocking","humor_s0025","study 1_non-mocking_7","covid",2,0,7,7,7,0.629848792862649,0.655804812137692,0.869970452262935,0.72968646746387
"study 1","non-mocking","humor_s0025","study 1_non-mocking_8","covid",3,0,6,6,6,0.629848792862649,0.655804812137692,-0.217492613065734,-0.486457644975914
"study 1","non-mocking","humor_s0025","study 1_non-mocking_12","covid",4,0,6,6,6,0.629848792862649,0.655804812137692,-0.217492613065734,-0.486457644975914
"study 1","non-mocking","humor_s0025","study 1_non-mocking_17","covid",5,0,7,6,7,0.629848792862649,0.655804812137692,-0.217492613065734,0.72968646746387
"study 1","mocking","humor_s0026","study 1_mocking_4","covid",1,0,6,5,4,0.468672148104527,-0.992935846485984,-1.08746306532867,-0.72968646746387
"study 1","mocking","humor_s0026","study 1_mocking_7","covid",2,0,6,6,5,0.468672148104527,-0.992935846485984,0,0.486457644975914
"study 1","mocking","humor_s0026","study 1_mocking_8","covid",3,0,6,6,4,0.468672148104527,-0.992935846485984,0,-0.72968646746387
"study 1","mocking","humor_s0026","study 1_mocking_12","covid",4,0,6,6,5,0.468672148104527,-0.992935846485984,0,0.486457644975914
"study 1","mocking","humor_s0026","study 1_mocking_17","covid",5,0,6,7,5,0.468672148104527,-0.992935846485984,1.08746306532867,0.486457644975914
"study 1","mocking","humor_s0027","study 1_mocking_4","covid",1,0,3,4,4,-2.27133081278354,-2.64167650510966,1.52244829146014,1.45937293492774
"study 1","mocking","humor_s0027","study 1_mocking_7","covid",2,0,3,3,3,-2.27133081278354,-2.64167650510966,0.434985226131467,0.243228822487957
"study 1","mocking","humor_s0027","study 1_mocking_8","covid",3,0,3,2,2,-2.27133081278354,-2.64167650510966,-0.652477839197201,-0.972915289951826
"study 1","mocking","humor_s0027","study 1_mocking_12","covid",4,0,4,3,3,-2.27133081278354,-2.64167650510966,0.434985226131467,0.243228822487957
"study 1","mocking","humor_s0027","study 1_mocking_17","covid",5,0,3,1,2,-2.27133081278354,-2.64167650510966,-1.73994090452587,-0.972915289951826
"study 1","non-mocking","humor_s0028","study 1_non-mocking_4","covid",1,0,6,6,6,0.307495503346405,0.289417999110209,0.217492613065734,0
"study 1","non-mocking","humor_s0028","study 1_non-mocking_7","covid",2,0,6,6,6,0.307495503346405,0.289417999110209,0.217492613065734,0
"study 1","non-mocking","humor_s0028","study 1_non-mocking_8","covid",3,0,6,6,6,0.307495503346405,0.289417999110209,0.217492613065734,0
"study 1","non-mocking","humor_s0028","study 1_non-mocking_12","covid",4,0,3,5,6,0.307495503346405,0.289417999110209,-0.869970452262935,0
"study 1","non-mocking","humor_s0028","study 1_non-mocking_17","covid",5,0,6,6,6,0.307495503346405,0.289417999110209,0.217492613065734,0
"study 1","control","humor_s0029","study 1_control_4","covid",1,0,4,5,6,0.146318858588283,-0.0769688139172751,-0.652477839197201,0.486457644975914
"study 1","control","humor_s0029","study 1_control_7","covid",2,0,6,6,6,0.146318858588283,-0.0769688139172751,0.434985226131468,0.486457644975914
"study 1","control","humor_s0029","study 1_control_8","covid",3,0,4,5,5,0.146318858588283,-0.0769688139172751,-0.652477839197201,-0.72968646746387
"study 1","control","humor_s0029","study 1_control_12","covid",4,0,5,6,5,0.146318858588283,-0.0769688139172751,0.434985226131468,-0.72968646746387
"study 1","control","humor_s0029","study 1_control_17","covid",5,0,6,6,6,0.146318858588283,-0.0769688139172751,0.434985226131468,0.486457644975914
"study 1","non-mocking","humor_s0031","study 1_non-mocking_4","covid",1,0,7,7,7,1.11337872713701,1.20538503167892,0.217492613065734,0
"study 1","non-mocking","humor_s0031","study 1_non-mocking_7","covid",2,0,7,7,7,1.11337872713701,1.20538503167892,0.217492613065734,0
"study 1","non-mocking","humor_s0031","study 1_non-mocking_8","covid",3,0,7,7,7,1.11337872713701,1.20538503167892,0.217492613065734,0
"study 1","non-mocking","humor_s0031","study 1_non-mocking_12","covid",4,0,7,7,7,1.11337872713701,1.20538503167892,0.217492613065734,0
"study 1","non-mocking","humor_s0031","study 1_non-mocking_17","covid",5,0,7,6,7,1.11337872713701,1.20538503167892,-0.869970452262935,0
"study 1","control","humor_s0032","study 1_control_4","covid",1,0,5,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0032","study 1_control_7","covid",2,0,5,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0032","study 1_control_8","covid",3,0,5,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0032","study 1_control_12","covid",4,0,5,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0032","study 1_control_17","covid",5,0,4,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","mocking","humor_s0033","study 1_mocking_4","covid",1,0,4,5,6,0.79102543762077,0.655804812137692,-1.52244829146014,-0.486457644975914
"study 1","mocking","humor_s0033","study 1_mocking_7","covid",2,0,3,7,7,0.79102543762077,0.655804812137692,0.652477839197201,0.72968646746387
"study 1","mocking","humor_s0033","study 1_mocking_8","covid",3,0,4,7,7,0.79102543762077,0.655804812137692,0.652477839197201,0.72968646746387
"study 1","mocking","humor_s0033","study 1_mocking_12","covid",4,0,5,6,6,0.79102543762077,0.655804812137692,-0.434985226131468,-0.486457644975914
"study 1","mocking","humor_s0033","study 1_mocking_17","covid",5,0,5,7,6,0.79102543762077,0.655804812137692,0.652477839197201,-0.486457644975914
"study 1","control","humor_s0035","study 1_control_4","covid",1,0,2,5,5,0.146318858588283,-0.260162220431016,-0.652477839197201,-0.486457644975914
"study 1","control","humor_s0035","study 1_control_7","covid",2,0,2,6,6,0.146318858588283,-0.260162220431016,0.434985226131468,0.72968646746387
"study 1","control","humor_s0035","study 1_control_8","covid",3,0,2,6,6,0.146318858588283,-0.260162220431016,0.434985226131468,0.72968646746387
"study 1","control","humor_s0035","study 1_control_12","covid",4,0,2,4,4,0.146318858588283,-0.260162220431016,-1.73994090452587,-1.7026017574157
"study 1","control","humor_s0035","study 1_control_17","covid",5,0,2,7,6,0.146318858588283,-0.260162220431016,1.52244829146014,0.72968646746387
"study 1","non-mocking","humor_s0036","study 1_non-mocking_4","covid",1,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","non-mocking","humor_s0036","study 1_non-mocking_7","covid",2,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","non-mocking","humor_s0036","study 1_non-mocking_8","covid",3,0,5,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","non-mocking","humor_s0036","study 1_non-mocking_12","covid",4,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","non-mocking","humor_s0036","study 1_non-mocking_17","covid",5,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","non-mocking","humor_s0037","study 1_non-mocking_4","covid",1,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","non-mocking","humor_s0037","study 1_non-mocking_7","covid",2,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","non-mocking","humor_s0037","study 1_non-mocking_8","covid",3,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","non-mocking","humor_s0037","study 1_non-mocking_12","covid",4,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","non-mocking","humor_s0037","study 1_non-mocking_17","covid",5,0,7,7,7,1.27455537189514,1.20538503167892,0,0
"study 1","control","humor_s0038","study 1_control_4","covid",1,0,4,5,5,0.952202082378892,0.838998218651434,-1.73994090452587,-1.94583057990365
"study 1","control","humor_s0038","study 1_control_7","covid",2,0,4,7,7,0.952202082378892,0.838998218651434,0.434985226131468,0.486457644975914
"study 1","control","humor_s0038","study 1_control_8","covid",3,0,4,7,7,0.952202082378892,0.838998218651434,0.434985226131468,0.486457644975914
"study 1","control","humor_s0038","study 1_control_12","covid",4,0,5,7,7,0.952202082378892,0.838998218651434,0.434985226131468,0.486457644975914
"study 1","control","humor_s0038","study 1_control_17","covid",5,0,4,7,7,0.952202082378892,0.838998218651434,0.434985226131468,0.486457644975914
"study 1","mocking","humor_s0039","study 1_mocking_4","covid",1,0,2,3,5,-0.498387720444203,-0.0769688139172751,-1.9574335175916,-0.72968646746387
"study 1","mocking","humor_s0039","study 1_mocking_7","covid",2,0,6,6,6,-0.498387720444203,-0.0769688139172751,1.3049556783944,0.486457644975914
"study 1","mocking","humor_s0039","study 1_mocking_8","covid",3,0,5,6,6,-0.498387720444203,-0.0769688139172751,1.3049556783944,0.486457644975914
"study 1","mocking","humor_s0039","study 1_mocking_12","covid",4,0,3,3,5,-0.498387720444203,-0.0769688139172751,-1.9574335175916,-0.72968646746387
"study 1","mocking","humor_s0039","study 1_mocking_17","covid",5,0,6,6,6,-0.498387720444203,-0.0769688139172751,1.3049556783944,0.486457644975914
"study 1","non-mocking","humor_s0040","study 1_non-mocking_4","covid",1,0,1,4,4,-0.820741009960446,-0.809742439972242,-0.434985226131468,-0.972915289951826
"study 1","non-mocking","humor_s0040","study 1_non-mocking_7","covid",2,0,2,5,5,-0.820741009960446,-0.809742439972242,0.652477839197201,0.243228822487957
"study 1","non-mocking","humor_s0040","study 1_non-mocking_8","covid",3,0,2,3,5,-0.820741009960446,-0.809742439972242,-1.52244829146014,0.243228822487957
"study 1","non-mocking","humor_s0040","study 1_non-mocking_12","covid",4,0,5,5,5,-0.820741009960446,-0.809742439972242,0.652477839197201,0.243228822487957
"study 1","non-mocking","humor_s0040","study 1_non-mocking_17","covid",5,0,2,5,5,-0.820741009960446,-0.809742439972242,0.652477839197201,0.243228822487957
"study 1","mocking","humor_s0041","study 1_mocking_4","covid",1,0,4,5,6,-0.176034430927959,-0.0769688139172751,-0.217492613065734,0.486457644975914
"study 1","mocking","humor_s0041","study 1_mocking_7","covid",2,0,3,5,5,-0.176034430927959,-0.0769688139172751,-0.217492613065734,-0.72968646746387
"study 1","mocking","humor_s0041","study 1_mocking_8","covid",3,0,2,5,5,-0.176034430927959,-0.0769688139172751,-0.217492613065734,-0.72968646746387
"study 1","mocking","humor_s0041","study 1_mocking_12","covid",4,0,5,6,6,-0.176034430927959,-0.0769688139172751,0.869970452262935,0.486457644975914
"study 1","mocking","humor_s0041","study 1_mocking_17","covid",5,0,4,5,6,-0.176034430927959,-0.0769688139172751,-0.217492613065734,0.486457644975914
"study 1","control","humor_s0042","study 1_control_4","covid",1,0,6,4,3,0.146318858588283,-0.443355626944758,-1.73994090452587,-2.67551704736752
"study 1","control","humor_s0042","study 1_control_7","covid",2,0,7,7,6,0.146318858588283,-0.443355626944758,1.52244829146014,0.972915289951826
"study 1","control","humor_s0042","study 1_control_8","covid",3,0,7,6,6,0.146318858588283,-0.443355626944758,0.434985226131468,0.972915289951826
