"study","group","SID","item","content","trial","sharing_type","msg_share","msg_rel_self","msg_rel_social","msg_rel_self_between","msg_rel_social_between","msg_rel_self_within","msg_rel_social_within"
"study 5","none","study 5_s153","climate_67","climate",10,0,91,89,84,1.66757489262828,1.38567929501201,-0.147516932567102,-0.266182241989705
"study 5","none","study 5_s153","climate_65","climate",2,0,90,93,89,1.66757489262828,1.38567929501201,0.0428274965517397,-0.0102377785380657
"study 5","none","study 5_s153","covid_64","covid",3,0,93,92,87,1.66757489262828,1.38567929501201,-0.00475861072797078,-0.112615563918722
"study 5","none","study 5_s153","climate_61","climate",4,0,93,91,94,1.66757489262828,1.38567929501201,-0.0523447180076813,0.245706684913574
"study 5","none","study 5_s153","climate_69","climate",5,0,88,93,89,1.66757489262828,1.38567929501201,0.0428274965517397,-0.0102377785380657
"study 5","none","study 5_s153","covid_68","covid",6,0,93,92,88,1.66757489262828,1.38567929501201,-0.00475861072797078,-0.0614266712283936
"study 5","none","study 5_s153","covid_66","covid",7,0,92,92,87,1.66757489262828,1.38567929501201,-0.00475861072797078,-0.112615563918722
"study 5","none","study 5_s153","climate_63","climate",8,0,94,93,90,1.66757489262828,1.38567929501201,0.0428274965517397,0.0409511141522622
"study 5","none","study 5_s153","covid_60","covid",9,0,90,94,93,1.66757489262828,1.38567929501201,0.0904136038314502,0.194517792223246
"study 5","none","study 5_s154","covid_96","covid",1,0,77,74,66,0.4343733900988,-0.18673664744457,0.380688858237684,0.419748920060689
"study 5","none","study 5_s154","climate_99","climate",10,0,76,54,62,0.4343733900988,-0.18673664744457,-0.571033287356526,0.214993349299377
"study 5","none","study 5_s154","covid_92","covid",2,0,79,74,60,0.4343733900988,-0.18673664744457,0.380688858237684,0.112615563918722
"study 5","none","study 5_s154","covid_90","covid",3,0,44,55,38,0.4343733900988,-0.18673664744457,-0.523447180076815,-1.01354007526849
"study 5","none","study 5_s154","climate_95","climate",4,0,64,77,70,0.4343733900988,-0.18673664744457,0.523447180076815,0.624504490822
"study 5","none","study 5_s154","covid_94","covid",5,0,51,53,54,0.4343733900988,-0.18673664744457,-0.618619394636236,-0.194517792223246
"study 5","none","study 5_s154","climate_91","climate",6,0,60,55,61,0.4343733900988,-0.18673664744457,-0.523447180076815,0.163804456609049
"study 5","none","study 5_s154","climate_97","climate",7,0,78,80,63,0.4343733900988,-0.18673664744457,0.666205501915947,0.266182241989705
"study 5","none","study 5_s154","climate_93","climate",8,0,48,63,42,0.4343733900988,-0.18673664744457,-0.142758321839131,-0.808784504507181
"study 5","none","study 5_s154","covid_98","covid",9,0,43,75,62,0.4343733900988,-0.18673664744457,0.428274965517394,0.214993349299377
"study 5","none","study 5_s155","covid_84","covid",1,0,65,74,63,0.798191457894853,0.489302053930073,0.014275832183913,-0.424867809329721
"study 5","none","study 5_s155","covid_86","covid",10,0,72,80,77,0.798191457894853,0.489302053930073,0.299792475862176,0.291776688334869
"study 5","none","study 5_s155","covid_80","covid",2,0,65,71,66,0.798191457894853,0.489302053930073,-0.128482489655218,-0.271301131258738
"study 5","none","study 5_s155","climate_81","climate",3,0,53,62,69,0.798191457894853,0.489302053930073,-0.556757455172613,-0.117734453187754
"study 5","none","study 5_s155","covid_88","covid",4,0,60,75,66,0.798191457894853,0.489302053930073,0.0618619394636235,-0.271301131258738
"study 5","none","study 5_s155","climate_85","climate",5,0,67,70,75,0.798191457894853,0.489302053930073,-0.176068596934929,0.189398902954213
"study 5","none","study 5_s155","climate_83","climate",6,0,67,80,76,0.798191457894853,0.489302053930073,0.299792475862176,0.240587795644541
"study 5","none","study 5_s155","covid_82","covid",7,0,75,76,73,0.798191457894853,0.489302053930073,0.109448046743334,0.0870211175735576
"study 5","none","study 5_s155","climate_89","climate",8,0,69,75,81,0.798191457894853,0.489302053930073,0.0618619394636235,0.496532259096181
"study 5","none","study 5_s155","climate_87","climate",9,0,75,74,67,0.798191457894853,0.489302053930073,0.014275832183913,-0.22011223856841
"study 5","none","study 5_s156","covid_22","covid",1,0,16,100,49,-1.37054221896733,-2.1797988929787,3.4357169455951,1.58685567340016
"study 5","none","study 5_s156","covid_24","covid",10,0,0,9,4,-1.37054221896733,-2.1797988929787,-0.894618816858557,-0.71664449766459
"study 5","none","study 5_s156","climate_25","climate",2,0,16,51,17,-1.37054221896733,-2.1797988929787,1.10399768888928,-0.0511888926903279
"study 5","none","study 5_s156","climate_23","climate",3,0,65,0,0,-1.37054221896733,-2.1797988929787,-1.32289378237595,-0.921400068425902
"study 5","none","study 5_s156","covid_26","covid",4,0,0,7,7,-1.37054221896733,-2.1797988929787,-0.989791031417978,-0.563077819593607
"study 5","none","study 5_s156","covid_20","covid",5,0,17,9,5,-1.37054221896733,-2.1797988929787,-0.894618816858557,-0.665455604974263
"study 5","none","study 5_s156","covid_28","covid",6,0,43,12,0,-1.37054221896733,-2.1797988929787,-0.751860495019426,-0.921400068425902
"study 5","none","study 5_s156","climate_29","climate",7,0,0,0,28,-1.37054221896733,-2.1797988929787,-1.32289378237595,0.511888926903279
"study 5","none","study 5_s156","climate_27","climate",8,0,51,67,70,-1.37054221896733,-2.1797988929787,1.86537540536465,2.66182241989705
"study 5","none","study 5_s156","climate_21","climate",9,0,0,23,0,-1.37054221896733,-2.1797988929787,-0.22841331494261,-0.921400068425902
"study 5","none","study 5_s158","climate_11","climate",1,0,1,25,25,-1.60206280756482,-1.268398569644,0.0999308252873921,-0.573315598131673
"study 5","none","study 5_s158","climate_13","climate",10,0,1,31,44,-1.60206280756482,-1.268398569644,0.385447468965655,0.399273362984557
"study 5","none","study 5_s158","covid_12","covid",2,0,3,15,20,-1.60206280756482,-1.268398569644,-0.375930247509713,-0.829260061583312
"study 5","none","study 5_s158","covid_14","covid",3,0,8,8,25,-1.60206280756482,-1.268398569644,-0.709032998467686,-0.573315598131673
"study 5","none","study 5_s158","covid_16","covid",4,0,1,6,19,-1.60206280756482,-1.268398569644,-0.804205213027107,-0.88044895427364
"study 5","none","study 5_s158","climate_19","climate",5,0,1,17,18,-1.60206280756482,-1.268398569644,-0.280758032950292,-0.931637846963968
"study 5","none","study 5_s158","covid_18","covid",6,0,1,1,27,-1.60206280756482,-1.268398569644,-1.04213574942566,-0.470937812751017
"study 5","none","study 5_s158","climate_15","climate",7,0,1,37,44,-1.60206280756482,-1.268398569644,0.670964112643918,0.399273362984557
"study 5","none","study 5_s158","covid_10","covid",8,0,1,74,74,-1.60206280756482,-1.268398569644,2.43165008199321,1.93494014369439
"study 5","none","study 5_s158","climate_17","climate",9,0,1,15,66,-1.60206280756482,-1.268398569644,-0.375930247509713,1.52542900217177
"study 5","none","study 5_s159","covid_76","covid",1,0,46,36,46,-0.63818117340385,-0.447136739825914,-0.347378583141886,-0.337846691756164
"study 5","none","study 5_s159","climate_75","climate",10,0,42,61,49,-0.63818117340385,-0.447136739825914,0.842274098850876,-0.18428001368518
"study 5","none","study 5_s159","climate_77","climate",2,0,42,40,52,-0.63818117340385,-0.447136739825914,-0.157034154023044,-0.0307133356141968
"study 5","none","study 5_s159","climate_73","climate",3,0,48,36,62,-0.63818117340385,-0.447136739825914,-0.347378583141886,0.481175591289082
"study 5","none","study 5_s159","covid_74","covid",4,0,51,48,36,-0.63818117340385,-0.447136739825914,0.223654704214639,-0.849735618659443
"study 5","none","study 5_s159","covid_72","covid",5,0,47,38,46,-0.63818117340385,-0.447136739825914,-0.252206368582465,-0.337846691756164
"study 5","none","study 5_s159","covid_70","covid",6,0,44,35,63,-0.63818117340385,-0.447136739825914,-0.394964690421597,0.53236448397941
"study 5","none","study 5_s159","covid_78","covid",7,0,45,41,55,-0.63818117340385,-0.447136739825914,-0.109448046743334,0.122853342456787
"study 5","none","study 5_s159","climate_71","climate",8,0,51,60,55,-0.63818117340385,-0.447136739825914,0.794687991571165,0.122853342456787
"study 5","none","study 5_s159","climate_79","climate",9,0,48,38,62,-0.63818117340385,-0.447136739825914,-0.252206368582465,0.481175591289082
"study 5","none","study 5_s160","climate_61","climate",1,0,0,0,0,-1.55481370785105,-1.3034524282338,-1.13730796398508,-1.81720569050664
"study 5","none","study 5_s160","covid_66","covid",10,0,0,0,0,-1.55481370785105,-1.3034524282338,-1.13730796398508,-1.81720569050664
"study 5","none","study 5_s160","covid_68","covid",2,0,0,0,66,-1.55481370785105,-1.3034524282338,-1.13730796398508,1.561261227055
"study 5","none","study 5_s160","covid_62","covid",3,0,0,0,50,-1.55481370785105,-1.3034524282338,-1.13730796398508,0.742238944009754
"study 5","none","study 5_s160","climate_67","climate",4,0,0,58,57,-1.55481370785105,-1.3034524282338,1.62268625823813,1.10056119284205
"study 5","none","study 5_s160","climate_69","climate",5,0,0,63,64,-1.55481370785105,-1.3034524282338,1.86061679463668,1.45888344167435
"study 5","none","study 5_s160","covid_64","covid",6,0,0,66,66,-1.55481370785105,-1.3034524282338,2.00337511647581,1.561261227055
"study 5","none","study 5_s160","covid_60","covid",7,0,0,0,0,-1.55481370785105,-1.3034524282338,-1.13730796398508,-1.81720569050664
"study 5","none","study 5_s160","climate_63","climate",8,0,0,52,52,-1.55481370785105,-1.3034524282338,1.33716961455986,0.84461672939041
"study 5","none","study 5_s160","climate_65","climate",9,0,0,0,0,-1.55481370785105,-1.3034524282338,-1.13730796398508,-1.81720569050664
"study 5","none","study 5_s161","covid_78","covid",1,0,73,83,64,0.703693258467307,0.0235865040942076,0.537723012260728,0.102377785380656
"study 5","none","study 5_s161","climate_75","climate",10,0,78,85,82,0.703693258467307,0.0235865040942076,0.632895226820149,1.02377785380656
"study 5","none","study 5_s161","covid_74","covid",2,0,60,71,60,0.703693258467307,0.0235865040942076,-0.0333102750957975,-0.102377785380656
"study 5","none","study 5_s161","climate_71","climate",3,0,75,77,49,0.703693258467307,0.0235865040942076,0.252206368582465,-0.665455604974263
"study 5","none","study 5_s161","climate_73","climate",4,0,64,63,64,0.703693258467307,0.0235865040942076,-0.413999133333481,0.102377785380656
"study 5","none","study 5_s161","climate_79","climate",5,0,83,73,58,0.703693258467307,0.0235865040942076,0.0618619394636235,-0.204755570761312
"study 5","none","study 5_s161","covid_70","covid",6,0,76,76,49,0.703693258467307,0.0235865040942076,0.204620261302755,-0.665455604974263
"study 5","none","study 5_s161","covid_76","covid",7,0,67,77,61,0.703693258467307,0.0235865040942076,0.252206368582465,-0.0511888926903279
"study 5","none","study 5_s161","climate_77","climate",8,0,57,49,53,0.703693258467307,0.0235865040942076,-1.08020463524943,-0.460700034212951
"study 5","none","study 5_s161","covid_72","covid",9,0,69,63,80,0.703693258467307,0.0235865040942076,-0.413999133333481,0.921400068425902
"study 5","none","study 5_s162","climate_81","climate",1,0,76,65,72,1.1431098858054,0.965032991934451,-0.761377716475368,-0.450462255674885
"study 5","none","study 5_s162","covid_84","covid",10,0,87,72,88,1.1431098858054,0.965032991934451,-0.428274965517394,0.368560027370361
"study 5","none","study 5_s162","covid_86","covid",2,0,86,61,71,1.1431098858054,0.965032991934451,-0.95172214559421,-0.501651148365213
"study 5","none","study 5_s162","covid_82","covid",3,0,79,87,83,1.1431098858054,0.965032991934451,0.285516643678263,0.112615563918722
"study 5","none","study 5_s162","covid_80","covid",4,0,86,89,86,1.1431098858054,0.965032991934451,0.380688858237684,0.266182241989705
"study 5","none","study 5_s162","climate_87","climate",5,0,88,83,80,1.1431098858054,0.965032991934451,0.095172214559421,-0.0409511141522622
"study 5","none","study 5_s162","climate_85","climate",6,0,87,90,88,1.1431098858054,0.965032991934451,0.428274965517394,0.368560027370361
"study 5","none","study 5_s162","covid_88","covid",7,0,81,90,82,1.1431098858054,0.965032991934451,0.428274965517394,0.0614266712283936
"study 5","none","study 5_s162","climate_89","climate",8,0,85,90,79,1.1431098858054,0.965032991934451,0.428274965517394,-0.0921400068425901
"study 5","none","study 5_s162","climate_83","climate",9,0,90,83,79,1.1431098858054,0.965032991934451,0.095172214559421,-0.0921400068425901
"study 5","none","study 5_s163","climate_51","climate",1,0,33,8,8,-1.64458699730722,-1.90437571834459,-0.666205501915947,-0.793427836700082
"study 5","none","study 5_s163","covid_52","covid",10,0,51,54,56,-1.64458699730722,-1.90437571834459,1.52275543295074,1.66363901243566
"study 5","none","study 5_s163","covid_50","covid",2,0,8,4,5,-1.64458699730722,-1.90437571834459,-0.856549931034789,-0.946994514771066
"study 5","none","study 5_s163","covid_54","covid",3,0,1,1,1,-1.64458699730722,-1.90437571834459,-0.99930825287392,-1.15175008553238
"study 5","none","study 5_s163","climate_55","climate",4,0,11,60,60,-1.64458699730722,-1.90437571834459,1.808272076629,1.86839458319697
"study 5","none","study 5_s163","covid_58","covid",5,0,20,22,22,-1.64458699730722,-1.90437571834459,0,-0.0767833390354918
"study 5","none","study 5_s163","climate_57","climate",6,0,31,23,23,-1.64458699730722,-1.90437571834459,0.0475861072797105,-0.0255944463451639
"study 5","none","study 5_s163","climate_59","climate",7,0,13,15,15,-1.64458699730722,-1.90437571834459,-0.333102750957973,-0.435105587867787
"study 5","none","study 5_s163","climate_53","climate",8,0,22,5,8,-1.64458699730722,-1.90437571834459,-0.808963823755078,-0.793427836700082
"study 5","none","study 5_s163","covid_56","covid",9,0,32,28,37,-1.64458699730722,-1.90437571834459,0.285516643678263,0.691050051319427
"study 5","none","study 5_s164","climate_35","climate",1,0,0,0,0,0.491072309755328,0.459255889424533,-3.19778640919654,-3.61905471320618
"study 5","none","study 5_s164","covid_34","covid",10,0,85,89,97,0.491072309755328,0.459255889424533,1.03737713869769,1.34626787775562
"study 5","none","study 5_s164","climate_31","climate",2,0,89,85,97,0.491072309755328,0.459255889424533,0.847032709578846,1.34626787775562
"study 5","none","study 5_s164","climate_39","climate",3,0,0,3,1,0.491072309755328,0.459255889424533,-3.05502808735741,-3.56786582051585
"study 5","none","study 5_s164","climate_33","climate",4,0,94,91,99,0.491072309755328,0.459255889424533,1.13254935325711,1.44864566313628
"study 5","none","study 5_s164","climate_37","climate",5,0,18,25,25,0.491072309755328,0.459255889424533,-2.00813372720378,-2.33933239594798
"study 5","none","study 5_s164","covid_32","covid",6,0,98,86,92,0.491072309755328,0.459255889424533,0.894618816858557,1.09032341430398
"study 5","none","study 5_s164","covid_36","covid",7,0,99,98,99,0.491072309755328,0.459255889424533,1.46565210421508,1.44864566313628
"study 5","none","study 5_s164","covid_38","covid",8,0,83,95,97,0.491072309755328,0.459255889424533,1.32289378237595,1.34626787775562
"study 5","none","study 5_s164","covid_30","covid",9,0,100,100,100,0.491072309755328,0.459255889424533,1.5608243187745,1.49983455582661
"study 5","none","study 5_s165","covid_26","covid",1,0,86,79,86,1.53527741342971,1.12527920263066,-0.490136904981018,0.102377785380656
"study 5","none","study 5_s165","covid_20","covid",10,0,84,78,88,1.53527741342971,1.12527920263066,-0.537723012260728,0.204755570761312
"study 5","none","study 5_s165","climate_27","climate",2,0,89,94,86,1.53527741342971,1.12527920263066,0.223654704214639,0.102377785380656
"study 5","none","study 5_s165","climate_29","climate",3,0,90,94,79,1.53527741342971,1.12527920263066,0.223654704214639,-0.255944463451639
"study 5","none","study 5_s165","covid_22","covid",4,0,91,92,81,1.53527741342971,1.12527920263066,0.128482489655218,-0.153566678070984
"study 5","none","study 5_s165","climate_25","climate",5,0,85,95,89,1.53527741342971,1.12527920263066,0.27124081149435,0.255944463451639
"study 5","none","study 5_s165","covid_24","covid",6,0,81,97,82,1.53527741342971,1.12527920263066,0.366413026053771,-0.102377785380656
"study 5","none","study 5_s165","covid_28","covid",7,0,89,92,80,1.53527741342971,1.12527920263066,0.128482489655218,-0.204755570761312
"study 5","none","study 5_s165","climate_21","climate",8,0,95,80,87,1.53527741342971,1.12527920263066,-0.442550797701307,0.153566678070984
"study 5","none","study 5_s165","climate_23","climate",9,0,90,92,82,1.53527741342971,1.12527920263066,0.128482489655218,-0.102377785380656
"study 5","none","study 5_s166","covid_40","covid",1,0,86,81,83,0.372949560470895,0.133755773947853,0.775653548659281,0.962351182578164
"study 5","none","study 5_s166","covid_42","covid",10,0,88,8,9,0.372949560470895,0.133755773947853,-2.69813228275958,-2.8256268765061
"study 5","none","study 5_s166","climate_49","climate",2,0,91,87,74,0.372949560470895,0.133755773947853,1.06117019233754,0.501651148365213
"study 5","none","study 5_s166","covid_44","covid",3,0,86,88,93,0.372949560470895,0.133755773947853,1.10875629961725,1.47424010948144
"study 5","none","study 5_s166","covid_46","covid",4,0,87,93,87,0.372949560470895,0.133755773947853,1.34668683601581,1.16710675333948
"study 5","none","study 5_s166","climate_47","climate",5,0,81,90,95,0.372949560470895,0.133755773947853,1.20392851417668,1.5766178948621
"study 5","none","study 5_s166","climate_43","climate",6,0,77,83,86,0.372949560470895,0.133755773947853,0.870825763218702,1.11591786064915
"study 5","none","study 5_s166","climate_45","climate",7,0,85,20,13,0.372949560470895,0.133755773947853,-2.12709899540306,-2.62087130574479
"study 5","none","study 5_s166","covid_48","covid",8,0,85,77,82,0.372949560470895,0.133755773947853,0.585309119540439,0.911162289887836
"study 5","none","study 5_s166","climate_41","climate",9,0,18,20,20,0.372949560470895,0.133755773947853,-2.12709899540306,-2.26254905691249
"study 5","none","study 5_s167","covid_104","covid",1,0,88,66,79,1.13366006586264,1.14030228488343,-0.704274387739715,-0.271301131258738
"study 5","none","study 5_s167","climate_107","climate",10,0,78,93,84,1.13366006586264,1.14030228488343,0.580550508812468,-0.0153566678070982
"study 5","none","study 5_s167","covid_108","covid",2,0,87,86,93,1.13366006586264,1.14030228488343,0.247447757854495,0.445343366405853
"study 5","none","study 5_s167","covid_100","covid",3,0,77,74,85,1.13366006586264,1.14030228488343,-0.323585529502031,0.0358322248832297
"study 5","none","study 5_s167","climate_105","climate",4,0,71,74,86,1.13366006586264,1.14030228488343,-0.323585529502031,0.0870211175735576
"study 5","none","study 5_s167","covid_102","covid",5,0,82,96,78,1.13366006586264,1.14030228488343,0.7233088306516,-0.322490023949066
"study 5","none","study 5_s167","climate_101","climate",6,0,84,76,85,1.13366006586264,1.14030228488343,-0.22841331494261,0.0358322248832297
"study 5","none","study 5_s167","covid_106","covid",7,0,82,97,88,1.13366006586264,1.14030228488343,0.77089493793131,0.189398902954213
"study 5","none","study 5_s167","climate_109","climate",8,0,81,69,77,1.13366006586264,1.14030228488343,-0.561516065900584,-0.373678916639393
"study 5","none","study 5_s167","climate_103","climate",9,0,80,77,88,1.13366006586264,1.14030228488343,-0.1808272076629,0.189398902954213
"study 5","none","study 5_s168","covid_12","covid",1,0,60,69,83,0.391849200356404,0.960025297850195,0.185585818390871,0.117734453187754
"study 5","none","study 5_s168","covid_18","covid",10,0,74,67,80,0.391849200356404,0.960025297850195,0.0904136038314502,-0.0358322248832297
"study 5","none","study 5_s168","covid_10","covid",2,0,55,64,81,0.391849200356404,0.960025297850195,-0.0523447180076813,0.0153566678070982
"study 5","none","study 5_s168","climate_11","climate",3,0,60,49,78,0.391849200356404,0.960025297850195,-0.766136327203339,-0.138210010263885
"study 5","none","study 5_s168","climate_19","climate",4,0,74,68,76,0.391849200356404,0.960025297850195,0.137999711111161,-0.240587795644541
"study 5","none","study 5_s168","climate_13","climate",5,0,68,75,88,0.391849200356404,0.960025297850195,0.471102462069134,0.373678916639393
"study 5","none","study 5_s168","climate_17","climate",6,0,65,60,74,0.391849200356404,0.960025297850195,-0.242689147126523,-0.342965581025197
"study 5","none","study 5_s168","covid_16","covid",7,0,65,65,80,0.391849200356404,0.960025297850195,-0.00475861072797078,-0.0358322248832297
"study 5","none","study 5_s168","climate_15","climate",8,0,69,62,86,0.391849200356404,0.960025297850195,-0.147516932567102,0.271301131258738
"study 5","none","study 5_s168","covid_14","covid",9,0,76,72,81,0.391849200356404,0.960025297850195,0.328344140230003,0.0153566678070982
"study 5","none","study 5_s169","climate_81","climate",1,0,51,43,60,-0.260188375693665,-0.20175972969734,-0.394964690421597,0.12797223172582
"study 5","none","study 5_s169","covid_88","covid",10,0,68,65,52,-0.260188375693665,-0.20175972969734,0.651929669732034,-0.281538909796803
"study 5","none","study 5_s169","climate_85","climate",2,0,30,42,68,-0.260188375693665,-0.20175972969734,-0.442550797701307,0.537483373248443
"study 5","none","study 5_s169","climate_83","climate",3,0,52,34,54,-0.260188375693665,-0.20175972969734,-0.823239655938991,-0.179161124416148
"study 5","none","study 5_s169","covid_86","covid",4,0,42,49,34,-0.260188375693665,-0.20175972969734,-0.109448046743334,-1.20293897822271
"study 5","none","study 5_s169","covid_84","covid",5,0,65,23,40,-0.260188375693665,-0.20175972969734,-1.34668683601581,-0.895805622080738
"study 5","none","study 5_s169","climate_87","climate",6,0,59,66,53,-0.260188375693665,-0.20175972969734,0.699515777011744,-0.230350017106476
"study 5","none","study 5_s169","covid_82","covid",7,0,64,58,76,-0.260188375693665,-0.20175972969734,0.31882691877406,0.946994514771066
"study 5","none","study 5_s169","covid_80","covid",8,0,66,62,75,-0.260188375693665,-0.20175972969734,0.509171347892902,0.895805622080738
"study 5","none","study 5_s169","climate_89","climate",9,0,64,71,63,-0.260188375693665,-0.20175972969734,0.937446313410297,0.281538909796803
"study 5","none","study 5_s171","climate_47","climate",1,0,0,0,0,-1.12012199048434,-1.86932185975479,-1.57510015095842,-1.23877120310594
"study 5","none","study 5_s171","covid_46","covid",10,0,0,0,0,-1.12012199048434,-1.86932185975479,-1.57510015095842,-1.23877120310594
"study 5","none","study 5_s171","climate_45","climate",2,0,54,100,93,-1.12012199048434,-1.86932185975479,3.18351057701263,3.52179581709456
"study 5","none","study 5_s171","climate_43","climate",3,0,25,50,49,-1.12012199048434,-1.86932185975479,0.804205213027107,1.26948453872013
"study 5","none","study 5_s171","covid_44","covid",4,0,54,88,100,-1.12012199048434,-1.86932185975479,2.61247728965611,3.88011806592685
"study 5","none","study 5_s171","covid_42","covid",5,0,0,0,0,-1.12012199048434,-1.86932185975479,-1.57510015095842,-1.23877120310594
"study 5","none","study 5_s171","covid_48","covid",6,0,1,0,0,-1.12012199048434,-1.86932185975479,-1.57510015095842,-1.23877120310594
"study 5","none","study 5_s171","climate_41","climate",7,0,20,30,0,-1.12012199048434,-1.86932185975479,-0.147516932567103,-1.23877120310594
"study 5","none","study 5_s171","covid_40","covid",8,0,0,0,0,-1.12012199048434,-1.86932185975479,-1.57510015095842,-1.23877120310594
"study 5","none","study 5_s171","climate_49","climate",9,0,38,63,0,-1.12012199048434,-1.86932185975479,1.42282460766334,-1.23877120310594
"study 5","none","study 5_s173","covid_20","covid",1,0,81,56,65,-0.231838915865401,-0.367013634477808,0.195103039846813,0.552840041055541
"study 5","none","study 5_s173","covid_28","covid",10,0,55,62,49,-0.231838915865401,-0.367013634477808,0.480619683525076,-0.266182241989705
"study 5","none","study 5_s173","climate_21","climate",2,0,75,45,61,-0.231838915865401,-0.367013634477808,-0.328344140230002,0.34808447029423
"study 5","none","study 5_s173","climate_23","climate",3,0,47,44,56,-0.231838915865401,-0.367013634477808,-0.375930247509713,0.0921400068425901
"study 5","none","study 5_s173","climate_27","climate",4,0,34,43,69,-0.231838915865401,-0.367013634477808,-0.423516354789423,0.757595611816853
"study 5","none","study 5_s173","climate_25","climate",5,0,55,55,37,-0.231838915865401,-0.367013634477808,0.147516932567103,-0.88044895427364
"study 5","none","study 5_s173","covid_24","covid",6,0,43,64,53,-0.231838915865401,-0.367013634477808,0.575791898084497,-0.0614266712283936
"study 5","none","study 5_s173","climate_29","climate",7,0,36,42,36,-0.231838915865401,-0.367013634477808,-0.471102462069134,-0.931637846963968
"study 5","none","study 5_s173","covid_22","covid",8,0,28,43,66,-0.231838915865401,-0.367013634477808,-0.423516354789423,0.604028933745869
"study 5","none","study 5_s173","covid_26","covid",9,0,51,65,50,-0.231838915865401,-0.367013634477808,0.623378005364207,-0.214993349299377
"study 5","none","study 5_s174","covid_4","covid",1,0,50,57,44,0.00913149267484183,-0.562313703763817,0,-0.322490023949066
"study 5","none","study 5_s174","climate_1","climate",10,0,52,59,51,0.00913149267484183,-0.562313703763817,0.095172214559421,0.0358322248832297
"study 5","none","study 5_s174","climate_5","climate",2,0,53,56,44,0.00913149267484183,-0.562313703763817,-0.0475861072797105,-0.322490023949066
"study 5","none","study 5_s174","covid_6","covid",3,0,60,60,46,0.00913149267484183,-0.562313703763817,0.142758321839131,-0.22011223856841
"study 5","none","study 5_s174","climate_7","climate",4,0,61,62,46,0.00913149267484183,-0.562313703763817,0.237930536398552,-0.22011223856841
"study 5","none","study 5_s174","climate_3","climate",5,0,57,54,44,0.00913149267484183,-0.562313703763817,-0.142758321839131,-0.322490023949066
"study 5","none","study 5_s174","covid_0","covid",6,0,56,59,61,0.00913149267484183,-0.562313703763817,0.095172214559421,0.547721151786509
"study 5","none","study 5_s174","covid_8","covid",7,0,54,60,56,0.00913149267484183,-0.562313703763817,0.142758321839131,0.291776688334869
"study 5","none","study 5_s174","covid_2","covid",8,0,57,51,54,0.00913149267484183,-0.562313703763817,-0.285516643678263,0.189398902954213
"study 5","none","study 5_s174","climate_9","climate",9,0,55,52,57,0.00913149267484183,-0.562313703763817,-0.237930536398552,0.342965581025197
"study 5","none","study 5_s175","covid_92","covid",1,0,39,28,42,-0.468084414434267,-1.13319082936907,-0.899377427586528,0.158685567340017
"study 5","none","study 5_s175","covid_96","covid",10,0,78,64,69,-0.468084414434267,-1.13319082936907,0.813722434483049,1.54078566997887
"study 5","none","study 5_s175","climate_95","climate",2,0,51,67,39,-0.468084414434267,-1.13319082936907,0.956480756322181,0.00511888926903286
"study 5","none","study 5_s175","covid_90","covid",3,0,38,33,39,-0.468084414434267,-1.13319082936907,-0.661446891187976,0.00511888926903286
"study 5","none","study 5_s175","climate_99","climate",4,0,24,45,20,-0.468084414434267,-1.13319082936907,-0.0904136038314498,-0.967470071847197
"study 5","none","study 5_s175","climate_93","climate",5,0,18,42,26,-0.468084414434267,-1.13319082936907,-0.233171925670581,-0.66033671570523
"study 5","none","study 5_s175","climate_97","climate",6,0,36,41,46,-0.468084414434267,-1.13319082936907,-0.280758032950292,0.363441138101328
"study 5","none","study 5_s175","covid_98","covid",7,0,20,60,25,-0.468084414434267,-1.13319082936907,0.623378005364207,-0.711525608395558
"study 5","none","study 5_s175","covid_94","covid",8,0,38,54,24,-0.468084414434267,-1.13319082936907,0.337861361685944,-0.762714501085886
"study 5","none","study 5_s175","climate_91","climate",9,0,23,35,59,-0.468084414434267,-1.13319082936907,-0.566274676628555,1.02889674307559
"study 5","none","study 5_s176","climate_109","climate",1,0,84,98,65,0.651719248782156,0.233909655632986,1.30385933946407,-0.0614266712283936
"study 5","none","study 5_s176","covid_106","covid",10,0,51,65,66,0.651719248782156,0.233909655632986,-0.266482200766378,-0.0102377785380657
"study 5","none","study 5_s176","covid_104","covid",2,0,50,43,45,0.651719248782156,0.233909655632986,-1.31337656092001,-1.08520452503495
"study 5","none","study 5_s176","covid_102","covid",3,0,60,74,73,0.651719248782156,0.233909655632986,0.161792764751016,0.34808447029423
"study 5","none","study 5_s176","covid_100","covid",4,0,48,64,63,0.651719248782156,0.233909655632986,-0.314068308046089,-0.163804456609049
"study 5","none","study 5_s176","climate_105","climate",5,0,88,76,62,0.651719248782156,0.233909655632986,0.256964979310437,-0.214993349299377
"study 5","none","study 5_s176","climate_107","climate",6,0,97,76,67,0.651719248782156,0.233909655632986,0.256964979310437,0.0409511141522622
"study 5","none","study 5_s176","covid_108","covid",7,0,67,73,75,0.651719248782156,0.233909655632986,0.114206657471305,0.450462255674885
"study 5","none","study 5_s176","climate_101","climate",8,0,87,62,63,0.651719248782156,0.233909655632986,-0.40924052260551,-0.163804456609049
"study 5","none","study 5_s176","climate_103","climate",9,0,74,75,83,0.651719248782156,0.233909655632986,0.209378872030726,0.859973397197508
"study 5","none","study 5_s177","covid_4","covid",1,0,11,4,51,-2.10762817450219,-1.95445265918716,-0.390206079693626,1.45888344167435
