"study","group","SID","item","content","trial","sharing_type","msg_share","msg_rel_self","msg_rel_social","msg_rel_self_between","msg_rel_social_between","msg_rel_self_within","msg_rel_social_within"
"study 5","none","study 5_s004","climate_15","climate",3,0,23,88,90,0.604470149068383,1.01510993277702,0.875584373946673,0.419748920060689
"study 5","none","study 5_s004","climate_19","climate",4,0,13,82,82,0.604470149068383,1.01510993277702,0.59006773026841,0.0102377785380657
"study 5","none","study 5_s004","climate_17","climate",5,0,19,5,68,0.604470149068383,1.01510993277702,-3.0740625302693,-0.706406719126525
"study 5","none","study 5_s004","covid_14","covid",6,0,51,12,71,0.604470149068383,1.01510993277702,-2.74095977931132,-0.552840041055541
"study 5","none","study 5_s004","covid_18","covid",7,0,11,94,93,0.604470149068383,1.01510993277702,1.16110101762494,0.573315598131673
"study 5","none","study 5_s004","climate_11","climate",8,0,5,49,49,0.604470149068383,1.01510993277702,-0.980273809962036,-1.67899568024275
"study 5","none","study 5_s004","climate_13","climate",9,0,7,84,84,0.604470149068383,1.01510993277702,0.685239944827831,0.112615563918722
"study 5","none","study 5_s005","climate_101","climate",1,0,0,0,0,-2.23992565370076,-2.11469886988337,-0.447309408429279,-0.987945628923328
"study 5","none","study 5_s005","climate_109","climate",10,0,0,13,29,-2.23992565370076,-2.11469886988337,0.171309986206958,0.496532259096181
"study 5","none","study 5_s005","climate_103","climate",2,0,0,0,5,-2.23992565370076,-2.11469886988337,-0.447309408429279,-0.732001165471689
"study 5","none","study 5_s005","covid_104","covid",3,0,0,10,13,-2.23992565370076,-2.11469886988337,0.0285516643678263,-0.322490023949066
"study 5","none","study 5_s005","covid_106","covid",4,0,0,36,27,-2.23992565370076,-2.11469886988337,1.2657904536403,0.394154473715525
"study 5","none","study 5_s005","covid_108","covid",5,0,0,8,51,-2.23992565370076,-2.11469886988337,-0.0666205501915947,1.62268789828339
"study 5","none","study 5_s005","covid_100","covid",6,0,0,0,0,-2.23992565370076,-2.11469886988337,-0.447309408429279,-0.987945628923328
"study 5","none","study 5_s005","covid_102","covid",7,0,0,7,19,-2.23992565370076,-2.11469886988337,-0.114206657471305,-0.0153566678070984
"study 5","none","study 5_s005","climate_107","climate",8,0,0,20,49,-2.23992565370076,-2.11469886988337,0.504412737164931,1.52031011290274
"study 5","none","study 5_s005","climate_105","climate",9,0,0,0,0,-2.23992565370076,-2.11469886988337,-0.447309408429279,-0.987945628923328
"study 5","none","study 5_s006","climate_47","climate",1,0,0,51,66,0.410748840241913,1.39068698909626,-0.689998555555802,-1.19270119968464
"study 5","none","study 5_s006","climate_49","climate",10,0,61,79,79,0.410748840241913,1.39068698909626,0.642412448276092,-0.527245594710377
"study 5","none","study 5_s006","covid_48","covid",2,0,81,84,91,0.410748840241913,1.39068698909626,0.880342984674644,0.0870211175735576
"study 5","none","study 5_s006","covid_46","covid",3,0,68,1,100,0.410748840241913,1.39068698909626,-3.06930391954133,0.547721151786509
"study 5","none","study 5_s006","climate_45","climate",4,0,44,65,79,0.410748840241913,1.39068698909626,-0.0237930536398552,-0.527245594710377
"study 5","none","study 5_s006","covid_40","covid",5,0,17,94,97,0.410748840241913,1.39068698909626,1.35620405747175,0.394154473715525
"study 5","none","study 5_s006","climate_41","climate",6,0,86,92,98,0.410748840241913,1.39068698909626,1.26103184291233,0.445343366405853
"study 5","none","study 5_s006","covid_42","covid",7,0,33,0,91,0.410748840241913,1.39068698909626,-3.11689002682104,0.0870211175735576
"study 5","none","study 5_s006","covid_44","covid",8,0,100,89,92,0.410748840241913,1.39068698909626,1.1182735210732,0.138210010263885
"study 5","none","study 5_s006","climate_43","climate",9,0,100,100,100,0.410748840241913,1.39068698909626,1.64172070115001,0.547721151786509
"study 5","none","study 5_s007","climate_35","climate",1,0,64,76,69,1.2045337154333,1.28552541332687,-0.299792475862176,-0.931637846963968
"study 5","none","study 5_s007","climate_33","climate",10,0,100,100,100,1.2045337154333,1.28552541332687,0.842274098850876,0.655217826436197
"study 5","none","study 5_s007","covid_38","covid",2,0,37,38,64,1.2045337154333,1.28552541332687,-2.10806455249117,-1.18758231041561
"study 5","none","study 5_s007","climate_31","climate",3,0,70,73,77,1.2045337154333,1.28552541332687,-0.442550797701307,-0.522126705441345
"study 5","none","study 5_s007","covid_30","covid",4,0,77,88,88,1.2045337154333,1.28552541332687,0.27124081149435,0.0409511141522622
"study 5","none","study 5_s007","covid_36","covid",5,0,79,100,100,1.2045337154333,1.28552541332687,0.842274098850876,0.655217826436197
"study 5","none","study 5_s007","climate_37","climate",6,0,91,80,88,1.2045337154333,1.28552541332687,-0.109448046743334,0.0409511141522622
"study 5","none","study 5_s007","covid_34","covid",7,0,100,98,100,1.2045337154333,1.28552541332687,0.747101884291455,0.655217826436197
"study 5","none","study 5_s007","climate_39","climate",8,0,88,86,89,1.2045337154333,1.28552541332687,0.176068596934929,0.0921400068425901
"study 5","none","study 5_s007","covid_32","covid",9,0,79,84,97,1.2045337154333,1.28552541332687,0.080896382375508,0.501651148365213
"study 5","none","study 5_s009","climate_95","climate",1,0,42,42,49,-0.472809324405644,-0.797675325723877,-0.22841331494261,0.174042235147115
"study 5","none","study 5_s009","climate_99","climate",10,0,41,49,51,-0.472809324405644,-0.797675325723877,0.104689436015363,0.276420020527771
"study 5","none","study 5_s009","covid_98","covid",2,0,45,44,32,-0.472809324405644,-0.797675325723877,-0.133241100383189,-0.696168940588459
"study 5","none","study 5_s009","climate_93","climate",3,0,40,41,43,-0.472809324405644,-0.797675325723877,-0.275999422222321,-0.133091120994853
"study 5","none","study 5_s009","covid_90","covid",4,0,36,40,46,-0.472809324405644,-0.797675325723877,-0.323585529502031,0.0204755570761311
"study 5","none","study 5_s009","covid_94","covid",5,0,44,35,37,-0.472809324405644,-0.797675325723877,-0.561516065900584,-0.44022447713682
"study 5","none","study 5_s009","climate_91","climate",6,0,32,49,51,-0.472809324405644,-0.797675325723877,0.104689436015363,0.276420020527771
"study 5","none","study 5_s009","covid_96","covid",7,0,47,63,51,-0.472809324405644,-0.797675325723877,0.77089493793131,0.276420020527771
"study 5","none","study 5_s009","climate_97","climate",8,0,37,43,43,-0.472809324405644,-0.797675325723877,-0.1808272076629,-0.133091120994853
"study 5","none","study 5_s009","covid_92","covid",9,0,35,62,53,-0.472809324405644,-0.797675325723877,0.7233088306516,0.378797805908426
"study 5","none","study 5_s011","climate_19","climate",1,0,38,63,54,-0.279088015579174,-0.211775117865853,0.575791898084497,-0.168923345878082
"study 5","none","study 5_s011","climate_15","climate",10,0,16,48,56,-0.279088015579174,-0.211775117865853,-0.13799971111116,-0.0665455604974261
"study 5","none","study 5_s011","climate_11","climate",2,0,22,50,55,-0.279088015579174,-0.211775117865853,-0.0428274965517394,-0.117734453187754
"study 5","none","study 5_s011","covid_14","covid",3,0,28,90,77,-0.279088015579174,-0.211775117865853,1.86061679463668,1.00842118599946
"study 5","none","study 5_s011","covid_10","covid",4,0,44,94,90,-0.279088015579174,-0.211775117865853,2.05096122375552,1.67387679097372
"study 5","none","study 5_s011","climate_13","climate",5,0,10,32,37,-0.279088015579174,-0.211775117865853,-0.899377427586528,-1.03913452161366
"study 5","none","study 5_s011","covid_18","covid",6,0,46,24,43,-0.279088015579174,-0.211775117865853,-1.28006628582421,-0.732001165471689
"study 5","none","study 5_s011","climate_17","climate",7,0,7,30,42,-0.279088015579174,-0.211775117865853,-0.994549642145949,-0.783190058162017
"study 5","none","study 5_s011","covid_12","covid",8,0,42,52,72,-0.279088015579174,-0.211775117865853,0.0523447180076816,0.75247672254782
"study 5","none","study 5_s011","covid_16","covid",9,0,12,26,47,-0.279088015579174,-0.211775117865853,-1.18489407126479,-0.527245594710377
"study 5","none","study 5_s016","climate_5","climate",1,0,9,22,10,0.122529331987897,0.339071231402374,-1.77972041226117,-2.98431244384612
"study 5","none","study 5_s016","climate_7","climate",10,0,77,79,75,0.122529331987897,0.339071231402374,0.932687702682326,0.342965581025197
"study 5","none","study 5_s016","climate_1","climate",2,0,70,88,84,0.122529331987897,0.339071231402374,1.36096266819972,0.803665615238148
"study 5","none","study 5_s016","covid_4","covid",3,0,69,89,84,0.122529331987897,0.339071231402374,1.40854877547943,0.803665615238148
"study 5","none","study 5_s016","covid_8","covid",4,0,35,68,77,0.122529331987897,0.339071231402374,0.40924052260551,0.445343366405853
"study 5","none","study 5_s016","covid_6","covid",5,0,8,11,65,0.122529331987897,0.339071231402374,-2.30316759233799,-0.168923345878082
"study 5","none","study 5_s016","climate_9","climate",6,0,67,91,95,0.122529331987897,0.339071231402374,1.50372099003885,1.36674343483175
"study 5","none","study 5_s016","covid_2","covid",7,0,73,80,88,0.122529331987897,0.339071231402374,0.980273809962036,1.00842118599946
"study 5","none","study 5_s016","climate_3","climate",8,0,22,60,71,0.122529331987897,0.339071231402374,0.0285516643678264,0.138210010263885
"study 5","none","study 5_s016","covid_0","covid",9,0,9,6,34,0.122529331987897,0.339071231402374,-2.54109812873654,-1.75577901927825
"study 5","none","study 5_s017","climate_25","climate",1,0,45,46,46,-0.510608604176662,-0.717552220375771,0,-0.0614266712283936
"study 5","none","study 5_s017","climate_29","climate",10,0,51,45,49,-0.510608604176662,-0.717552220375771,-0.0475861072797105,0.0921400068425901
"study 5","none","study 5_s017","climate_27","climate",2,0,54,51,59,-0.510608604176662,-0.717552220375771,0.237930536398552,0.604028933745869
"study 5","none","study 5_s017","covid_26","covid",3,0,41,47,47,-0.510608604176662,-0.717552220375771,0.0475861072797105,-0.0102377785380657
"study 5","none","study 5_s017","covid_20","covid",4,0,40,47,44,-0.510608604176662,-0.717552220375771,0.0475861072797105,-0.163804456609049
"study 5","none","study 5_s017","covid_24","covid",5,0,48,38,43,-0.510608604176662,-0.717552220375771,-0.380688858237684,-0.214993349299377
"study 5","none","study 5_s017","climate_21","climate",6,0,50,51,42,-0.510608604176662,-0.717552220375771,0.237930536398552,-0.266182241989705
"study 5","none","study 5_s017","climate_23","climate",7,0,38,42,43,-0.510608604176662,-0.717552220375771,-0.190344429118842,-0.214993349299377
"study 5","none","study 5_s017","covid_28","covid",8,0,54,47,48,-0.510608604176662,-0.717552220375771,0.0475861072797105,0.0409511141522622
"study 5","none","study 5_s017","covid_22","covid",9,0,39,46,51,-0.510608604176662,-0.717552220375771,0,0.194517792223246
"study 5","none","study 5_s021","climate_63","climate",1,0,0,50,72,-1.4603155084235,-0.507229068836994,1.14682518544102,1.05449118942075
"study 5","none","study 5_s021","climate_61","climate",10,0,0,0,19,-1.4603155084235,-0.507229068836994,-1.2324801785445,-1.65852012316662
"study 5","none","study 5_s021","climate_67","climate",2,0,0,70,80,-1.4603155084235,-0.507229068836994,2.09854733103523,1.46400233094338
"study 5","none","study 5_s021","climate_65","climate",3,0,0,0,20,-1.4603155084235,-0.507229068836994,-1.2324801785445,-1.6073312304763
"study 5","none","study 5_s021","climate_69","climate",4,0,0,21,32,-1.4603155084235,-0.507229068836994,-0.233171925670581,-0.993064518192361
"study 5","none","study 5_s021","covid_60","covid",5,0,0,21,74,-1.4603155084235,-0.507229068836994,-0.233171925670581,1.15686897480141
"study 5","none","study 5_s021","covid_68","covid",6,0,0,18,19,-1.4603155084235,-0.507229068836994,-0.375930247509713,-1.65852012316662
"study 5","none","study 5_s021","covid_62","covid",7,0,0,16,69,-1.4603155084235,-0.507229068836994,-0.471102462069134,0.900924511349771
"study 5","none","study 5_s021","covid_64","covid",8,0,0,63,66,-1.4603155084235,-0.507229068836994,1.76544458007726,0.747357833278787
"study 5","none","study 5_s021","covid_66","covid",9,0,0,0,63,-1.4603155084235,-0.507229068836994,-1.2324801785445,0.593791155207804
"study 5","none","study 5_s024","covid_98","covid",1,0,89,85,78,1.02498713652096,0.990071462355734,0.309309697318118,-0.168923345878082
"study 5","none","study 5_s024","climate_93","climate",10,0,64,88,78,1.02498713652096,0.990071462355734,0.45206801915725,-0.168923345878082
"study 5","none","study 5_s024","covid_94","covid",2,0,83,66,84,1.02498713652096,0.990071462355734,-0.594826340996381,0.138210010263885
"study 5","none","study 5_s024","covid_90","covid",3,0,59,73,85,1.02498713652096,0.990071462355734,-0.261723590038408,0.189398902954213
"study 5","none","study 5_s024","covid_92","covid",4,0,70,91,75,1.02498713652096,0.990071462355734,0.594826340996381,-0.322490023949066
"study 5","none","study 5_s024","climate_97","climate",5,0,83,78,88,1.02498713652096,0.990071462355734,-0.0237930536398552,0.342965581025197
"study 5","none","study 5_s024","covid_96","covid",6,0,74,95,87,1.02498713652096,0.990071462355734,0.785170770115223,0.291776688334869
"study 5","none","study 5_s024","climate_95","climate",7,0,41,69,63,1.02498713652096,0.990071462355734,-0.45206801915725,-0.936756736233
"study 5","none","study 5_s024","climate_91","climate",8,0,37,67,87,1.02498713652096,0.990071462355734,-0.547240233716671,0.291776688334869
"study 5","none","study 5_s024","climate_99","climate",9,0,88,73,88,1.02498713652096,0.990071462355734,-0.261723590038408,0.342965581025197
"study 5","none","study 5_s025","covid_106","covid",1,0,47,90,93,0.864340197494135,1.18036383755749,0.709032998467687,0.404392252253591
"study 5","none","study 5_s025","covid_104","covid",10,0,52,37,59,0.864340197494135,1.18036383755749,-1.81303068735697,-1.33603009921756
"study 5","none","study 5_s025","covid_102","covid",2,0,51,80,94,0.864340197494135,1.18036383755749,0.233171925670582,0.455581144943919
"study 5","none","study 5_s025","covid_108","covid",3,0,65,76,94,0.864340197494135,1.18036383755749,0.0428274965517397,0.455581144943919
"study 5","none","study 5_s025","climate_109","climate",4,0,100,100,100,0.864340197494135,1.18036383755749,1.18489407126479,0.762714501085886
"study 5","none","study 5_s025","climate_107","climate",5,0,96,100,100,0.864340197494135,1.18036383755749,1.18489407126479,0.762714501085886
"study 5","none","study 5_s025","climate_105","climate",6,0,65,65,83,0.864340197494135,1.18036383755749,-0.480619683525076,-0.107496674649688
"study 5","none","study 5_s025","covid_100","covid",7,0,45,57,61,0.864340197494135,1.18036383755749,-0.86130854176276,-1.2336523138369
"study 5","none","study 5_s025","climate_103","climate",8,0,51,82,88,0.864340197494135,1.18036383755749,0.328344140230003,0.148447788801951
"study 5","none","study 5_s025","climate_101","climate",9,0,64,64,79,0.864340197494135,1.18036383755749,-0.528205790804786,-0.312252245411
"study 5","none","study 5_s026","covid_50","covid",1,0,56,92,95,0.302075910900235,0.629517488289258,1.37047988965566,1.06984785722785
"study 5","none","study 5_s026","covid_58","covid",10,0,44,49,48,0.302075910900235,0.629517488289258,-0.675722723371889,-1.33603009921756
"study 5","none","study 5_s026","climate_51","climate",2,0,0,72,71,0.302075910900235,0.629517488289258,0.418757744061452,-0.158685567340016
"study 5","none","study 5_s026","covid_56","covid",3,0,79,100,100,0.302075910900235,0.629517488289258,1.75116874789335,1.32579232067949
"study 5","none","study 5_s026","climate_59","climate",4,0,20,14,51,0.302075910900235,0.629517488289258,-2.34123647816176,-1.18246342114657
"study 5","none","study 5_s026","covid_54","covid",5,0,0,0,0,0.302075910900235,0.629517488289258,-3.0074419800777,-3.7930969483533
"study 5","none","study 5_s026","covid_52","covid",6,0,100,55,100,0.302075910900235,0.629517488289258,-0.390206079693626,1.32579232067949
"study 5","none","study 5_s026","climate_53","climate",7,0,17,50,77,0.302075910900235,0.629517488289258,-0.628136616092179,0.148447788801951
"study 5","none","study 5_s026","climate_55","climate",8,0,74,100,99,0.302075910900235,0.629517488289258,1.75116874789335,1.27460342798916
"study 5","none","study 5_s026","climate_57","climate",9,0,80,100,100,0.302075910900235,0.629517488289258,1.75116874789335,1.32579232067949
"study 5","none","study 5_s029","climate_79","climate",1,0,77,100,90,0.0989047821310107,0.43421741900325,1.9557890091961,1.01354007526849
"study 5","none","study 5_s029","climate_77","climate",10,0,0,24,33,0.0989047821310107,0.43421741900325,-1.6607551440619,-1.9042268080802
"study 5","none","study 5_s029","covid_76","covid",2,0,23,0,63,0.0989047821310107,0.43421741900325,-2.80282171877495,-0.368560027370361
"study 5","none","study 5_s029","climate_75","climate",3,0,25,72,79,0.0989047821310107,0.43421741900325,0.623378005364207,0.450462255674885
"study 5","none","study 5_s029","covid_78","covid",4,0,78,100,100,0.0989047821310107,0.43421741900325,1.9557890091961,1.52542900217177
"study 5","none","study 5_s029","climate_71","climate",5,0,74,71,75,0.0989047821310107,0.43421741900325,0.575791898084497,0.245706684913574
"study 5","none","study 5_s029","covid_70","covid",6,0,0,0,0,0.0989047821310107,0.43421741900325,-2.80282171877495,-3.59346026686102
"study 5","none","study 5_s029","covid_74","covid",7,0,91,100,100,0.0989047821310107,0.43421741900325,1.9557890091961,1.52542900217177
"study 5","none","study 5_s029","covid_72","covid",8,0,5,22,62,0.0989047821310107,0.43421741900325,-1.75592735862132,-0.419748920060689
"study 5","none","study 5_s029","climate_73","climate",9,0,100,100,100,0.0989047821310107,0.43421741900325,1.9557890091961,1.52542900217177
"study 5","none","study 5_s030","covid_80","covid",1,0,18,55,50,-1.64931190727859,-2.01454498819823,1.57510015095842,1.46912122021241
"study 5","none","study 5_s030","climate_83","climate",10,0,1,1,1,-1.64931190727859,-2.01454498819823,-0.994549642145949,-1.03913452161366
"study 5","none","study 5_s030","climate_87","climate",2,0,1,1,1,-1.64931190727859,-2.01454498819823,-0.994549642145949,-1.03913452161366
"study 5","none","study 5_s030","climate_85","climate",3,0,8,1,1,-1.64931190727859,-2.01454498819823,-0.994549642145949,-1.03913452161366
"study 5","none","study 5_s030","climate_81","climate",4,0,1,1,1,-1.64931190727859,-2.01454498819823,-0.994549642145949,-1.03913452161366
"study 5","none","study 5_s030","covid_88","covid",5,0,2,1,1,-1.64931190727859,-2.01454498819823,-0.994549642145949,-1.03913452161366
"study 5","none","study 5_s030","covid_86","covid",6,0,50,56,56,-1.64931190727859,-2.01454498819823,1.62268625823813,1.77625457635438
"study 5","none","study 5_s030","covid_82","covid",7,0,1,2,1,-1.64931190727859,-2.01454498819823,-0.946963534866239,-1.03913452161366
"study 5","none","study 5_s030","climate_89","climate",8,0,2,100,100,-1.64931190727859,-2.01454498819823,3.71647497854539,4.02856585472881
"study 5","none","study 5_s030","covid_84","covid",9,0,1,1,1,-1.64931190727859,-2.01454498819823,-0.994549642145949,-1.03913452161366
"study 5","none","study 5_s031","covid_46","covid",1,0,54,79,90,-0.453909684520134,-0.0915904598436944,1.51323821149479,1.55102344851693
"study 5","none","study 5_s031","climate_43","climate",10,0,1,63,64,-0.453909684520134,-0.0915904598436944,0.751860495019426,0.22011223856841
"study 5","none","study 5_s031","climate_45","climate",2,0,22,64,63,-0.453909684520134,-0.0915904598436944,0.799446602299136,0.168923345878082
"study 5","none","study 5_s031","climate_49","climate",3,0,61,71,71,-0.453909684520134,-0.0915904598436944,1.13254935325711,0.578434487400705
"study 5","none","study 5_s031","covid_48","covid",4,0,23,55,70,-0.453909684520134,-0.0915904598436944,0.371171636781742,0.527245594710377
"study 5","none","study 5_s031","climate_47","climate",5,0,1,49,59,-0.453909684520134,-0.0915904598436944,0.0856549931034787,-0.0358322248832297
"study 5","none","study 5_s031","covid_40","covid",6,0,4,9,12,-0.453909684520134,-0.0915904598436944,-1.81778929808494,-2.44171018132864
"study 5","none","study 5_s031","covid_44","covid",7,0,51,72,83,-0.453909684520134,-0.0915904598436944,1.18013546053682,1.19270119968464
"study 5","none","study 5_s031","covid_42","covid",8,0,3,6,65,-0.453909684520134,-0.0915904598436944,-1.96054761992407,0.271301131258738
"study 5","none","study 5_s031","climate_41","climate",9,0,2,4,20,-0.453909684520134,-0.0915904598436944,-2.05571983448349,-2.03219903980602
"study 5","none","study 5_s032","covid_54","covid",1,0,1,52,51,0.325700460757122,0.0085634218414379,-0.556757455172613,-0.547721151786509
"study 5","none","study 5_s032","covid_50","covid",10,0,1,51,50,0.325700460757122,0.0085634218414379,-0.604343562452323,-0.598910044476836
"study 5","none","study 5_s032","climate_51","climate",2,0,1,67,66,0.325700460757122,0.0085634218414379,0.157034154023044,0.22011223856841
"study 5","none","study 5_s032","climate_57","climate",3,0,2,75,77,0.325700460757122,0.0085634218414379,0.537723012260728,0.783190058162017
"study 5","none","study 5_s032","covid_58","covid",4,0,2,4,5,0.325700460757122,0.0085634218414379,-2.84089060459872,-2.90241021554159
"study 5","none","study 5_s032","covid_52","covid",5,0,2,72,72,0.325700460757122,0.0085634218414379,0.394964690421597,0.527245594710377
"study 5","none","study 5_s032","climate_55","climate",6,0,2,83,84,0.325700460757122,0.0085634218414379,0.918411870498412,1.14151230699431
"study 5","none","study 5_s032","climate_59","climate",7,0,3,74,52,0.325700460757122,0.0085634218414379,0.490136904981018,-0.496532259096181
"study 5","none","study 5_s032","climate_53","climate",8,0,2,78,80,0.325700460757122,0.0085634218414379,0.68048133409986,0.936756736233
"study 5","none","study 5_s032","covid_56","covid",9,0,1,81,80,0.325700460757122,0.0085634218414379,0.823239655938991,0.936756736233
"study 5","none","study 5_s033","climate_11","climate",1,0,42,66,65,-0.179864906180251,0.223894267464472,0.618619394636236,-0.0511888926903279
"study 5","none","study 5_s033","covid_16","covid",10,0,81,52,77,-0.179864906180251,0.223894267464472,-0.0475861072797105,0.563077819593607
"study 5","none","study 5_s033","climate_19","climate",2,0,63,51,52,-0.179864906180251,0.223894267464472,-0.095172214559421,-0.71664449766459
"study 5","none","study 5_s033","climate_13","climate",3,0,51,27,52,-0.179864906180251,0.223894267464472,-1.23723878927247,-0.71664449766459
"study 5","none","study 5_s033","covid_12","covid",4,0,71,81,82,-0.179864906180251,0.223894267464472,1.33241100383189,0.819022283045246
"study 5","none","study 5_s033","climate_15","climate",5,0,51,48,72,-0.179864906180251,0.223894267464472,-0.237930536398552,0.307133356141967
"study 5","none","study 5_s033","covid_18","covid",6,0,89,52,90,-0.179864906180251,0.223894267464472,-0.0475861072797105,1.22853342456787
"study 5","none","study 5_s033","covid_14","covid",7,0,68,51,50,-0.179864906180251,0.223894267464472,-0.095172214559421,-0.819022283045246
"study 5","none","study 5_s033","covid_10","covid",8,0,71,51,68,-0.179864906180251,0.223894267464472,-0.095172214559421,0.102377785380656
"study 5","none","study 5_s033","climate_17","climate",9,0,75,51,52,-0.179864906180251,0.223894267464472,-0.095172214559421,-0.71664449766459
"study 5","none","study 5_s034","climate_57","climate",1,0,49,67,75,-0.0381176070389313,0.399163560413454,0.523447180076815,0.281538909796803
"study 5","none","study 5_s034","climate_53","climate",10,0,41,4,82,-0.0381176070389313,0.399163560413454,-2.47447757854495,0.639861158629099
"study 5","none","study 5_s034","climate_55","climate",2,0,66,86,87,-0.0381176070389313,0.399163560413454,1.42758321839131,0.895805622080738
"study 5","none","study 5_s034","climate_59","climate",3,0,87,57,87,-0.0381176070389313,0.399163560413454,0.0475861072797105,0.895805622080738
"study 5","none","study 5_s034","covid_56","covid",4,0,28,75,74,-0.0381176070389313,0.399163560413454,0.904136038314499,0.230350017106476
"study 5","none","study 5_s034","covid_58","covid",5,0,92,69,34,-0.0381176070389313,0.399163560413454,0.618619394636236,-1.81720569050664
"study 5","none","study 5_s034","covid_54","covid",6,0,19,2,66,-0.0381176070389313,0.399163560413454,-2.56964979310437,-0.179161124416148
"study 5","none","study 5_s034","climate_51","climate",7,0,15,25,13,-0.0381176070389313,0.399163560413454,-1.47516932567102,-2.89217243700353
"study 5","none","study 5_s034","covid_52","covid",8,0,82,82,83,-0.0381176070389313,0.399163560413454,1.23723878927247,0.691050051319427
