"study","group","SID","item","article_cond","content","trial","sharing_type","msg_share","msg_rel_self","msg_rel_social","msg_rel_self_between","msg_rel_social_between","msg_rel_self_within","msg_rel_social_within"
"study 6","self","study 6_s636","health_62","self","health",8,0,79,72,67,1.10495192506621,1.39113734157289,-0.352957997753876,-1.11745520313097
"study 6","self","study 6_s636","climate_69","control","climate",9,0,99,99,99,1.10495192506621,1.39113734157289,0.755165948682712,0.366302742935048
"study 6","self","study 6_s638","health_62","control","health",1,0,50,36,32,-0.7316982824389,-0.847250138674553,-0.238041440345637,-0.630597127078057
"study 6","self","study 6_s638","climate_65","control","climate",10,0,81,77,60,-0.7316982824389,-0.847250138674553,1.44466529313214,0.667691075729707
"study 6","self","study 6_s638","climate_69","self","climate",2,0,91,37,63,-0.7316982824389,-0.847250138674553,-0.196999812699838,0.806793383173396
"study 6","self","study 6_s638","health_68","self","health",3,0,62,77,62,-0.7316982824389,-0.847250138674553,1.44466529313214,0.760425947358833
"study 6","self","study 6_s638","health_66","self","health",4,0,15,10,37,-0.7316982824389,-0.847250138674553,-1.30512375913643,-0.398759948005242
"study 6","self","study 6_s638","climate_61","control","climate",5,0,53,8,19,-0.7316982824389,-0.847250138674553,-1.38720701442802,-1.23337379266738
"study 6","self","study 6_s638","health_60","self","health",6,0,60,15,28,-0.7316982824389,-0.847250138674553,-1.09991562090743,-0.816066870336309
"study 6","self","study 6_s638","climate_67","self","climate",7,0,52,38,14,-0.7316982824389,-0.847250138674553,-0.155958185054038,-1.46521097174019
"study 6","self","study 6_s638","health_64","control","health",8,0,70,72,82,-0.7316982824389,-0.847250138674553,1.23945715490315,1.68777466365009
"study 6","self","study 6_s638","climate_63","control","climate",9,0,65,48,59,-0.7316982824389,-0.847250138674553,0.254458091403957,0.621323639915144
"study 6","self","study 6_s640","climate_93","control","climate",1,0,87,75,100,1.50257722772195,1.82405623885151,-0.574582787041194,0.00463674358145603
"study 6","self","study 6_s640","health_94","control","health",10,0,78,79,100,1.50257722772195,1.82405623885151,-0.410416276457996,0.00463674358145603
"study 6","self","study 6_s640","health_96","control","health",2,0,72,87,100,1.50257722772195,1.82405623885151,-0.0820832552915991,0.00463674358145603
"study 6","self","study 6_s640","climate_97","self","climate",3,0,67,100,99,1.50257722772195,1.82405623885151,0.451457904103795,-0.0417306922331069
"study 6","self","study 6_s640","climate_95","control","climate",4,0,74,93,100,1.50257722772195,1.82405623885151,0.164166510583198,0.00463674358145603
"study 6","self","study 6_s640","health_98","self","health",5,0,77,90,100,1.50257722772195,1.82405623885151,0.0410416276457996,0.00463674358145603
"study 6","self","study 6_s640","health_90","control","health",6,0,90,90,100,1.50257722772195,1.82405623885151,0.0410416276457996,0.00463674358145603
"study 6","self","study 6_s640","climate_99","self","climate",7,0,80,100,100,1.50257722772195,1.82405623885151,0.451457904103795,0.00463674358145603
"study 6","self","study 6_s640","climate_91","self","climate",8,0,64,76,100,1.50257722772195,1.82405623885151,-0.533541159395394,0.00463674358145603
"study 6","self","study 6_s640","health_92","self","health",9,0,70,100,100,1.50257722772195,1.82405623885151,0.451457904103795,0.00463674358145603
"study 6","social","study 6_s003","health_72","social","health",1,0,11,7,4,0.446976721862058,0.205529906980286,-2.45018517045423,-2.92114845631747
"study 6","social","study 6_s003","climate_79","social","climate",10,0,0,79,85,0.446976721862058,0.205529906980286,0.504812020043334,0.834613844662134
"study 6","social","study 6_s003","health_74","control","health",2,0,3,74,73,0.446976721862058,0.205529906980286,0.299603881814337,0.278204614887378
"study 6","social","study 6_s003","health_78","control","health",3,0,0,71,78,0.446976721862058,0.205529906980286,0.176478998876938,0.510041793960193
"study 6","social","study 6_s003","climate_71","control","climate",4,0,0,70,73,0.446976721862058,0.205529906980286,0.135437371231138,0.278204614887378
"study 6","social","study 6_s003","health_70","social","health",5,0,0,72,71,0.446976721862058,0.205529906980286,0.217520626522738,0.185469743258252
"study 6","social","study 6_s003","climate_75","control","climate",6,0,0,83,78,0.446976721862058,0.205529906980286,0.668978530626533,0.510041793960193
"study 6","social","study 6_s003","health_76","social","health",7,0,0,65,57,0.446976721862058,0.205529906980286,-0.0697707669978594,-0.46367435814563
"study 6","social","study 6_s003","climate_73","control","climate",8,0,0,68,78,0.446976721862058,0.205529906980286,0.0533541159395393,0.510041793960193
"study 6","social","study 6_s003","climate_77","social","climate",9,0,0,78,73,0.446976721862058,0.205529906980286,0.463770392397535,0.278204614887378
"study 6","social","study 6_s004","health_14","control","health",1,0,3,1,80,-1.45594436941901,0.136656446049595,-1.04656150496789,0.667691075729707
"study 6","social","study 6_s004","climate_15","control","climate",10,0,55,67,68,-1.45594436941901,0.136656446049595,1.66218591965488,0.111281845954951
"study 6","social","study 6_s004","health_10","control","health",2,0,1,2,66,-1.45594436941901,0.136656446049595,-1.00551987732209,0.0185469743258255
"study 6","social","study 6_s004","climate_11","social","climate",3,0,51,89,71,-1.45594436941901,0.136656446049595,2.56510172786247,0.25038415339864
"study 6","social","study 6_s004","health_12","social","health",4,0,1,2,71,-1.45594436941901,0.136656446049595,-1.00551987732209,0.25038415339864
"study 6","social","study 6_s004","climate_17","control","climate",5,0,9,14,79,-1.45594436941901,0.136656446049595,-0.513020345572494,0.621323639915144
"study 6","social","study 6_s004","climate_19","social","climate",6,0,1,18,60,-1.45594436941901,0.136656446049595,-0.348853834989296,-0.259657640561552
"study 6","social","study 6_s004","health_16","social","health",7,0,1,5,13,-1.45594436941901,0.136656446049595,-0.88239499438469,-2.43892712384601
"study 6","social","study 6_s004","climate_13","control","climate",8,0,40,59,75,-1.45594436941901,0.136656446049595,1.33385289848849,0.435853896656892
"study 6","social","study 6_s004","health_18","social","health",9,0,5,8,73,-1.45594436941901,0.136656446049595,-0.759270111447292,0.343119025027766
"study 6","social","study 6_s005","health_88","social","health",1,0,94,90,91,-1.56008432963837,-0.75869854604938,2.69643493632903,2.02162020151495
"study 6","social","study 6_s005","climate_85","control","climate",10,0,16,0,0,-1.56008432963837,-0.75869854604938,-0.997311551792929,-2.19781645761029
"study 6","social","study 6_s005","health_82","social","health",2,0,65,0,65,-1.56008432963837,-0.75869854604938,-0.997311551792929,0.816066870336309
"study 6","social","study 6_s005","health_80","control","health",3,0,87,0,86,-1.56008432963837,-0.75869854604938,-0.997311551792929,1.78978302244213
"study 6","social","study 6_s005","health_84","control","health",4,0,89,0,87,-1.56008432963837,-0.75869854604938,-0.997311551792929,1.83615045825669
"study 6","social","study 6_s005","climate_83","social","climate",5,0,95,73,56,-1.56008432963837,-0.75869854604938,1.99872726635044,0.398759948005242
"study 6","social","study 6_s005","climate_81","control","climate",6,0,0,0,0,-1.56008432963837,-0.75869854604938,-0.997311551792929,-2.19781645761029
"study 6","social","study 6_s005","climate_87","social","climate",7,0,100,80,89,-1.56008432963837,-0.75869854604938,2.28601865987104,1.92888532988582
"study 6","social","study 6_s005","climate_89","social","climate",8,0,45,0,0,-1.56008432963837,-0.75869854604938,-0.997311551792929,-2.19781645761029
"study 6","social","study 6_s005","health_86","control","health",9,0,0,0,0,-1.56008432963837,-0.75869854604938,-0.997311551792929,-2.19781645761029
"study 6","social","study 6_s008","climate_89","control","climate",1,0,15,44,25,-0.637025591330389,-0.660307887576965,0.00820832552916003,-1.13136543387534
"study 6","social","study 6_s008","climate_81","social","climate",10,0,70,44,43,-0.637025591330389,-0.660307887576965,0.00820832552916003,-0.296751589213203
"study 6","social","study 6_s008","health_86","control","health",2,0,57,50,55,-0.637025591330389,-0.660307887576965,0.254458091403957,0.259657640561553
"study 6","social","study 6_s008","climate_85","control","climate",3,0,26,52,75,-0.637025591330389,-0.660307887576965,0.336541346695556,1.18700635685281
"study 6","social","study 6_s008","health_82","control","health",4,0,35,24,39,-0.637025591330389,-0.660307887576965,-0.812624227386831,-0.482221332471455
"study 6","social","study 6_s008","health_80","social","health",5,0,66,52,63,-0.637025591330389,-0.660307887576965,0.336541346695556,0.630597127078057
"study 6","social","study 6_s008","climate_83","social","climate",6,0,76,71,76,-0.637025591330389,-0.660307887576965,1.11633227196575,1.23337379266738
"study 6","social","study 6_s008","climate_87","social","climate",7,0,24,49,48,-0.637025591330389,-0.660307887576965,0.213416463758158,-0.0649144101403881
"study 6","social","study 6_s008","health_84","control","health",8,0,53,42,48,-0.637025591330389,-0.660307887576965,-0.0738749297624391,-0.0649144101403881
"study 6","social","study 6_s008","health_88","social","health",9,0,25,10,22,-0.637025591330389,-0.660307887576965,-1.38720701442802,-1.27046774131903
"study 6","social","study 6_s010","health_88","social","health",1,0,0,0,0,-1.92457419040613,-1.4523526882799,-0.681291018920273,-1.54403561262495
"study 6","social","study 6_s010","climate_85","control","climate",10,0,0,0,0,-1.92457419040613,-1.4523526882799,-0.681291018920273,-1.54403561262495
"study 6","social","study 6_s010","climate_81","social","climate",2,0,0,61,63,-1.92457419040613,-1.4523526882799,1.8222482674735,1.37711284369252
"study 6","social","study 6_s010","climate_87","control","climate",3,0,0,0,0,-1.92457419040613,-1.4523526882799,-0.681291018920273,-1.54403561262495
"study 6","social","study 6_s010","climate_89","control","climate",4,0,0,0,0,-1.92457419040613,-1.4523526882799,-0.681291018920273,-1.54403561262495
"study 6","social","study 6_s010","climate_83","control","climate",5,0,0,67,67,-1.92457419040613,-1.4523526882799,2.0684980333483,1.56258258695077
"study 6","social","study 6_s010","health_82","social","health",6,0,0,0,22,-1.92457419040613,-1.4523526882799,-0.681291018920273,-0.523952024704562
"study 6","social","study 6_s010","health_80","control","health",7,0,0,0,0,-1.92457419040613,-1.4523526882799,-0.681291018920273,-1.54403561262495
"study 6","social","study 6_s010","health_86","social","health",8,0,16,0,96,-1.92457419040613,-1.4523526882799,-0.681291018920273,2.9072382255731
"study 6","social","study 6_s010","health_84","social","health",9,0,14,38,85,-1.92457419040613,-1.4523526882799,0.87829083162011,2.39719643161291
"study 6","social","study 6_s012","climate_109","control","climate",1,0,9,6,10,-1.54588342597209,-1.2850885688768,-0.763374274211872,-1.23801053624883
"study 6","social","study 6_s012","health_108","social","health",10,0,5,3,4,-1.54588342597209,-1.2850885688768,-0.886499157149271,-1.51621515113621
"study 6","social","study 6_s012","climate_101","social","climate",2,0,1,11,43,-1.54588342597209,-1.2850885688768,-0.558166135982874,0.292114845631747
"study 6","social","study 6_s012","health_104","social","health",3,0,63,12,66,-1.54588342597209,-1.2850885688768,-0.517124508337074,1.3585658693667
"study 6","social","study 6_s012","health_102","control","health",4,0,39,100,25,-1.54588342597209,-1.2850885688768,3.09453872449329,-0.542498999030387
"study 6","social","study 6_s012","climate_107","control","climate",5,0,59,59,33,-1.54588342597209,-1.2850885688768,1.4118319910155,-0.171559512513883
"study 6","social","study 6_s012","climate_103","social","climate",6,0,19,4,34,-1.54588342597209,-1.2850885688768,-0.845457529503471,-0.12519207669932
"study 6","social","study 6_s012","health_100","social","health",7,0,28,36,66,-1.54588342597209,-1.2850885688768,0.467874555162115,1.3585658693667
"study 6","social","study 6_s012","health_106","control","health",8,0,8,10,80,-1.54588342597209,-1.2850885688768,-0.599207763628674,2.00770997077058
"study 6","social","study 6_s012","climate_105","control","climate",9,0,7,5,6,-1.54588342597209,-1.2850885688768,-0.804415901857671,-1.42348027950708
"study 6","social","study 6_s015","climate_47","social","climate",1,0,88,88,51,0.446976721862058,-0.537319564486446,0.87418666885553,-0.0417306922331066
"study 6","social","study 6_s015","climate_49","control","climate",10,0,9,83,50,0.446976721862058,-0.537319564486446,0.668978530626533,-0.0880981280476696
"study 6","social","study 6_s015","health_42","social","health",2,0,90,100,54,0.446976721862058,-0.537319564486446,1.36668620060513,0.0973716152105823
"study 6","social","study 6_s015","climate_41","control","climate",3,0,79,79,51,0.446976721862058,-0.537319564486446,0.504812020043334,-0.0417306922331066
"study 6","social","study 6_s015","climate_43","social","climate",4,0,50,82,50,0.446976721862058,-0.537319564486446,0.627936902980733,-0.0880981280476696
"study 6","social","study 6_s015","climate_45","social","climate",5,0,80,100,100,0.446976721862058,-0.537319564486446,1.36668620060513,2.23027366268048
"study 6","social","study 6_s015","health_48","control","health",6,0,60,79,78,0.446976721862058,-0.537319564486446,0.504812020043334,1.21019007476009
"study 6","social","study 6_s015","health_40","social","health",7,0,48,28,27,0.446976721862058,-0.537319564486446,-1.58831098989244,-1.15454915178262
"study 6","social","study 6_s015","health_46","control","health",8,0,51,21,52,0.446976721862058,-0.537319564486446,-1.87560238341304,0.00463674358145636
"study 6","social","study 6_s015","health_44","control","health",9,0,15,7,6,0.446976721862058,-0.537319564486446,-2.45018517045423,-2.12826530388844
"study 6","social","study 6_s017","health_80","control","health",1,0,85,20,87,-0.518684727444751,0.490862816550289,-1.07939480708453,0.658417588566794
"study 6","social","study 6_s017","health_84","social","health",10,0,79,65,81,-0.518684727444751,0.490862816550289,0.767478436976452,0.380212973679417
"study 6","social","study 6_s017","health_86","social","health",2,0,80,28,83,-0.518684727444751,0.490862816550289,-0.751061785918132,0.472947845308543
"study 6","social","study 6_s017","health_88","social","health",3,0,58,32,58,-0.518684727444751,0.490862816550289,-0.586895275334934,-0.686238050055532
"study 6","social","study 6_s017","climate_85","control","climate",4,0,84,56,69,-0.518684727444751,0.490862816550289,0.398103788164256,-0.176196256095339
"study 6","social","study 6_s017","climate_87","control","climate",5,0,76,63,76,-0.518684727444751,0.490862816550289,0.685395181684853,0.148375794606602
"study 6","social","study 6_s017","climate_89","control","climate",6,0,57,31,53,-0.518684727444751,0.490862816550289,-0.627936902980733,-0.918075229128347
"study 6","social","study 6_s017","climate_81","control","climate",7,0,77,59,72,-0.518684727444751,0.490862816550289,0.521228671101654,-0.0370939486516502
"study 6","social","study 6_s017","health_82","social","health",8,0,75,56,77,-0.518684727444751,0.490862816550289,0.398103788164256,0.194743230421165
"study 6","social","study 6_s017","climate_83","social","climate",9,0,67,53,72,-0.518684727444751,0.490862816550289,0.274978905226857,-0.0370939486516502
"study 6","social","study 6_s018","climate_99","control","climate",1,0,81,65,67,-1.05831906676326,-0.42908984016679,1.23535299213857,0.598139922007862
"study 6","social","study 6_s018","climate_91","social","climate",10,0,17,24,42,-1.05831906676326,-0.42908984016679,-0.447353741339215,-0.561045973356212
"study 6","social","study 6_s018","climate_97","social","climate",2,0,83,69,78,-1.05831906676326,-0.42908984016679,1.39951950272176,1.10818171596806
"study 6","social","study 6_s018","climate_95","social","climate",3,0,15,24,18,-1.05831906676326,-0.42908984016679,-0.447353741339215,-1.67386443290572
"study 6","social","study 6_s018","health_96","social","health",4,0,49,61,68,-1.05831906676326,-0.42908984016679,1.07118648155537,0.644507357822425
"study 6","social","study 6_s018","health_92","social","health",5,0,70,1,79,-1.05831906676326,-0.42908984016679,-1.3913111771926,1.15454915178262
"study 6","social","study 6_s018","health_98","control","health",6,0,7,3,28,-1.05831906676326,-0.42908984016679,-1.30922792190101,-1.21019007476009
"study 6","social","study 6_s018","health_94","control","health",7,0,93,86,85,-1.05831906676326,-0.42908984016679,2.09722717270036,1.43275376667
"study 6","social","study 6_s018","health_90","control","health",8,0,53,2,62,-1.05831906676326,-0.42908984016679,-1.35026954954681,0.366302742935047
"study 6","social","study 6_s018","climate_93","control","climate",9,0,0,14,14,-1.05831906676326,-0.42908984016679,-0.857770017797211,-1.85933417616398
"study 6","social","study 6_s024","climate_27","social","climate",1,0,11,23,75,-0.958912741099325,0.200610374056666,-0.574582787041194,0.37557623009796
"study 6","social","study 6_s024","health_26","control","health",10,0,6,19,73,-0.958912741099325,0.200610374056666,-0.738749297624392,0.282841358468834
"study 6","social","study 6_s024","climate_23","social","climate",2,0,22,39,76,-0.958912741099325,0.200610374056666,0.0820832552915991,0.421943665912523
"study 6","social","study 6_s024","health_24","control","health",3,0,11,31,66,-0.958912741099325,0.200610374056666,-0.246249765874797,-0.0417306922331069
"study 6","social","study 6_s024","health_22","control","health",4,0,10,23,81,-0.958912741099325,0.200610374056666,-0.574582787041194,0.653780844985338
"study 6","social","study 6_s024","climate_25","social","climate",5,0,59,85,84,-0.958912741099325,0.200610374056666,1.96999812699838,0.792883152429027
"study 6","social","study 6_s024","climate_29","social","climate",6,0,61,68,80,-0.958912741099325,0.200610374056666,1.27229045701979,0.607413409170775
"study 6","social","study 6_s024","health_28","social","health",7,0,25,61,90,-0.958912741099325,0.200610374056666,0.984999063499189,1.0710877673164
"study 6","social","study 6_s024","health_20","control","health",8,0,11,19,42,-0.958912741099325,0.200610374056666,-0.738749297624392,-1.15454915178262
"study 6","social","study 6_s024","climate_21","control","climate",9,0,1,2,2,-0.958912741099325,0.200610374056666,-1.43645696760298,-3.00924658436514
"study 6","social","study 6_s025","health_100","control","health",1,0,80,82,84,1.64931989894014,1.61743585605944,-0.414520439222575,-0.542498999030387
"study 6","social","study 6_s025","climate_105","social","climate",10,0,94,98,98,1.64931989894014,1.61743585605944,0.242145603110218,0.106645102373495
"study 6","social","study 6_s025","health_102","control","health",2,0,58,92,93,1.64931989894014,1.61743585605944,-0.00410416276457972,-0.12519207669932
"study 6","social","study 6_s025","climate_103","control","climate",3,0,82,98,99,1.64931989894014,1.61743585605944,0.242145603110218,0.153012538188058
"study 6","social","study 6_s025","climate_109","social","climate",4,0,65,93,100,1.64931989894014,1.61743585605944,0.0369374648812198,0.199379974002621
"study 6","social","study 6_s025","climate_101","social","climate",5,0,95,100,100,1.64931989894014,1.61743585605944,0.324228858401817,0.199379974002621
"study 6","social","study 6_s025","health_108","social","health",6,0,39,75,96,1.64931989894014,1.61743585605944,-0.701811832743172,0.0139102307443688
"study 6","social","study 6_s025","health_106","social","health",7,0,69,100,100,1.64931989894014,1.61743585605944,0.324228858401817,0.199379974002621
"study 6","social","study 6_s025","health_104","control","health",8,0,95,96,100,1.64931989894014,1.61743585605944,0.160062347818619,0.199379974002621
"study 6","social","study 6_s025","climate_107","control","climate",9,0,91,87,87,1.64931989894014,1.61743585605944,-0.209312300993578,-0.403396691586698
"study 6","social","study 6_s028","climate_109","control","climate",1,0,85,86,90,0.764130237075568,1.01725283937771,0.517124508337074,0.301388332794659
"study 6","social","study 6_s028","climate_101","control","climate",10,0,74,77,86,0.764130237075568,1.01725283937771,0.147749859524878,0.115918589536407
"study 6","social","study 6_s028","health_100","control","health",2,0,85,81,89,0.764130237075568,1.01725283937771,0.311916370108076,0.255020896980096
"study 6","social","study 6_s028","health_106","control","health",3,0,85,81,86,0.764130237075568,1.01725283937771,0.311916370108076,0.115918589536407
"study 6","social","study 6_s028","health_104","social","health",4,0,88,42,78,0.764130237075568,1.01725283937771,-1.28870710807811,-0.255020896980096
"study 6","social","study 6_s028","climate_105","social","climate",5,0,80,57,78,0.764130237075568,1.01725283937771,-0.673082693391113,-0.255020896980096
"study 6","social","study 6_s028","climate_107","social","climate",6,0,81,73,79,0.764130237075568,1.01725283937771,-0.0164166510583201,-0.208653461165533
"study 6","social","study 6_s028","health_102","social","health",7,0,72,80,80,0.764130237075568,1.01725283937771,0.270874742462277,-0.16228602535097
"study 6","social","study 6_s028","health_108","social","health",8,0,71,79,85,0.764130237075568,1.01725283937771,0.229833114816477,0.0695511537218445
"study 6","social","study 6_s028","climate_103","control","climate",9,0,80,78,84,0.764130237075568,1.01725283937771,0.188791487170678,0.0231837179072815
"study 6","social","study 6_s031","climate_49","control","climate",1,0,84,85,95,1.0860173868445,0.687644133495119,0.196999812699838,0.843887331825046
"study 6","social","study 6_s031","health_46","control","health",10,0,72,16,8,1.0860173868445,0.687644133495119,-2.63487249486033,-3.19007958404193
"study 6","social","study 6_s031","health_40","social","health",2,0,75,95,89,1.0860173868445,0.687644133495119,0.607416089157833,0.565682716937668
"study 6","social","study 6_s031","health_42","social","health",3,0,93,93,99,1.0860173868445,0.687644133495119,0.525332833866234,1.0293570750833
"study 6","social","study 6_s031","climate_43","social","climate",4,0,92,96,84,1.0860173868445,0.687644133495119,0.648457716803633,0.333845537864854
"study 6","social","study 6_s031","health_48","social","health",5,0,90,88,75,1.0860173868445,0.687644133495119,0.320124695637236,-0.0834613844662132
"study 6","social","study 6_s031","climate_41","social","climate",6,0,15,79,70,1.0860173868445,0.687644133495119,-0.0492499531749596,-0.315298563539028
"study 6","social","study 6_s031","climate_45","control","climate",7,0,89,86,78,1.0860173868445,0.687644133495119,0.238041440345637,0.0556409229774757
"study 6","social","study 6_s031","climate_47","control","climate",8,0,97,91,85,1.0860173868445,0.687644133495119,0.443249578574635,0.380212973679417
"study 6","social","study 6_s031","health_44","control","health",9,0,52,73,85,1.0860173868445,0.687644133495119,-0.295499719049757,0.380212973679417
"study 6","social","study 6_s037","climate_89","social","climate",1,0,83,72,86,-0.258334826896347,0.176012709438562,0.829040878445151,0.908801741965434
"study 6","social","study 6_s037","climate_87","social","climate",10,0,69,48,58,-0.258334826896347,0.176012709438562,-0.155958185054038,-0.389486460842329
"study 6","social","study 6_s037","health_80","control","health",2,0,63,9,67,-0.258334826896347,0.176012709438562,-1.75658166324022,0.0278204614887375
"study 6","social","study 6_s037","health_86","control","health",3,0,68,54,67,-0.258334826896347,0.176012709438562,0.0902915808207591,0.0278204614887375
"study 6","social","study 6_s037","climate_83","control","climate",4,0,82,52,70,-0.258334826896347,0.176012709438562,0.00820832552916003,0.166922768932426
"study 6","social","study 6_s037","health_88","social","health",5,0,84,35,36,-0.258334826896347,0.176012709438562,-0.689499344449432,-1.40957004876271
"study 6","social","study 6_s037","health_82","social","health",6,0,55,61,75,-0.258334826896347,0.176012709438562,0.377582974341356,0.398759948005241
"study 6","social","study 6_s037","climate_85","social","climate",7,0,56,66,79,-0.258334826896347,0.176012709438562,0.582791112570354,0.584229691263493
"study 6","social","study 6_s037","climate_81","control","climate",8,0,83,94,85,-0.258334826896347,0.176012709438562,1.73195668665274,0.862434306150871
"study 6","social","study 6_s037","health_84","control","health",9,0,45,27,41,-0.258334826896347,0.176012709438562,-1.01783236561583,-1.1777328696899
"study 6","social","study 6_s038","climate_65","control","climate",1,0,0,17,0,-1.20032810342603,-0.665227420500586,-0.611520251922413,-2.28591458565795
"study 6","social","study 6_s038","climate_63","control","climate",10,0,32,16,52,-1.20032810342603,-0.665227420500586,-0.652561879568213,0.12519207669932
"study 6","social","study 6_s038","health_68","social","health",2,0,20,35,50,-1.20032810342603,-0.665227420500586,0.127229045701979,0.0324572050701942
"study 6","social","study 6_s038","climate_69","social","climate",3,0,10,50,38,-1.20032810342603,-0.665227420500586,0.742853460388972,-0.523952024704562
"study 6","social","study 6_s038","health_60","control","health",4,0,50,0,80,-1.20032810342603,-0.665227420500586,-1.30922792190101,1.42348027950708
"study 6","social","study 6_s038","health_66","control","health",5,0,0,0,75,-1.20032810342603,-0.665227420500586,-1.30922792190101,1.19164310043427
"study 6","social","study 6_s038","health_64","social","health",6,0,50,51,40,-1.20032810342603,-0.665227420500586,0.783895088034772,-0.431217153075436
"study 6","social","study 6_s038","health_62","social","health",7,0,65,33,51,-1.20032810342603,-0.665227420500586,0.0451457904103796,0.0788246408847572
"study 6","social","study 6_s038","climate_61","social","climate",8,0,21,50,39,-1.20032810342603,-0.665227420500586,0.742853460388972,-0.477584588889999
"study 6","social","study 6_s038","climate_67","control","climate",9,0,33,67,68,-1.20032810342603,-0.665227420500586,1.44056113036756,0.867071049732328
"study 6","social","study 6_s041","climate_51","social","climate",1,0,96,88,89,0.347570396198121,0.185851775285803,0.96037408691171,1.03863056224621
"study 6","social","study 6_s041","climate_57","social","climate",10,0,92,96,96,0.347570396198121,0.185851775285803,1.28870710807811,1.36320261294815
"study 6","social","study 6_s041","health_52","social","health",2,0,95,100,100,0.347570396198121,0.185851775285803,1.4528736186613,1.5486723562064
"study 6","social","study 6_s041","health_50","social","health",3,0,91,100,100,0.347570396198121,0.185851775285803,1.4528736186613,1.5486723562064
"study 6","social","study 6_s041","health_56","control","health",4,0,79,71,50,0.347570396198121,0.185851775285803,0.262666416933117,-0.769699434521745
"study 6","social","study 6_s041","climate_53","control","climate",5,0,17,10,10,0.347570396198121,0.185851775285803,-2.24087286946066,-2.62439686710426
"study 6","social","study 6_s041","health_58","control","health",6,0,3,1,1,0.347570396198121,0.185851775285803,-2.61024751827285,-3.04170378943533
"study 6","social","study 6_s041","climate_55","control","climate",7,0,50,58,66,0.347570396198121,0.185851775285803,-0.270874742462277,-0.0278204614887375
"study 6","social","study 6_s041","health_54","control","health",8,0,32,26,58,0.347570396198121,0.185851775285803,-1.58420682712786,-0.398759948005241
"study 6","social","study 6_s041","climate_59","social","climate",9,0,87,96,96,0.347570396198121,0.185851775285803,1.28870710807811,1.36320261294815
"study 6","social","study 6_s042","climate_15","control","climate",1,0,91,97,86,1.2895636727278,1.24847088678788,0.513020345572494,-0.102008358792039
"study 6","social","study 6_s042","health_18","control","health",10,0,72,85,94,1.2895636727278,1.24847088678788,0.0205208138228998,0.268931127724465
"study 6","social","study 6_s042","climate_17","social","climate",2,0,83,76,89,1.2895636727278,1.24847088678788,-0.348853834989296,0.0370939486516502
"study 6","social","study 6_s042","climate_19","control","climate",3,0,86,74,82,1.2895636727278,1.24847088678788,-0.430937090280895,-0.287478102050291
"study 6","social","study 6_s042","health_16","social","health",4,0,81,74,85,1.2895636727278,1.24847088678788,-0.430937090280895,-0.148375794606602
"study 6","social","study 6_s042","climate_13","social","climate",5,0,84,90,95,1.2895636727278,1.24847088678788,0.225728952051898,0.315298563539028
"study 6","social","study 6_s042","health_12","control","health",6,0,81,96,84,1.2895636727278,1.24847088678788,0.471978717926695,-0.194743230421165
"study 6","social","study 6_s042","health_10","control","health",7,0,76,67,86,1.2895636727278,1.24847088678788,-0.718228483801492,-0.102008358792039
"study 6","social","study 6_s042","health_14","social","health",8,0,95,91,97,1.2895636727278,1.24847088678788,0.266770579697697,0.408033435168154
"study 6","social","study 6_s042","climate_11","social","climate",9,0,85,95,84,1.2895636727278,1.24847088678788,0.430937090280895,-0.194743230421165
"study 6","social","study 6_s045","health_74","control","health",1,0,0,0,18,-2.05711595795805,-2.29359281821905,-0.566374461512034,0.0834613844662134
"study 6","social","study 6_s045","health_72","control","health",10,0,3,8,5,-2.05711595795805,-2.29359281821905,-0.238041440345637,-0.519315281123105
"study 6","social","study 6_s045","climate_73","control","climate",2,0,5,49,49,-2.05711595795805,-2.29359281821905,1.44466529313214,1.52085189471767
"study 6","social","study 6_s045","health_76","social","health",3,0,6,14,14,-2.05711595795805,-2.29359281821905,0.00820832552915988,-0.102008358792039
"study 6","social","study 6_s045","climate_79","social","climate",4,0,16,11,16,-2.05711595795805,-2.29359281821905,-0.114916557408239,-0.00927348716291256
"study 6","social","study 6_s045","health_78","social","health",5,0,7,10,10,-2.05711595795805,-2.29359281821905,-0.155958185054038,-0.28747810205029
"study 6","social","study 6_s045","climate_71","social","climate",6,0,19,15,18,-2.05711595795805,-2.29359281821905,0.0492499531749594,0.0834613844662134
"study 6","social","study 6_s045","climate_75","control","climate",7,0,8,19,16,-2.05711595795805,-2.29359281821905,0.213416463758158,-0.00927348716291256
"study 6","social","study 6_s045","climate_77","social","climate",8,0,6,5,7,-2.05711595795805,-2.29359281821905,-0.361166323283036,-0.426580409493979
"study 6","social","study 6_s045","health_70","control","health",9,0,8,7,9,-2.05711595795805,-2.29359281821905,-0.279083067991437,-0.333845537864853
"study 6","social","study 6_s049","health_94","control","health",1,0,71,56,68,0.607920296746525,0.604012073793566,-0.578686949805774,-0.329208794283397
"study 6","social","study 6_s049","climate_93","social","climate",10,0,70,66,66,0.607920296746525,0.604012073793566,-0.168270673347778,-0.421943665912523
"study 6","social","study 6_s049","health_92","control","health",2,0,21,76,79,0.607920296746525,0.604012073793566,0.242145603110218,0.180832999676796
"study 6","social","study 6_s049","health_96","social","health",3,0,84,70,75,0.607920296746525,0.604012073793566,-0.00410416276457972,-0.00463674358145603
"study 6","social","study 6_s049","health_98","control","health",4,0,86,100,72,0.607920296746525,0.604012073793566,1.22714466660941,-0.143739051025145
