"study","group","SID","item","content","trial","sharing_type","msg_share","msg_rel_self","msg_rel_social","msg_rel_self_between","msg_rel_social_between","msg_rel_self_within","msg_rel_social_within"
"study 3","control","study 3_s002","study 3_control_1","voting",1,0,100,81,82,0.818217172469748,0.633815809165098,-0.345191585236377,-0.325276748806389
"study 3","control","study 3_s002","study 3_control_2","voting",2,0,100,93,94,0.818217172469748,0.633815809165098,0.368997901459575,0.487915123209585
"study 3","control","study 3_s002","study 3_control_3","voting",3,0,100,86,82,0.818217172469748,0.633815809165098,-0.0476126324463966,-0.325276748806389
"study 3","control","study 3_s002","study 3_control_4","voting",4,0,100,93,93,0.818217172469748,0.633815809165098,0.368997901459575,0.42014913387492
"study 3","control","study 3_s002","study 3_control_5","voting",5,0,100,81,83,0.818217172469748,0.633815809165098,-0.345191585236377,-0.257510759471725
"study 3","control","study 3_s005","study 3_control_1","voting",1,0,41,22,20,-0.468153039544142,-1.09791916232351,-2.22589056686905,-2.65642678191885
"study 3","control","study 3_s005","study 3_control_2","voting",2,0,64,68,70,-0.468153039544142,-1.09791916232351,0.511835798798766,0.731872684814377
"study 3","control","study 3_s005","study 3_control_3","voting",3,0,98,82,80,-0.468153039544142,-1.09791916232351,1.34505686661071,1.40953257816102
"study 3","control","study 3_s005","study 3_control_4","voting",4,0,19,49,49,-0.468153039544142,-1.09791916232351,-0.618964221803158,-0.691213091213578
"study 3","control","study 3_s005","study 3_control_5","voting",5,0,96,76,77,-0.468153039544142,-1.09791916232351,0.987962123262734,1.20623461015703
"study 3","control","study 3_s007","study 3_control_1","voting",1,0,84,79,100,1.00600844429659,1.19851199552008,-0.702286328584353,0.284617155205591
"study 3","control","study 3_s007","study 3_control_2","voting",2,0,100,100,100,1.00600844429659,1.19851199552008,0.547545273133563,0.284617155205591
"study 3","control","study 3_s007","study 3_control_3","voting",3,0,100,87,100,1.00600844429659,1.19851199552008,-0.226160004120385,0.284617155205591
"study 3","control","study 3_s007","study 3_control_4","voting",4,0,100,88,92,1.00600844429659,1.19851199552008,-0.166644213562389,-0.257510759471725
"study 3","control","study 3_s007","study 3_control_5","voting",5,0,100,100,87,1.00600844429659,1.19851199552008,0.547545273133563,-0.596340706145048
"study 3","control","study 3_s008","study 3_control_1","voting",1,0,81,100,90,1.01539800788794,1.0981215623903,0.535642115021964,-0.284617155205591
"study 3","control","study 3_s008","study 3_control_2","voting",2,0,79,100,100,1.01539800788794,1.0981215623903,0.535642115021964,0.393042738141054
"study 3","control","study 3_s008","study 3_control_3","voting",3,0,69,82,100,1.01539800788794,1.0981215623903,-0.535642115021964,0.393042738141054
"study 3","control","study 3_s008","study 3_control_4","voting",4,0,20,73,81,1.01539800788794,1.0981215623903,-1.07128423004393,-0.894511059217572
"study 3","control","study 3_s008","study 3_control_5","voting",5,0,81,100,100,1.01539800788794,1.0981215623903,0.535642115021964,0.393042738141054
"study 3","control","study 3_s010","study 3_control_1","voting",1,0,78,100,100,1.35342229717626,1.34909764521474,0.107128423004393,0.121978780802396
"study 3","control","study 3_s010","study 3_control_2","voting",2,0,60,100,100,1.35342229717626,1.34909764521474,0.107128423004393,0.121978780802396
"study 3","control","study 3_s010","study 3_control_3","voting",3,0,84,100,100,1.35342229717626,1.34909764521474,0.107128423004393,0.121978780802396
"study 3","control","study 3_s010","study 3_control_4","voting",4,0,89,91,91,1.35342229717626,1.34909764521474,-0.428513692017571,-0.487915123209585
"study 3","control","study 3_s010","study 3_control_5","voting",5,0,79,100,100,1.35342229717626,1.34909764521474,0.107128423004393,0.121978780802396
"study 3","control","study 3_s012","study 3_control_1","voting",1,0,66,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s012","study 3_control_2","voting",2,0,72,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s012","study 3_control_3","voting",3,0,81,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s012","study 3_control_4","voting",4,0,93,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s012","study 3_control_5","voting",5,0,78,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s014","study 3_control_1","voting",1,0,68,91,93,0.968450189931224,0.847145479565869,0.059515790557996,0.18974477013706
"study 3","control","study 3_s014","study 3_control_2","voting",2,0,74,90,89,0.968450189931224,0.847145479565869,0,-0.0813191872015976
"study 3","control","study 3_s014","study 3_control_3","voting",3,0,75,89,90,0.968450189931224,0.847145479565869,-0.059515790557996,-0.0135531978669331
"study 3","control","study 3_s014","study 3_control_4","voting",4,0,73,87,87,0.968450189931224,0.847145479565869,-0.178547371673988,-0.216851165870927
"study 3","control","study 3_s014","study 3_control_5","voting",5,0,72,93,92,0.968450189931224,0.847145479565869,0.178547371673988,0.121978780802396
"study 3","control","study 3_s017","study 3_control_1","voting",1,0,74,72,73,0.189116411849817,-0.144210047590654,-0.0833221067811947,-0.0948723850685307
"study 3","control","study 3_s017","study 3_control_2","voting",2,0,64,67,68,0.189116411849817,-0.144210047590654,-0.380901059571175,-0.433702331741853
"study 3","control","study 3_s017","study 3_control_3","voting",3,0,93,79,79,0.189116411849817,-0.144210047590654,0.333288427124777,0.311723550939456
"study 3","control","study 3_s017","study 3_control_4","voting",4,0,84,76,77,0.189116411849817,-0.144210047590654,0.154741055450789,0.176191572270127
"study 3","control","study 3_s017","study 3_control_5","voting",5,0,45,73,75,0.189116411849817,-0.144210047590654,-0.0238063162231987,0.0406595936007983
"study 3","control","study 3_s019","study 3_control_1","voting",1,0,0,100,100,0.217285102623844,-0.156758851731876,1.5474105545079,1.74836252483434
"study 3","control","study 3_s019","study 3_control_2","voting",2,0,0,56,56,0.217285102623844,-0.156758851731876,-1.07128423004393,-1.23334100589089
"study 3","control","study 3_s019","study 3_control_3","voting",3,0,64,100,100,0.217285102623844,-0.156758851731876,1.5474105545079,1.74836252483434
"study 3","control","study 3_s019","study 3_control_4","voting",4,0,6,30,30,0.217285102623844,-0.156758851731876,-2.61869478455182,-2.99525672859217
"study 3","control","study 3_s019","study 3_control_5","voting",5,0,51,84,85,0.217285102623844,-0.156758851731876,0.59515790557996,0.731872684814377
"study 3","control","study 3_s021","study 3_control_1","voting",1,0,0,61,61,-0.608996493414275,-1.63751774039605,0.273772636566782,0.704766289080511
"study 3","control","study 3_s021","study 3_control_2","voting",2,0,0,50,50,-0.608996493414275,-1.63751774039605,-0.380901059571174,-0.0406595936007988
"study 3","control","study 3_s021","study 3_control_3","voting",3,0,0,81,81,-0.608996493414275,-1.63751774039605,1.4640884477267,2.0600860757738
"study 3","control","study 3_s021","study 3_control_4","voting",4,0,0,30,0,-0.608996493414275,-1.63751774039605,-1.57121687073109,-3.42895906033402
"study 3","control","study 3_s021","study 3_control_5","voting",5,0,0,60,61,-0.608996493414275,-1.63751774039605,0.214256846008786,0.704766289080511
"study 3","control","study 3_s023","study 3_control_1","voting",1,0,45,58,59,-0.327309585674008,-1.46183448241894,-0.261869478455182,0.379489540274121
"study 3","control","study 3_s023","study 3_control_2","voting",2,0,21,60,59,-0.327309585674008,-1.46183448241894,-0.14283789733919,0.379489540274121
"study 3","control","study 3_s023","study 3_control_3","voting",3,0,48,73,74,-0.327309585674008,-1.46183448241894,0.630867379914758,1.39597938029409
"study 3","control","study 3_s023","study 3_control_4","voting",4,0,43,60,36,-0.327309585674008,-1.46183448241894,-0.14283789733919,-1.17912821442316
"study 3","control","study 3_s023","study 3_control_5","voting",5,0,29,61,39,-0.327309585674008,-1.46183448241894,-0.0833221067811943,-0.975830246419169
"study 3","control","study 3_s024","study 3_control_1","voting",1,0,0,9,50,-2.83432306456239,-1.5496761114075,0,-0.135531978669329
"study 3","control","study 3_s024","study 3_control_2","voting",2,0,0,9,50,-2.83432306456239,-1.5496761114075,0,-0.135531978669329
"study 3","control","study 3_s024","study 3_control_3","voting",3,0,0,9,60,-2.83432306456239,-1.5496761114075,0,0.542127914677316
"study 3","control","study 3_s024","study 3_control_4","voting",4,0,0,9,50,-2.83432306456239,-1.5496761114075,0,-0.135531978669329
"study 3","control","study 3_s024","study 3_control_5","voting",5,0,0,9,50,-2.83432306456239,-1.5496761114075,0,-0.135531978669329
"study 3","control","study 3_s026","study 3_control_1","voting",1,0,18,58,58,-1.35077201713031,-0.846943079499075,1.03557475570913,-0.352383144540256
"study 3","control","study 3_s026","study 3_control_2","voting",2,0,18,66,82,-1.35077201713031,-0.846943079499075,1.5117010801731,1.27400059949169
"study 3","control","study 3_s026","study 3_control_3","voting",3,0,3,9,51,-1.35077201713031,-0.846943079499075,-1.88069898163267,-0.826745069882907
"study 3","control","study 3_s026","study 3_control_4","voting",4,0,11,8,62,-1.35077201713031,-0.846943079499075,-1.94021477219067,-0.0813191872015976
"study 3","control","study 3_s026","study 3_control_5","voting",5,0,25,62,63,-1.35077201713031,-0.846943079499075,1.27363791794111,-0.0135531978669331
"study 3","control","study 3_s029","study 3_control_1","voting",1,0,9,61,71,-0.148907877438504,-0.470478955262421,-0.309482110901579,0.121978780802396
"study 3","control","study 3_s029","study 3_control_2","voting",2,0,2,49,27,-0.148907877438504,-0.470478955262421,-1.02367159759753,-2.85972474992284
"study 3","control","study 3_s029","study 3_control_3","voting",3,0,71,80,80,-0.148907877438504,-0.470478955262421,0.821317909700345,0.731872684814377
"study 3","control","study 3_s029","study 3_control_4","voting",4,0,39,60,77,-0.148907877438504,-0.470478955262421,-0.368997901459575,0.528574716810383
"study 3","control","study 3_s029","study 3_control_5","voting",5,0,8,81,91,-0.148907877438504,-0.470478955262421,0.880833700258341,1.47729856749569
"study 3","control","study 3_s031","study 3_control_1","voting",1,0,25,100,100,0.883944117609144,1.46203688248574,0.702286328584353,0
"study 3","control","study 3_s031","study 3_control_2","voting",2,0,1,71,100,0.883944117609144,1.46203688248574,-1.02367159759753,0
"study 3","control","study 3_s031","study 3_control_3","voting",3,0,24,100,100,0.883944117609144,1.46203688248574,0.702286328584353,0
"study 3","control","study 3_s031","study 3_control_4","voting",4,0,4,70,100,0.883944117609144,1.46203688248574,-1.08318738815553,0
"study 3","control","study 3_s031","study 3_control_5","voting",5,0,10,100,100,0.883944117609144,1.46203688248574,0.702286328584353,0
"study 3","control","study 3_s032","study 3_control_1","voting",1,0,2,21,21,-1.91414583261085,-2.72926370068235,-0.45232000824077,-0.826745069882907
"study 3","control","study 3_s032","study 3_control_2","voting",2,0,4,19,16,-1.91414583261085,-2.72926370068235,-0.571351589356762,-1.16557501655623
"study 3","control","study 3_s032","study 3_control_3","voting",3,0,17,68,99,-1.91414583261085,-2.72926370068235,2.34492214798504,4.45900209822092
"study 3","control","study 3_s032","study 3_control_4","voting",4,0,16,30,23,-1.91414583261085,-2.72926370068235,0.0833221067811943,-0.691213091213578
"study 3","control","study 3_s032","study 3_control_5","voting",5,0,4,5,7,-1.91414583261085,-2.72926370068235,-1.40457265716871,-1.77546892056821
"study 3","control","study 3_s034","study 3_control_1","voting",1,0,33,75,75,-0.364867840039377,-0.39518613041509,0.797511593477146,0.311723550939456
"study 3","control","study 3_s034","study 3_control_2","voting",2,0,21,62,63,-0.364867840039377,-0.39518613041509,0.0238063162231983,-0.501468321076518
"study 3","control","study 3_s034","study 3_control_3","voting",3,0,55,67,67,-0.364867840039377,-0.39518613041509,0.321385269013178,-0.23040436373786
"study 3","control","study 3_s034","study 3_control_4","voting",4,0,18,32,75,-0.364867840039377,-0.39518613041509,-1.76166740051668,0.311723550939456
"study 3","control","study 3_s034","study 3_control_5","voting",5,0,29,72,72,-0.364867840039377,-0.39518613041509,0.618964221803158,0.108425582935463
"study 3","control","study 3_s036","study 3_control_1","voting",1,0,59,56,59,0.170337284667132,-0.382637326273869,-1.01176843948593,-0.786085476282108
"study 3","control","study 3_s036","study 3_control_2","voting",2,0,74,54,55,0.170337284667132,-0.382637326273869,-1.13080002060192,-1.05714943362077
"study 3","control","study 3_s036","study 3_control_3","voting",3,0,94,84,85,0.170337284667132,-0.382637326273869,0.654673696137956,0.975830246419169
"study 3","control","study 3_s036","study 3_control_4","voting",4,0,39,83,75,0.170337284667132,-0.382637326273869,0.59515790557996,0.298170353072524
"study 3","control","study 3_s036","study 3_control_5","voting",5,0,43,88,79,0.170337284667132,-0.382637326273869,0.89273685836994,0.569234310411182
"study 3","control","study 3_s038","study 3_control_1","voting",1,0,46,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s038","study 3_control_2","voting",2,0,7,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s038","study 3_control_3","voting",3,0,63,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s038","study 3_control_4","voting",4,0,9,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s038","study 3_control_5","voting",5,0,52,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s040","study 3_control_1","voting",1,0,20,81,81,-0.017453987159713,-0.0814660268845447,0.714189486695952,0.379489540274121
"study 3","control","study 3_s040","study 3_control_2","voting",2,0,31,19,50,-0.017453987159713,-0.0814660268845447,-2.9757895278998,-1.72125612910048
"study 3","control","study 3_s040","study 3_control_3","voting",3,0,74,82,83,-0.017453987159713,-0.0814660268845447,0.773705277253948,0.51502151894345
"study 3","control","study 3_s040","study 3_control_4","voting",4,0,42,81,81,-0.017453987159713,-0.0814660268845447,0.714189486695952,0.379489540274121
"study 3","control","study 3_s040","study 3_control_5","voting",5,0,76,82,82,-0.017453987159713,-0.0814660268845447,0.773705277253948,0.447255529608785
"study 3","control","study 3_s043","study 3_control_1","voting",1,0,38,71,50,0.339349429311293,-0.0563684186021016,-0.333288427124777,-1.74836252483434
"study 3","control","study 3_s043","study 3_control_2","voting",2,0,59,70,72,0.339349429311293,-0.0563684186021016,-0.392804217682773,-0.257510759471725
"study 3","control","study 3_s043","study 3_control_3","voting",3,0,85,95,95,0.339349429311293,-0.0563684186021016,1.09509054626713,1.30110699522556
"study 3","control","study 3_s043","study 3_control_4","voting",4,0,100,59,71,0.339349429311293,-0.0563684186021016,-1.04747791382073,-0.325276748806389
"study 3","control","study 3_s043","study 3_control_5","voting",5,0,81,88,91,0.339349429311293,-0.0563684186021016,0.678480012361155,1.0300430378869
"study 3","control","study 3_s045","study 3_control_1","voting",1,0,40,91,61,0.189116411849817,-0.570869388392196,1.04747791382073,-0.447255529608785
"study 3","control","study 3_s045","study 3_control_2","voting",2,0,72,8,50,0.189116411849817,-0.570869388392196,-3.89233270249294,-1.1926814122901
"study 3","control","study 3_s045","study 3_control_3","voting",3,0,73,86,65,0.189116411849817,-0.570869388392196,0.749898961030749,-0.176191572270127
"study 3","control","study 3_s045","study 3_control_4","voting",4,0,91,91,71,0.189116411849817,-0.570869388392196,1.04747791382073,0.23040436373786
"study 3","control","study 3_s045","study 3_control_5","voting",5,0,40,91,91,0.189116411849817,-0.570869388392196,1.04747791382073,1.58572415043115
"study 3","control","study 3_s047","study 3_control_1","voting",1,0,20,9,99,-2.35545532140394,0.872243087848312,-0.607061063691559,0.569234310411182
"study 3","control","study 3_s047","study 3_control_2","voting",2,0,59,18,84,-2.35545532140394,0.872243087848312,-0.0714189486695952,-0.447255529608785
"study 3","control","study 3_s047","study 3_control_3","voting",3,0,56,50,84,-2.35545532140394,0.872243087848312,1.83308634918628,-0.447255529608785
"study 3","control","study 3_s047","study 3_control_4","voting",4,0,46,11,97,-2.35545532140394,0.872243087848312,-0.488029482575567,0.433702331741853
"study 3","control","study 3_s047","study 3_control_5","voting",5,0,14,8,89,-2.35545532140394,0.872243087848312,-0.666576854249555,-0.108425582935463
"study 3","control","study 3_s048","study 3_control_1","voting",1,0,28,100,100,1.19379971612344,1.02282873754297,0.309482110901579,0.474361925342652
"study 3","control","study 3_s048","study 3_control_2","voting",2,0,20,82,69,1.19379971612344,1.02282873754297,-0.761802119142349,-1.62638374403195
"study 3","control","study 3_s048","study 3_control_3","voting",3,0,63,100,100,1.19379971612344,1.02282873754297,0.309482110901579,0.474361925342652
"study 3","control","study 3_s048","study 3_control_4","voting",4,0,83,100,100,1.19379971612344,1.02282873754297,0.309482110901579,0.474361925342652
"study 3","control","study 3_s048","study 3_control_5","voting",5,0,12,92,96,1.19379971612344,1.02282873754297,-0.166644213562389,0.203297968003994
"study 3","control","study 3_s050","study 3_control_1","voting",1,0,28,1,88,-2.2803388126732,0.721657438153651,-1.17841265304832,-0.0135531978669331
"study 3","control","study 3_s050","study 3_control_2","voting",2,0,56,91,93,-2.2803388126732,0.721657438153651,4.17800849717132,0.325276748806389
"study 3","control","study 3_s050","study 3_control_3","voting",3,0,4,4,85,-2.2803388126732,0.721657438153651,-0.999865281374333,-0.216851165870927
"study 3","control","study 3_s050","study 3_control_4","voting",4,0,7,5,88,-2.2803388126732,0.721657438153651,-0.940349490816337,-0.0135531978669331
"study 3","control","study 3_s050","study 3_control_5","voting",5,0,7,3,87,-2.2803388126732,0.721657438153651,-1.05938107193233,-0.0813191872015976
"study 3","control","study 3_s052","study 3_control_1","voting",1,0,21,11,86,-0.693502565736356,0.0063756021040074,-2.59488846832863,0.623447101878914
"study 3","control","study 3_s052","study 3_control_2","voting",2,0,19,7,22,-0.693502565736356,0.0063756021040074,-2.83295163056061,-3.71357621553961
"study 3","control","study 3_s052","study 3_control_3","voting",3,0,86,75,94,-0.693502565736356,0.0063756021040074,1.21412212738312,1.16557501655623
"study 3","control","study 3_s052","study 3_control_4","voting",4,0,91,89,92,-0.693502565736356,0.0063756021040074,2.04734319519506,1.0300430378869
"study 3","control","study 3_s052","study 3_control_5","voting",5,0,49,91,90,-0.693502565736356,0.0063756021040074,2.16637477631105,0.894511059217572
"study 3","control","study 3_s054","study 3_control_1","voting",1,0,90,98,98,0.611646773460219,0.746755046436094,0.928446332704737,0.637000299745847
"study 3","control","study 3_s054","study 3_control_2","voting",2,0,58,62,76,0.611646773460219,0.746755046436094,-1.21412212738312,-0.853851465616772
"study 3","control","study 3_s054","study 3_control_3","voting",3,0,72,93,90,0.611646773460219,0.746755046436094,0.630867379914757,0.0948723850685307
"study 3","control","study 3_s054","study 3_control_4","voting",4,0,1,75,89,0.611646773460219,0.746755046436094,-0.440416850129171,0.0271063957338662
"study 3","control","study 3_s054","study 3_control_5","voting",5,0,63,84,90,0.611646773460219,0.746755046436094,0.0952252648927933,0.0948723850685307
"study 3","control","study 3_s056","study 3_control_1","voting",1,0,0,0,50,-2.2146118675338,-2.67906848411746,-1.32125055038751,1.08425582935463
"study 3","control","study 3_s056","study 3_control_2","voting",2,0,0,0,0,-2.2146118675338,-2.67906848411746,-1.32125055038751,-2.30404363737859
"study 3","control","study 3_s056","study 3_control_3","voting",3,0,17,50,50,-2.2146118675338,-2.67906848411746,1.65453897751229,1.08425582935463
"study 3","control","study 3_s056","study 3_control_4","voting",4,0,0,61,70,-2.2146118675338,-2.67906848411746,2.30921267365024,2.43957561604792
"study 3","control","study 3_s056","study 3_control_5","voting",5,0,0,0,0,-2.2146118675338,-2.67906848411746,-1.32125055038751,-2.30404363737859
"study 3","control","study 3_s059","study 3_control_1","voting",1,0,83,100,100,0.977839753522567,0.985182325119309,0.583254747468361,0.51502151894345
"study 3","control","study 3_s059","study 3_control_2","voting",2,0,34,83,83,0.977839753522567,0.985182325119309,-0.428513692017571,-0.637000299745847
"study 3","control","study 3_s059","study 3_control_3","voting",3,0,100,100,100,0.977839753522567,0.985182325119309,0.583254747468361,0.51502151894345
"study 3","control","study 3_s059","study 3_control_4","voting",4,0,90,97,97,0.977839753522567,0.985182325119309,0.404707375794373,0.311723550939456
"study 3","control","study 3_s059","study 3_control_5","voting",5,0,61,71,82,0.977839753522567,0.985182325119309,-1.14270317871352,-0.704766289080511
"study 3","control","study 3_s060","study 3_control_1","voting",1,0,87,87,85,0.414465938042031,0.420486138764327,0.523738956910365,0.108425582935463
"study 3","control","study 3_s060","study 3_control_2","voting",2,0,20,73,78,0.414465938042031,0.420486138764327,-0.309482110901579,-0.365936342407189
"study 3","control","study 3_s060","study 3_control_3","voting",3,0,50,80,100,0.414465938042031,0.420486138764327,0.107128423004393,1.12491542295543
"study 3","control","study 3_s060","study 3_control_4","voting",4,0,85,88,89,0.414465938042031,0.420486138764327,0.583254747468361,0.379489540274121
"study 3","control","study 3_s060","study 3_control_5","voting",5,0,6,63,65,0.414465938042031,0.420486138764327,-0.904640016481539,-1.24689420375783
"study 3","control","study 3_s063","study 3_control_1","voting",1,0,2,86,86,0.207895539032501,-0.194405264155542,0.726092644807551,0.84029826774984
"study 3","control","study 3_s063","study 3_control_2","voting",2,0,3,68,66,0.207895539032501,-0.194405264155542,-0.345191585236377,-0.51502151894345
"study 3","control","study 3_s063","study 3_control_3","voting",3,0,3,65,67,0.207895539032501,-0.194405264155542,-0.523738956910365,-0.447255529608785
"study 3","control","study 3_s063","study 3_control_4","voting",4,0,4,69,69,0.207895539032501,-0.194405264155542,-0.285675794678381,-0.311723550939456
"study 3","control","study 3_s063","study 3_control_5","voting",5,0,2,81,80,0.207895539032501,-0.194405264155542,0.428513692017571,0.433702331741853
"study 3","control","study 3_s065","study 3_control_1","voting",1,0,6,10,39,-2.51507790245675,-1.97633545220904,-0.345191585236377,-0.42014913387492
"study 3","control","study 3_s065","study 3_control_2","voting",2,0,6,9,40,-2.51507790245675,-1.97633545220904,-0.404707375794373,-0.352383144540256
"study 3","control","study 3_s065","study 3_control_3","voting",3,0,9,20,61,-2.51507790245675,-1.97633545220904,0.249966320343583,1.0707026314877
"study 3","control","study 3_s065","study 3_control_4","voting",4,0,6,9,35,-2.51507790245675,-1.97633545220904,-0.404707375794373,-0.691213091213578
"study 3","control","study 3_s065","study 3_control_5","voting",5,0,2,31,51,-2.51507790245675,-1.97633545220904,0.904640016481539,0.393042738141054
"study 3","control","study 3_s067","study 3_control_1","voting",1,0,1,100,100,0.836996299652433,0.759303850577316,0.761802119142349,0.758979080548243
"study 3","control","study 3_s067","study 3_control_2","voting",2,0,3,98,96,0.836996299652433,0.759303850577316,0.642770538026357,0.487915123209585
"study 3","control","study 3_s067","study 3_control_3","voting",3,0,3,76,80,0.836996299652433,0.759303850577316,-0.666576854249555,-0.596340706145048
"study 3","control","study 3_s067","study 3_control_4","voting",4,0,4,75,81,0.836996299652433,0.759303850577316,-0.726092644807551,-0.528574716810383
"study 3","control","study 3_s067","study 3_control_5","voting",5,0,4,87,87,0.836996299652433,0.759303850577316,-0.0119031581115994,-0.121978780802396
"study 3","control","study 3_s069","study 3_control_1","voting",1,0,82,87,88,1.04356669866196,0.934987108554421,-0.273772636566781,-0.243957561604792
"study 3","control","study 3_s069","study 3_control_2","voting",2,0,82,82,83,1.04356669866196,0.934987108554421,-0.571351589356761,-0.582787508278114
"study 3","control","study 3_s069","study 3_control_3","voting",3,0,100,100,100,1.04356669866196,0.934987108554421,0.499932640687167,0.569234310411182
"study 3","control","study 3_s069","study 3_control_4","voting",4,0,100,99,97,1.04356669866196,0.934987108554421,0.440416850129171,0.365936342407189
"study 3","control","study 3_s069","study 3_control_5","voting",5,0,89,90,90,1.04356669866196,0.934987108554421,-0.0952252648927933,-0.108425582935463
"study 3","control","study 3_s070","study 3_control_1","voting",1,0,77,50,79,-0.993968600659308,-0.344990913850203,0.107128423004393,0.528574716810383
"study 3","control","study 3_s070","study 3_control_2","voting",2,0,63,75,75,-0.993968600659308,-0.344990913850203,1.59502318695429,0.257510759471725
"study 3","control","study 3_s070","study 3_control_3","voting",3,0,50,72,75,-0.993968600659308,-0.344990913850203,1.4164758152803,0.257510759471725
"study 3","control","study 3_s070","study 3_control_4","voting",4,0,50,35,60,-0.993968600659308,-0.344990913850203,-0.785608435365547,-0.758979080548243
"study 3","control","study 3_s070","study 3_control_5","voting",5,0,67,9,67,-0.993968600659308,-0.344990913850203,-2.33301898987344,-0.284617155205591
"study 3","control","study 3_s071","study 3_control_1","voting",1,0,73,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s071","study 3_control_2","voting",2,0,76,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s071","study 3_control_3","voting",3,0,100,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s071","study 3_control_4","voting",4,0,100,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s071","study 3_control_5","voting",5,0,47,100,100,1.43792836949834,1.46203688248574,0,0
"study 3","control","study 3_s075","study 3_control_1","voting",1,0,70,21,82,-0.975189473476623,-0.734003842228079,-1.64263581940069,1.1520218186893
"study 3","control","study 3_s075","study 3_control_2","voting",2,0,33,59,68,-0.975189473476623,-0.734003842228079,0.618964221803158,0.203297968003994
"study 3","control","study 3_s075","study 3_control_3","voting",3,0,62,53,36,-0.975189473476623,-0.734003842228079,0.261869478455182,-1.96521369070527
"study 3","control","study 3_s075","study 3_control_4","voting",4,0,70,50,70,-0.975189473476623,-0.734003842228079,0.0833221067811943,0.338829946673323
"study 3","control","study 3_s075","study 3_control_5","voting",5,0,46,60,69,-0.975189473476623,-0.734003842228079,0.678480012361154,0.271063957338658
"study 3","control","study 3_s077","study 3_control_1","voting",1,0,71,71,71,0.4520241924074,0.119314839375003,-0.476126324463968,-0.51502151894345
"study 3","control","study 3_s077","study 3_control_2","voting",2,0,90,92,91,0.4520241924074,0.119314839375003,0.773705277253948,0.84029826774984
"study 3","control","study 3_s077","study 3_control_3","voting",3,0,71,71,71,0.4520241924074,0.119314839375003,-0.476126324463968,-0.51502151894345
"study 3","control","study 3_s077","study 3_control_4","voting",4,0,73,71,71,0.4520241924074,0.119314839375003,-0.476126324463968,-0.51502151894345
"study 3","control","study 3_s077","study 3_control_5","voting",5,0,87,90,89,0.4520241924074,0.119314839375003,0.654673696137956,0.704766289080511
"study 3","control","study 3_s079","study 3_control_1","voting",1,0,72,80,79,1.1186832073927,1.0353775416842,-0.785608435365547,-0.962277048552236
"study 3","control","study 3_s079","study 3_control_2","voting",2,0,100,100,100,1.1186832073927,1.0353775416842,0.404707375794373,0.460808727475718
"study 3","control","study 3_s079","study 3_control_3","voting",3,0,100,100,100,1.1186832073927,1.0353775416842,0.404707375794373,0.460808727475718
"study 3","control","study 3_s079","study 3_control_4","voting",4,0,100,100,100,1.1186832073927,1.0353775416842,0.404707375794373,0.460808727475718
"study 3","control","study 3_s079","study 3_control_5","voting",5,0,78,86,87,1.1186832073927,1.0353775416842,-0.428513692017571,-0.42014913387492
"study 3","control","study 3_s080","study 3_control_1","voting",1,0,84,86,86,0.151558157484447,-0.269698089002872,0.797511593477147,0.921617454951437
"study 3","control","study 3_s080","study 3_control_2","voting",2,0,16,85,84,0.151558157484447,-0.269698089002872,0.737995802919151,0.786085476282108
"study 3","control","study 3_s080","study 3_control_3","voting",3,0,91,84,85,0.151558157484447,-0.269698089002872,0.678480012361155,0.853851465616772
"study 3","control","study 3_s080","study 3_control_4","voting",4,0,50,26,24,0.151558157484447,-0.269698089002872,-2.77343584000261,-3.27987388379776
"study 3","control","study 3_s080","study 3_control_5","voting",5,0,90,82,83,0.151558157484447,-0.269698089002872,0.559448431245163,0.718319486947443
"study 3","control","study 3_s083","study 3_control_1","voting",1,0,71,85,85,0.386297247268004,0.0565708186688944,0.440416850129171,0.501468321076518
"study 3","control","study 3_s083","study 3_control_2","voting",2,0,76,96,94,0.386297247268004,0.0565708186688944,1.09509054626713,1.1113622250885
"study 3","control","study 3_s083","study 3_control_3","voting",3,0,48,70,63,0.386297247268004,0.0565708186688944,-0.452320008240769,-0.989383444286101
"study 3","control","study 3_s083","study 3_control_4","voting",4,0,62,51,60,0.386297247268004,0.0565708186688944,-1.58312002884269,-1.1926814122901
"study 3","control","study 3_s083","study 3_control_5","voting",5,0,82,86,86,0.386297247268004,0.0565708186688944,0.499932640687167,0.569234310411182
