"group","SID","item","survey_name","value"
"experimental","s061","msg_rel_social_4","msg_rel_social","100"
"experimental","s062","msg_rel_social_4","msg_rel_social","100"
"experimental","s064","msg_rel_social_4","msg_rel_social","67"
"experimental","s066","msg_rel_social_4","msg_rel_social","58"
"experimental","s068","msg_rel_social_4","msg_rel_social","38"
"experimental","s072","msg_rel_social_4","msg_rel_social","87"
"experimental","s073","msg_rel_social_4","msg_rel_social","65"
"experimental","s074","msg_rel_social_4","msg_rel_social","62"
"experimental","s076","msg_rel_social_4","msg_rel_social","62"
"experimental","s078","msg_rel_social_4","msg_rel_social","50"
"experimental","s081","msg_rel_social_4","msg_rel_social","96"
"experimental","s082","msg_rel_social_4","msg_rel_social","82"
"experimental","s085","msg_rel_social_4","msg_rel_social","100"
"experimental","s086","msg_rel_social_4","msg_rel_social","71"
"experimental","s088","msg_rel_social_4","msg_rel_social","69"
"experimental","s089","msg_rel_social_4","msg_rel_social","65"
"experimental","s092","msg_rel_social_4","msg_rel_social","100"
"experimental","s094","msg_rel_social_4","msg_rel_social","61"
"experimental","s096","msg_rel_social_4","msg_rel_social","100"
"experimental","s098","msg_rel_social_4","msg_rel_social","53"
"experimental","s101","msg_rel_social_4","msg_rel_social","92"
"experimental","s103","msg_rel_social_4","msg_rel_social","98"
"experimental","s104","msg_rel_social_4","msg_rel_social","100"
"experimental","s108","msg_rel_social_4","msg_rel_social","72"
"experimental","s109","msg_rel_social_4","msg_rel_social","43"
"experimental","s110","msg_rel_social_4","msg_rel_social","55"
"experimental","s112","msg_rel_social_4","msg_rel_social","78"
"experimental","s114","msg_rel_social_4","msg_rel_social","82"
"experimental","s116","msg_rel_social_4","msg_rel_social","37"
"experimental","s119","msg_rel_social_4","msg_rel_social","21"
"experimental","s120","msg_rel_social_4","msg_rel_social","100"
"experimental","s122","msg_rel_social_4","msg_rel_social","75"
"experimental","s125","msg_rel_social_4","msg_rel_social","8"
"experimental","s126","msg_rel_social_4","msg_rel_social","31"
"experimental","s128","msg_rel_social_4","msg_rel_social","98"
"experimental","s131","msg_rel_social_4","msg_rel_social","59"
"experimental","s132","msg_rel_social_4","msg_rel_social","100"
"experimental","s135","msg_rel_social_4","msg_rel_social","61"
"experimental","s136","msg_rel_social_4","msg_rel_social","63"
"experimental","s139","msg_rel_social_4","msg_rel_social","52"
"experimental","s142","msg_rel_social_4","msg_rel_social","60"
"experimental","s144","msg_rel_social_4","msg_rel_social","77"
"experimental","s145","msg_rel_social_4","msg_rel_social","73"
"experimental","s147","msg_rel_social_4","msg_rel_social","10"
"experimental","s149","msg_rel_social_4","msg_rel_social","67"
"experimental","s151","msg_rel_social_4","msg_rel_social","87"
"experimental","s153","msg_rel_social_4","msg_rel_social","73"
"experimental","s155","msg_rel_social_4","msg_rel_social","100"
"experimental","s156","msg_rel_social_4","msg_rel_social","60"
"experimental","s158","msg_rel_social_4","msg_rel_social","66"
"experimental","s160","msg_rel_social_4","msg_rel_social","79"
"experimental","s163","msg_rel_social_4","msg_rel_social","61"
"experimental","s164","msg_rel_social_4","msg_rel_social","41"
"experimental","s167","msg_rel_social_4","msg_rel_social","71"
"experimental","s169","msg_rel_social_4","msg_rel_social","89"
"experimental","s170","msg_rel_social_4","msg_rel_social","0"
"experimental","s173","msg_rel_social_4","msg_rel_social","92"
"experimental","s174","msg_rel_social_4","msg_rel_social","58"
"experimental","s177","msg_rel_social_4","msg_rel_social","100"
"experimental","s179","msg_rel_social_4","msg_rel_social","50"
"experimental","s181","msg_rel_social_4","msg_rel_social","23"
"experimental","s183","msg_rel_social_4","msg_rel_social","51"
"experimental","s184","msg_rel_social_4","msg_rel_social","97"
"experimental","s186","msg_rel_social_4","msg_rel_social","64"
"experimental","s187","msg_rel_social_4","msg_rel_social","91"
"experimental","s189","msg_rel_social_4","msg_rel_social","100"
"experimental","s192","msg_rel_social_4","msg_rel_social","92"
"experimental","s193","msg_rel_social_4","msg_rel_social","75"
"experimental","s196","msg_rel_social_4","msg_rel_social","43"
"experimental","s199","msg_rel_social_4","msg_rel_social","74"
"experimental","s201","msg_rel_social_4","msg_rel_social","54"
"experimental","s202","msg_rel_social_4","msg_rel_social","42"
"experimental","s205","msg_rel_social_4","msg_rel_social","96"
"experimental","s207","msg_rel_social_4","msg_rel_social","99"
"experimental","s209","msg_rel_social_4","msg_rel_social","80"
"experimental","s211","msg_rel_social_4","msg_rel_social","72"
"experimental","s212","msg_rel_social_4","msg_rel_social","65"
"experimental","s214","msg_rel_social_4","msg_rel_social","95"
"experimental","s216","msg_rel_social_4","msg_rel_social","44"
"experimental","s219","msg_rel_social_4","msg_rel_social","95"
"experimental","s221","msg_rel_social_4","msg_rel_social","70"
"experimental","s223","msg_rel_social_4","msg_rel_social","51"
"experimental","s225","msg_rel_social_4","msg_rel_social","86"
"experimental","s227","msg_rel_social_4","msg_rel_social","66"
"experimental","s230","msg_rel_social_4","msg_rel_social","60"
"experimental","s232","msg_rel_social_4","msg_rel_social","93"
"experimental","s233","msg_rel_social_4","msg_rel_social","100"
"experimental","s234","msg_rel_social_4","msg_rel_social","84"
"experimental","s237","msg_rel_social_4","msg_rel_social","72"
"experimental","s238","msg_rel_social_4","msg_rel_social","98"
"experimental","s240","msg_rel_social_4","msg_rel_social","69"
"experimental","s243","msg_rel_social_4","msg_rel_social","78"
"experimental","s245","msg_rel_social_4","msg_rel_social","78"
"experimental","s247","msg_rel_social_4","msg_rel_social","62"
"experimental","s248","msg_rel_social_4","msg_rel_social","62"
"experimental","s001","msg_sharing_broad_4","msg_sharing_broad","0"
"experimental","s003","msg_sharing_broad_4","msg_sharing_broad","48"
"experimental","s004","msg_sharing_broad_4","msg_sharing_broad","21"
"experimental","s006","msg_sharing_broad_4","msg_sharing_broad","7"
"experimental","s009","msg_sharing_broad_4","msg_sharing_broad","6"
"experimental","s011","msg_sharing_broad_4","msg_sharing_broad","10"
"experimental","s013","msg_sharing_broad_4","msg_sharing_broad","3"
"experimental","s015","msg_sharing_broad_4","msg_sharing_broad","0"
"experimental","s016","msg_sharing_broad_4","msg_sharing_broad","85"
"experimental","s018","msg_sharing_broad_4","msg_sharing_broad","9"
"experimental","s020","msg_sharing_broad_4","msg_sharing_broad","95"
"experimental","s022","msg_sharing_broad_4","msg_sharing_broad","68"
"experimental","s025","msg_sharing_broad_4","msg_sharing_broad","11"
"experimental","s027","msg_sharing_broad_4","msg_sharing_broad","18"
"experimental","s028","msg_sharing_broad_4","msg_sharing_broad","100"
"experimental","s030","msg_sharing_broad_4","msg_sharing_broad","0"
"experimental","s033","msg_sharing_broad_4","msg_sharing_broad","100"
"experimental","s035","msg_sharing_broad_4","msg_sharing_broad","85"
"experimental","s037","msg_sharing_broad_4","msg_sharing_broad","13"
"experimental","s039","msg_sharing_broad_4","msg_sharing_broad","100"
"experimental","s041","msg_sharing_broad_4","msg_sharing_broad","8"
"experimental","s042","msg_sharing_broad_4","msg_sharing_broad","78"
"experimental","s044","msg_sharing_broad_4","msg_sharing_broad","49"
"experimental","s046","msg_sharing_broad_4","msg_sharing_broad","57"
"experimental","s049","msg_sharing_broad_4","msg_sharing_broad","70"
"experimental","s051","msg_sharing_broad_4","msg_sharing_broad","1"
"experimental","s053","msg_sharing_broad_4","msg_sharing_broad","87"
"experimental","s055","msg_sharing_broad_4","msg_sharing_broad","71"
"experimental","s057","msg_sharing_broad_4","msg_sharing_broad","51"
"experimental","s058","msg_sharing_broad_4","msg_sharing_broad","9"
"experimental","s061","msg_sharing_broad_4","msg_sharing_broad","86"
"experimental","s062","msg_sharing_broad_4","msg_sharing_broad","89"
"experimental","s064","msg_sharing_broad_4","msg_sharing_broad","66"
"experimental","s066","msg_sharing_broad_4","msg_sharing_broad","3"
"experimental","s068","msg_sharing_broad_4","msg_sharing_broad","85"
"experimental","s072","msg_sharing_broad_4","msg_sharing_broad","89"
"experimental","s073","msg_sharing_broad_4","msg_sharing_broad","1"
"experimental","s074","msg_sharing_broad_4","msg_sharing_broad","51"
"experimental","s076","msg_sharing_broad_4","msg_sharing_broad","33"
"experimental","s078","msg_sharing_broad_4","msg_sharing_broad","10"
"experimental","s081","msg_sharing_broad_4","msg_sharing_broad","11"
"experimental","s082","msg_sharing_broad_4","msg_sharing_broad","66"
"experimental","s085","msg_sharing_broad_4","msg_sharing_broad","100"
"experimental","s086","msg_sharing_broad_4","msg_sharing_broad","12"
"experimental","s088","msg_sharing_broad_4","msg_sharing_broad","1"
"experimental","s089","msg_sharing_broad_4","msg_sharing_broad","36"
"experimental","s092","msg_sharing_broad_4","msg_sharing_broad","100"
"experimental","s094","msg_sharing_broad_4","msg_sharing_broad","53"
"experimental","s096","msg_sharing_broad_4","msg_sharing_broad","0"
"experimental","s098","msg_sharing_broad_4","msg_sharing_broad","9"
"experimental","s101","msg_sharing_broad_4","msg_sharing_broad","93"
"experimental","s103","msg_sharing_broad_4","msg_sharing_broad","2"
"experimental","s104","msg_sharing_broad_4","msg_sharing_broad","21"
"experimental","s108","msg_sharing_broad_4","msg_sharing_broad","45"
"experimental","s109","msg_sharing_broad_4","msg_sharing_broad","76"
"experimental","s110","msg_sharing_broad_4","msg_sharing_broad","14"
"experimental","s112","msg_sharing_broad_4","msg_sharing_broad","0"
"experimental","s114","msg_sharing_broad_4","msg_sharing_broad","51"
"experimental","s116","msg_sharing_broad_4","msg_sharing_broad","24"
"experimental","s119","msg_sharing_broad_4","msg_sharing_broad","0"
"experimental","s120","msg_sharing_broad_4","msg_sharing_broad","56"
"experimental","s122","msg_sharing_broad_4","msg_sharing_broad","25"
"experimental","s125","msg_sharing_broad_4","msg_sharing_broad","6"
"experimental","s126","msg_sharing_broad_4","msg_sharing_broad","36"
"experimental","s128","msg_sharing_broad_4","msg_sharing_broad","73"
"experimental","s131","msg_sharing_broad_4","msg_sharing_broad","19"
"experimental","s132","msg_sharing_broad_4","msg_sharing_broad","84"
"experimental","s135","msg_sharing_broad_4","msg_sharing_broad","15"
"experimental","s136","msg_sharing_broad_4","msg_sharing_broad","6"
"experimental","s139","msg_sharing_broad_4","msg_sharing_broad","30"
"experimental","s142","msg_sharing_broad_4","msg_sharing_broad","0"
"experimental","s144","msg_sharing_broad_4","msg_sharing_broad","6"
"experimental","s145","msg_sharing_broad_4","msg_sharing_broad","51"
"experimental","s147","msg_sharing_broad_4","msg_sharing_broad","13"
"experimental","s149","msg_sharing_broad_4","msg_sharing_broad","54"
"experimental","s151","msg_sharing_broad_4","msg_sharing_broad","100"
"experimental","s153","msg_sharing_broad_4","msg_sharing_broad","19"
"experimental","s155","msg_sharing_broad_4","msg_sharing_broad","100"
"experimental","s156","msg_sharing_broad_4","msg_sharing_broad","31"
"experimental","s158","msg_sharing_broad_4","msg_sharing_broad","23"
"experimental","s160","msg_sharing_broad_4","msg_sharing_broad","30"
"experimental","s163","msg_sharing_broad_4","msg_sharing_broad","10"
"experimental","s164","msg_sharing_broad_4","msg_sharing_broad","24"
"experimental","s167","msg_sharing_broad_4","msg_sharing_broad","0"
"experimental","s169","msg_sharing_broad_4","msg_sharing_broad","52"
"experimental","s170","msg_sharing_broad_4","msg_sharing_broad","0"
"experimental","s173","msg_sharing_broad_4","msg_sharing_broad","21"
"experimental","s174","msg_sharing_broad_4","msg_sharing_broad","22"
"experimental","s177","msg_sharing_broad_4","msg_sharing_broad","44"
"experimental","s179","msg_sharing_broad_4","msg_sharing_broad","71"
"experimental","s181","msg_sharing_broad_4","msg_sharing_broad","18"
"experimental","s183","msg_sharing_broad_4","msg_sharing_broad","43"
"experimental","s184","msg_sharing_broad_4","msg_sharing_broad","99"
"experimental","s186","msg_sharing_broad_4","msg_sharing_broad","11"
"experimental","s187","msg_sharing_broad_4","msg_sharing_broad","89"
"experimental","s189","msg_sharing_broad_4","msg_sharing_broad","100"
"experimental","s192","msg_sharing_broad_4","msg_sharing_broad","11"
"experimental","s193","msg_sharing_broad_4","msg_sharing_broad","88"
"experimental","s196","msg_sharing_broad_4","msg_sharing_broad","54"
"experimental","s199","msg_sharing_broad_4","msg_sharing_broad","35"
"experimental","s201","msg_sharing_broad_4","msg_sharing_broad","20"
"experimental","s202","msg_sharing_broad_4","msg_sharing_broad","5"
"experimental","s205","msg_sharing_broad_4","msg_sharing_broad","66"
"experimental","s207","msg_sharing_broad_4","msg_sharing_broad","66"
"experimental","s209","msg_sharing_broad_4","msg_sharing_broad","16"
"experimental","s211","msg_sharing_broad_4","msg_sharing_broad","100"
"experimental","s212","msg_sharing_broad_4","msg_sharing_broad","4"
"experimental","s214","msg_sharing_broad_4","msg_sharing_broad","2"
"experimental","s216","msg_sharing_broad_4","msg_sharing_broad","64"
"experimental","s219","msg_sharing_broad_4","msg_sharing_broad","82"
"experimental","s221","msg_sharing_broad_4","msg_sharing_broad","69"
"experimental","s223","msg_sharing_broad_4","msg_sharing_broad","49"
"experimental","s225","msg_sharing_broad_4","msg_sharing_broad","4"
"experimental","s227","msg_sharing_broad_4","msg_sharing_broad","68"
"experimental","s230","msg_sharing_broad_4","msg_sharing_broad","11"
"experimental","s232","msg_sharing_broad_4","msg_sharing_broad","58"
"experimental","s233","msg_sharing_broad_4","msg_sharing_broad","100"
"experimental","s234","msg_sharing_broad_4","msg_sharing_broad","9"
"experimental","s237","msg_sharing_broad_4","msg_sharing_broad","11"
"experimental","s238","msg_sharing_broad_4","msg_sharing_broad","49"
"experimental","s240","msg_sharing_broad_4","msg_sharing_broad","52"
"experimental","s243","msg_sharing_broad_4","msg_sharing_broad","11"
"experimental","s245","msg_sharing_broad_4","msg_sharing_broad","19"
"experimental","s247","msg_sharing_broad_4","msg_sharing_broad","25"
"experimental","s248","msg_sharing_broad_4","msg_sharing_broad","29"
"experimental","s001","msg_sharing_narrow_4","msg_sharing_narrow","0"
"experimental","s003","msg_sharing_narrow_4","msg_sharing_narrow","31"
"experimental","s004","msg_sharing_narrow_4","msg_sharing_narrow","14"
"experimental","s006","msg_sharing_narrow_4","msg_sharing_narrow","8"
"experimental","s009","msg_sharing_narrow_4","msg_sharing_narrow","8"
"experimental","s011","msg_sharing_narrow_4","msg_sharing_narrow","32"
"experimental","s013","msg_sharing_narrow_4","msg_sharing_narrow","1"
"experimental","s015","msg_sharing_narrow_4","msg_sharing_narrow","1"
"experimental","s016","msg_sharing_narrow_4","msg_sharing_narrow","60"
"experimental","s018","msg_sharing_narrow_4","msg_sharing_narrow","9"
"experimental","s020","msg_sharing_narrow_4","msg_sharing_narrow","93"
"experimental","s022","msg_sharing_narrow_4","msg_sharing_narrow","83"
"experimental","s025","msg_sharing_narrow_4","msg_sharing_narrow","18"
"experimental","s027","msg_sharing_narrow_4","msg_sharing_narrow","23"
"experimental","s028","msg_sharing_narrow_4","msg_sharing_narrow","100"
"experimental","s030","msg_sharing_narrow_4","msg_sharing_narrow","0"
"experimental","s033","msg_sharing_narrow_4","msg_sharing_narrow","100"
"experimental","s035","msg_sharing_narrow_4","msg_sharing_narrow","89"
"experimental","s037","msg_sharing_narrow_4","msg_sharing_narrow","13"
"experimental","s039","msg_sharing_narrow_4","msg_sharing_narrow","100"
"experimental","s041","msg_sharing_narrow_4","msg_sharing_narrow","19"
"experimental","s042","msg_sharing_narrow_4","msg_sharing_narrow","30"
"experimental","s044","msg_sharing_narrow_4","msg_sharing_narrow","83"
"experimental","s046","msg_sharing_narrow_4","msg_sharing_narrow","69"
"experimental","s049","msg_sharing_narrow_4","msg_sharing_narrow","67"
"experimental","s051","msg_sharing_narrow_4","msg_sharing_narrow","1"
"experimental","s053","msg_sharing_narrow_4","msg_sharing_narrow","78"
"experimental","s055","msg_sharing_narrow_4","msg_sharing_narrow","82"
"experimental","s057","msg_sharing_narrow_4","msg_sharing_narrow","67"
"experimental","s058","msg_sharing_narrow_4","msg_sharing_narrow","9"
"experimental","s061","msg_sharing_narrow_4","msg_sharing_narrow","61"
"experimental","s062","msg_sharing_narrow_4","msg_sharing_narrow","100"
"experimental","s064","msg_sharing_narrow_4","msg_sharing_narrow","70"
"experimental","s066","msg_sharing_narrow_4","msg_sharing_narrow","56"
"experimental","s068","msg_sharing_narrow_4","msg_sharing_narrow","29"
"experimental","s072","msg_sharing_narrow_4","msg_sharing_narrow","88"
"experimental","s073","msg_sharing_narrow_4","msg_sharing_narrow","45"
"experimental","s074","msg_sharing_narrow_4","msg_sharing_narrow","63"
"experimental","s076","msg_sharing_narrow_4","msg_sharing_narrow","5"
"experimental","s078","msg_sharing_narrow_4","msg_sharing_narrow","13"
"experimental","s081","msg_sharing_narrow_4","msg_sharing_narrow","22"
"experimental","s082","msg_sharing_narrow_4","msg_sharing_narrow","81"
"experimental","s085","msg_sharing_narrow_4","msg_sharing_narrow","100"
"experimental","s086","msg_sharing_narrow_4","msg_sharing_narrow","23"
"experimental","s088","msg_sharing_narrow_4","msg_sharing_narrow","2"
"experimental","s089","msg_sharing_narrow_4","msg_sharing_narrow","37"
"experimental","s092","msg_sharing_narrow_4","msg_sharing_narrow","100"
"experimental","s094","msg_sharing_narrow_4","msg_sharing_narrow","40"
"experimental","s096","msg_sharing_narrow_4","msg_sharing_narrow","0"
"experimental","s098","msg_sharing_narrow_4","msg_sharing_narrow","9"
"experimental","s101","msg_sharing_narrow_4","msg_sharing_narrow","93"
"experimental","s103","msg_sharing_narrow_4","msg_sharing_narrow","13"
"experimental","s104","msg_sharing_narrow_4","msg_sharing_narrow","66"
"experimental","s108","msg_sharing_narrow_4","msg_sharing_narrow","87"
"experimental","s109","msg_sharing_narrow_4","msg_sharing_narrow","50"
"experimental","s110","msg_sharing_narrow_4","msg_sharing_narrow","27"
"experimental","s112","msg_sharing_narrow_4","msg_sharing_narrow","0"
