"cond","SID","survey_name","item","value"
"self","s450","sharing_narrow","9_sharing_narrow","0"
"other","s453","sharing_narrow","9_sharing_narrow","32"
"other","s454","sharing_narrow","9_sharing_narrow","15"
"self","s456","sharing_narrow","9_sharing_narrow","81"
"self","s457","sharing_narrow","9_sharing_narrow","28"
"other","s460","sharing_narrow","9_sharing_narrow","58"
"other","s462","sharing_narrow","9_sharing_narrow","12"
"other","s463","sharing_narrow","9_sharing_narrow","52"
"other","s466","sharing_narrow","9_sharing_narrow","59"
"other","s467","sharing_narrow","9_sharing_narrow","89"
"other","s470","sharing_narrow","9_sharing_narrow","10"
"self","s471","sharing_narrow","9_sharing_narrow","0"
"other","s473","sharing_narrow","9_sharing_narrow","76"
"self","s475","sharing_narrow","9_sharing_narrow","91"
"self","s478","sharing_narrow","9_sharing_narrow","100"
"other","s479","sharing_narrow","9_sharing_narrow","52"
"self","s481","sharing_narrow","9_sharing_narrow","78"
"self","s482","sharing_narrow","9_sharing_narrow","100"
"self","s483","sharing_narrow","9_sharing_narrow","65"
"other","s485","sharing_narrow","9_sharing_narrow","24"
"self","s487","sharing_narrow","9_sharing_narrow","52"
"other","s488","sharing_narrow","9_sharing_narrow","97"
"self","s490","sharing_narrow","9_sharing_narrow","52"
"other","s492","sharing_narrow","9_sharing_narrow","80"
"self","s493","sharing_narrow","9_sharing_narrow","91"
"other","s494","sharing_narrow","9_sharing_narrow","84"
"other","s495","sharing_narrow","9_sharing_narrow","89"
"self","s496","sharing_narrow","9_sharing_narrow","56"
"other","s497","sharing_narrow","9_sharing_narrow","33"
"other","s498","sharing_narrow","9_sharing_narrow","8"
"self","s499","sharing_narrow","9_sharing_narrow","55"
"other","s502","sharing_narrow","9_sharing_narrow","77"
"self","s504","sharing_narrow","9_sharing_narrow","87"
"other","s505","sharing_narrow","9_sharing_narrow","76"
"other","s506","sharing_narrow","9_sharing_narrow","83"
"self","s507","sharing_narrow","9_sharing_narrow","21"
"self","s512","sharing_narrow","9_sharing_narrow","0"
"other","s513","sharing_narrow","9_sharing_narrow","2"
"self","s514","sharing_narrow","9_sharing_narrow","1"
"self","s515","sharing_narrow","9_sharing_narrow","100"
"other","s516","sharing_narrow","9_sharing_narrow","36"
"other","s517","sharing_narrow","9_sharing_narrow","50"
"self","s520","sharing_narrow","9_sharing_narrow","69"
"self","s522","sharing_narrow","9_sharing_narrow","43"
"self","s526","sharing_narrow","9_sharing_narrow","23"
"self","s527","sharing_narrow","9_sharing_narrow","48"
"other","s529","sharing_narrow","9_sharing_narrow","75"
"self","s530","sharing_narrow","9_sharing_narrow","68"
"other","s531","sharing_narrow","9_sharing_narrow","10"
"self","s532","sharing_narrow","9_sharing_narrow","87"
"other","s533","sharing_narrow","9_sharing_narrow","11"
"self","s535","sharing_narrow","9_sharing_narrow","1"
"self","s537","sharing_narrow","9_sharing_narrow","81"
"self","s538","sharing_narrow","9_sharing_narrow","41"
"other","s540","sharing_narrow","9_sharing_narrow","44"
"other","s541","sharing_narrow","9_sharing_narrow","0"
"self","s543","sharing_narrow","9_sharing_narrow","11"
"self","s544","sharing_narrow","9_sharing_narrow","91"
"other","s545","sharing_narrow","9_sharing_narrow","0"
"other","s546","sharing_narrow","9_sharing_narrow","100"
"other","s547","sharing_narrow","9_sharing_narrow","0"
"other","s548","sharing_narrow","9_sharing_narrow","67"
"other","s551","sharing_narrow","9_sharing_narrow","66"
"other","s552","sharing_narrow","9_sharing_narrow","67"
"other","s553","sharing_narrow","9_sharing_narrow","18"
"other","s554","sharing_narrow","9_sharing_narrow","70"
"self","s555","sharing_narrow","9_sharing_narrow","45"
"other","s558","sharing_narrow","9_sharing_narrow","0"
"other","s559","sharing_narrow","9_sharing_narrow","45"
"self","s561","sharing_narrow","9_sharing_narrow","51"
"other","s563","sharing_narrow","9_sharing_narrow","21"
"other","s567","sharing_narrow","9_sharing_narrow","19"
"self","s568","sharing_narrow","9_sharing_narrow","91"
"other","s570","sharing_narrow","9_sharing_narrow","1"
"other","s571","sharing_narrow","9_sharing_narrow","46"
"self","s572","sharing_narrow","9_sharing_narrow","65"
"other","s574","sharing_narrow","9_sharing_narrow","6"
"other","s575","sharing_narrow","9_sharing_narrow","57"
"self","s576","sharing_narrow","9_sharing_narrow","38"
"self","s577","sharing_narrow","9_sharing_narrow","63"
"other","s578","sharing_narrow","9_sharing_narrow","28"
"other","s581","sharing_narrow","9_sharing_narrow","29"
"other","s582","sharing_narrow","9_sharing_narrow","89"
"self","s583","sharing_narrow","9_sharing_narrow","50"
"self","s584","sharing_narrow","9_sharing_narrow","75"
"self","s587","sharing_narrow","9_sharing_narrow","51"
"self","s588","sharing_narrow","9_sharing_narrow","100"
"self","s589","sharing_narrow","9_sharing_narrow","21"
"other","s592","sharing_narrow","9_sharing_narrow","48"
"other","s593","sharing_narrow","9_sharing_narrow","100"
"other","s594","sharing_narrow","9_sharing_narrow","64"
"self","s595","sharing_narrow","9_sharing_narrow","100"
"other","s598","sharing_narrow","9_sharing_narrow","46"
"other","s599","sharing_narrow","9_sharing_narrow","88"
"self","s600","sharing_narrow","9_sharing_narrow","2"
"other","s602","sharing_narrow","9_sharing_narrow","87"
"other","s606","sharing_narrow","9_sharing_narrow","60"
"self","s608","sharing_narrow","9_sharing_narrow","0"
"other","s610","sharing_narrow","9_sharing_narrow","55"
"other","s613","sharing_narrow","9_sharing_narrow","0"
"self","s615","sharing_narrow","9_sharing_narrow","1"
"self","s616","sharing_narrow","9_sharing_narrow","76"
"other","s618","sharing_narrow","9_sharing_narrow","9"
"self","s619","sharing_narrow","9_sharing_narrow","85"
"self","s620","sharing_narrow","9_sharing_narrow","92"
"self","s621","sharing_narrow","9_sharing_narrow","0"
"self","s622","sharing_narrow","9_sharing_narrow","57"
"other","s623","sharing_narrow","9_sharing_narrow","82"
"self","s624","sharing_narrow","9_sharing_narrow","86"
"other","s626","sharing_narrow","9_sharing_narrow","92"
"other","s627","sharing_narrow","9_sharing_narrow","0"
"self","s628","sharing_narrow","9_sharing_narrow","69"
"self","s629","sharing_narrow","9_sharing_narrow","95"
"self","s630","sharing_narrow","9_sharing_narrow","58"
"other","s631","sharing_narrow","9_sharing_narrow","0"
"other","s634","sharing_narrow","9_sharing_narrow","0"
"self","s635","sharing_narrow","9_sharing_narrow","64"
"self","s636","sharing_narrow","9_sharing_narrow","98"
"self","s638","sharing_narrow","9_sharing_narrow","36"
"other","s639","sharing_narrow","9_sharing_narrow","52"
"self","s640","sharing_narrow","9_sharing_narrow","82"
"self","s001","relevance_self","9_relevance_self","31"
"self","s002","relevance_self","9_relevance_self","72"
"other","s003","relevance_self","9_relevance_self","78"
"other","s004","relevance_self","9_relevance_self","8"
"other","s005","relevance_self","9_relevance_self","0"
"other","s008","relevance_self","9_relevance_self","10"
"self","s009","relevance_self","9_relevance_self","65"
"other","s010","relevance_self","9_relevance_self","38"
"other","s012","relevance_self","9_relevance_self","5"
"self","s014","relevance_self","9_relevance_self","27"
"other","s015","relevance_self","9_relevance_self","7"
"other","s017","relevance_self","9_relevance_self","53"
"other","s018","relevance_self","9_relevance_self","14"
"self","s019","relevance_self","9_relevance_self","0"
"self","s020","relevance_self","9_relevance_self","0"
"self","s021","relevance_self","9_relevance_self","35"
"other","s024","relevance_self","9_relevance_self","2"
"other","s025","relevance_self","9_relevance_self","87"
"other","s028","relevance_self","9_relevance_self","78"
"self","s030","relevance_self","9_relevance_self","66"
"other","s031","relevance_self","9_relevance_self","73"
"self","s032","relevance_self","9_relevance_self","91"
"self","s036","relevance_self","9_relevance_self","10"
"other","s037","relevance_self","9_relevance_self","27"
"other","s038","relevance_self","9_relevance_self","67"
"self","s040","relevance_self","9_relevance_self","77"
"other","s041","relevance_self","9_relevance_self","96"
"other","s042","relevance_self","9_relevance_self","95"
"self","s043","relevance_self","9_relevance_self","1"
"other","s045","relevance_self","9_relevance_self","7"
"self","s046","relevance_self","9_relevance_self","70"
"self","s048","relevance_self","9_relevance_self","82"
"other","s049","relevance_self","9_relevance_self","43"
"self","s051","relevance_self","9_relevance_self","91"
"self","s052","relevance_self","9_relevance_self","77"
"other","s053","relevance_self","9_relevance_self","0"
"self","s054","relevance_self","9_relevance_self","66"
"other","s055","relevance_self","9_relevance_self","82"
"self","s056","relevance_self","9_relevance_self","82"
"self","s057","relevance_self","9_relevance_self","0"
"self","s058","relevance_self","9_relevance_self","46"
"other","s062","relevance_self","9_relevance_self","50"
"self","s063","relevance_self","9_relevance_self","0"
"self","s064","relevance_self","9_relevance_self","9"
"other","s065","relevance_self","9_relevance_self","84"
"other","s066","relevance_self","9_relevance_self","88"
"self","s067","relevance_self","9_relevance_self","10"
"other","s068","relevance_self","9_relevance_self","13"
"self","s069","relevance_self","9_relevance_self","96"
"self","s070","relevance_self","9_relevance_self","31"
"other","s072","relevance_self","9_relevance_self","56"
"other","s073","relevance_self","9_relevance_self","76"
"other","s074","relevance_self","9_relevance_self","100"
"other","s075","relevance_self","9_relevance_self","95"
"self","s076","relevance_self","9_relevance_self","2"
"other","s078","relevance_self","9_relevance_self","7"
"other","s079","relevance_self","9_relevance_self","65"
"self","s080","relevance_self","9_relevance_self","25"
"other","s081","relevance_self","9_relevance_self","35"
"self","s082","relevance_self","9_relevance_self","100"
"other","s083","relevance_self","9_relevance_self","52"
"self","s084","relevance_self","9_relevance_self","0"
"other","s085","relevance_self","9_relevance_self","55"
"self","s086","relevance_self","9_relevance_self","64"
"self","s089","relevance_self","9_relevance_self","47"
"other","s090","relevance_self","9_relevance_self","32"
"other","s092","relevance_self","9_relevance_self","50"
"self","s093","relevance_self","9_relevance_self","56"
"self","s095","relevance_self","9_relevance_self","69"
"other","s097","relevance_self","9_relevance_self","92"
"other","s099","relevance_self","9_relevance_self","0"
"other","s100","relevance_self","9_relevance_self","65"
"self","s101","relevance_self","9_relevance_self","94"
"other","s103","relevance_self","9_relevance_self","47"
"self","s104","relevance_self","9_relevance_self","95"
"self","s106","relevance_self","9_relevance_self","51"
"other","s108","relevance_self","9_relevance_self","31"
"other","s110","relevance_self","9_relevance_self","50"
"self","s111","relevance_self","9_relevance_self","90"
"self","s112","relevance_self","9_relevance_self","98"
"self","s113","relevance_self","9_relevance_self","68"
"other","s114","relevance_self","9_relevance_self","98"
"other","s115","relevance_self","9_relevance_self","33"
"other","s116","relevance_self","9_relevance_self","13"
"other","s117","relevance_self","9_relevance_self","79"
"self","s118","relevance_self","9_relevance_self","60"
"self","s119","relevance_self","9_relevance_self","0"
"other","s120","relevance_self","9_relevance_self","68"
"self","s121","relevance_self","9_relevance_self","4"
"other","s122","relevance_self","9_relevance_self","57"
"other","s123","relevance_self","9_relevance_self","0"
"self","s124","relevance_self","9_relevance_self","52"
"other","s125","relevance_self","9_relevance_self","63"
"other","s126","relevance_self","9_relevance_self","89"
"self","s127","relevance_self","9_relevance_self","81"
"self","s130","relevance_self","9_relevance_self","92"
"self","s132","relevance_self","9_relevance_self","100"
"other","s133","relevance_self","9_relevance_self","88"
"other","s134","relevance_self","9_relevance_self","65"
"other","s136","relevance_self","9_relevance_self","85"
"other","s137","relevance_self","9_relevance_self","43"
"other","s139","relevance_self","9_relevance_self","47"
"other","s140","relevance_self","9_relevance_self","0"
"self","s141","relevance_self","9_relevance_self","10"
"self","s143","relevance_self","9_relevance_self","69"
"self","s145","relevance_self","9_relevance_self","64"
"self","s146","relevance_self","9_relevance_self","0"
"self","s147","relevance_self","9_relevance_self","100"
"self","s149","relevance_self","9_relevance_self","89"
"other","s150","relevance_self","9_relevance_self","37"
"self","s151","relevance_self","9_relevance_self","96"
"other","s153","relevance_self","9_relevance_self","81"
"self","s155","relevance_self","9_relevance_self","73"
"other","s156","relevance_self","9_relevance_self","3"
"self","s157","relevance_self","9_relevance_self","73"
"other","s159","relevance_self","9_relevance_self","67"
"self","s160","relevance_self","9_relevance_self","42"
"self","s161","relevance_self","9_relevance_self","100"
"other","s163","relevance_self","9_relevance_self","0"
"other","s166","relevance_self","9_relevance_self","90"
"self","s167","relevance_self","9_relevance_self","0"
"self","s168","relevance_self","9_relevance_self","44"
"other","s170","relevance_self","9_relevance_self","90"
"self","s172","relevance_self","9_relevance_self","72"
"other","s177","relevance_self","9_relevance_self","28"
"self","s178","relevance_self","9_relevance_self","66"
"self","s184","relevance_self","9_relevance_self","79"
"other","s185","relevance_self","9_relevance_self","100"
"self","s186","relevance_self","9_relevance_self","52"
"self","s187","relevance_self","9_relevance_self","45"
"other","s189","relevance_self","9_relevance_self","50"
"other","s191","relevance_self","9_relevance_self","0"
"self","s192","relevance_self","9_relevance_self","85"
"self","s193","relevance_self","9_relevance_self","100"
"self","s194","relevance_self","9_relevance_self","40"
"self","s195","relevance_self","9_relevance_self","59"
"self","s196","relevance_self","9_relevance_self","69"
"other","s197","relevance_self","9_relevance_self","31"
"self","s198","relevance_self","9_relevance_self","95"
"self","s200","relevance_self","9_relevance_self","73"
"other","s201","relevance_self","9_relevance_self","58"
"self","s202","relevance_self","9_relevance_self","81"
"other","s204","relevance_self","9_relevance_self","0"
"other","s205","relevance_self","9_relevance_self","9"
"other","s206","relevance_self","9_relevance_self","98"
"self","s207","relevance_self","9_relevance_self","0"
"self","s208","relevance_self","9_relevance_self","72"
"other","s210","relevance_self","9_relevance_self","69"
"self","s211","relevance_self","9_relevance_self","0"
"self","s212","relevance_self","9_relevance_self","63"
"other","s214","relevance_self","9_relevance_self","74"
"other","s215","relevance_self","9_relevance_self","52"
"other","s216","relevance_self","9_relevance_self","75"
"self","s217","relevance_self","9_relevance_self","55"
"other","s218","relevance_self","9_relevance_self","31"
"self","s219","relevance_self","9_relevance_self","55"
"other","s222","relevance_self","9_relevance_self","47"
"self","s223","relevance_self","9_relevance_self","23"
"self","s224","relevance_self","9_relevance_self","26"
"other","s227","relevance_self","9_relevance_self","99"
"self","s230","relevance_self","9_relevance_self","14"
"self","s234","relevance_self","9_relevance_self","51"
"other","s235","relevance_self","9_relevance_self","97"
"other","s236","relevance_self","9_relevance_self","80"
"self","s237","relevance_self","9_relevance_self","47"
"self","s242","relevance_self","9_relevance_self","61"
"self","s243","relevance_self","9_relevance_self","77"
"other","s246","relevance_self","9_relevance_self","60"
"self","s248","relevance_self","9_relevance_self","75"
"other","s249","relevance_self","9_relevance_self","69"
"self","s250","relevance_self","9_relevance_self","37"
"other","s251","relevance_self","9_relevance_self","0"
"other","s255","relevance_self","9_relevance_self","0"
"other","s257","relevance_self","9_relevance_self","62"
"self","s258","relevance_self","9_relevance_self","100"
"other","s259","relevance_self","9_relevance_self","56"
"self","s260","relevance_self","9_relevance_self","3"
"other","s261","relevance_self","9_relevance_self","50"
"self","s262","relevance_self","9_relevance_self","58"
"other","s265","relevance_self","9_relevance_self","76"
"self","s268","relevance_self","9_relevance_self","86"
"other","s270","relevance_self","9_relevance_self","94"
"self","s273","relevance_self","9_relevance_self","80"
"other","s274","relevance_self","9_relevance_self","84"
"other","s275","relevance_self","9_relevance_self","24"
"self","s276","relevance_self","9_relevance_self","88"
"self","s277","relevance_self","9_relevance_self","96"
"self","s278","relevance_self","9_relevance_self","100"
"other","s279","relevance_self","9_relevance_self","88"
"self","s280","relevance_self","9_relevance_self","63"
"self","s281","relevance_self","9_relevance_self","62"
"other","s283","relevance_self","9_relevance_self","33"
"self","s287","relevance_self","9_relevance_self","63"
"self","s288","relevance_self","9_relevance_self","80"
"other","s292","relevance_self","9_relevance_self","92"
"other","s294","relevance_self","9_relevance_self","85"
"other","s295","relevance_self","9_relevance_self","31"
"self","s297","relevance_self","9_relevance_self","81"
"other","s299","relevance_self","9_relevance_self","52"
"other","s300","relevance_self","9_relevance_self","99"
"self","s301","relevance_self","9_relevance_self","55"
"other","s303","relevance_self","9_relevance_self","68"
"self","s305","relevance_self","9_relevance_self","7"
"other","s307","relevance_self","9_relevance_self","80"
"self","s308","relevance_self","9_relevance_self","88"
"self","s311","relevance_self","9_relevance_self","90"
"self","s313","relevance_self","9_relevance_self","35"
"self","s314","relevance_self","9_relevance_self","78"
"other","s316","relevance_self","9_relevance_self","100"
"self","s318","relevance_self","9_relevance_self","59"
"self","s319","relevance_self","9_relevance_self","81"
"self","s320","relevance_self","9_relevance_self","87"
"self","s321","relevance_self","9_relevance_self","85"
"other","s322","relevance_self","9_relevance_self","67"
"self","s324","relevance_self","9_relevance_self","0"
"other","s326","relevance_self","9_relevance_self","10"
"other","s327","relevance_self","9_relevance_self","55"
"other","s328","relevance_self","9_relevance_self","60"
"other","s329","relevance_self","9_relevance_self","0"
"self","s330","relevance_self","9_relevance_self","100"
"self","s331","relevance_self","9_relevance_self","73"
"other","s335","relevance_self","9_relevance_self","55"
"self","s337","relevance_self","9_relevance_self","0"
"other","s338","relevance_self","9_relevance_self","44"
"other","s344","relevance_self","9_relevance_self","33"
"self","s345","relevance_self","9_relevance_self","1"
"other","s348","relevance_self","9_relevance_self","36"
"other","s349","relevance_self","9_relevance_self","82"
"other","s352","relevance_self","9_relevance_self","95"
"other","s353","relevance_self","9_relevance_self","37"
"self","s358","relevance_self","9_relevance_self","46"
"self","s360","relevance_self","9_relevance_self","52"
"other","s361","relevance_self","9_relevance_self","52"
"other","s363","relevance_self","9_relevance_self","83"
"other","s364","relevance_self","9_relevance_self","51"
"self","s368","relevance_self","9_relevance_self","98"
"self","s371","relevance_self","9_relevance_self","0"
"other","s372","relevance_self","9_relevance_self","72"
"self","s373","relevance_self","9_relevance_self","40"
"self","s375","relevance_self","9_relevance_self","42"
"other","s380","relevance_self","9_relevance_self","83"
"other","s386","relevance_self","9_relevance_self","96"
"self","s387","relevance_self","9_relevance_self","2"
"other","s390","relevance_self","9_relevance_self","77"
"self","s394","relevance_self","9_relevance_self","69"
"other","s395","relevance_self","9_relevance_self","74"
"other","s396","relevance_self","9_relevance_self","100"
"other","s399","relevance_self","9_relevance_self","24"
"other","s400","relevance_self","9_relevance_self","76"
"self","s401","relevance_self","9_relevance_self","57"
"self","s402","relevance_self","9_relevance_self","94"
"other","s403","relevance_self","9_relevance_self","12"
"other","s406","relevance_self","9_relevance_self","11"
"self","s411","relevance_self","9_relevance_self","49"
"self","s412","relevance_self","9_relevance_self","45"
"self","s414","relevance_self","9_relevance_self","1"
"self","s415","relevance_self","9_relevance_self","40"
"self","s418","relevance_self","9_relevance_self","81"
"self","s419","relevance_self","9_relevance_self","26"
"other","s420","relevance_self","9_relevance_self","81"
"self","s421","relevance_self","9_relevance_self","53"
"self","s422","relevance_self","9_relevance_self","0"
"other","s423","relevance_self","9_relevance_self","64"
"self","s425","relevance_self","9_relevance_self","87"
"self","s432","relevance_self","9_relevance_self","60"
"self","s434","relevance_self","9_relevance_self","73"
"other","s435","relevance_self","9_relevance_self","40"
"other","s436","relevance_self","9_relevance_self","48"
"self","s437","relevance_self","9_relevance_self","57"
"self","s439","relevance_self","9_relevance_self","50"
"other","s442","relevance_self","9_relevance_self","64"
"self","s444","relevance_self","9_relevance_self","87"
"self","s445","relevance_self","9_relevance_self","68"
"self","s446","relevance_self","9_relevance_self","0"
"other","s448","relevance_self","9_relevance_self","100"
"self","s449","relevance_self","9_relevance_self","89"
"self","s450","relevance_self","9_relevance_self","57"
"other","s453","relevance_self","9_relevance_self","16"
"other","s454","relevance_self","9_relevance_self","15"
"self","s456","relevance_self","9_relevance_self","86"
"self","s457","relevance_self","9_relevance_self","59"
"other","s460","relevance_self","9_relevance_self","64"
"other","s462","relevance_self","9_relevance_self","31"
"other","s463","relevance_self","9_relevance_self","91"
"other","s466","relevance_self","9_relevance_self","56"
"other","s467","relevance_self","9_relevance_self","19"
"other","s470","relevance_self","9_relevance_self","46"
"self","s471","relevance_self","9_relevance_self","64"
"other","s473","relevance_self","9_relevance_self","73"
"self","s475","relevance_self","9_relevance_self","87"
"self","s478","relevance_self","9_relevance_self","100"
"other","s479","relevance_self","9_relevance_self","31"
"self","s481","relevance_self","9_relevance_self","10"
"self","s482","relevance_self","9_relevance_self","100"
"self","s483","relevance_self","9_relevance_self","64"
"other","s485","relevance_self","9_relevance_self","39"
"self","s487","relevance_self","9_relevance_self","59"
"other","s488","relevance_self","9_relevance_self","97"
"self","s490","relevance_self","9_relevance_self","50"
"other","s492","relevance_self","9_relevance_self","0"
"self","s493","relevance_self","9_relevance_self","66"
"other","s494","relevance_self","9_relevance_self","71"
"other","s495","relevance_self","9_relevance_self","100"
"self","s496","relevance_self","9_relevance_self","69"
"other","s497","relevance_self","9_relevance_self","75"
"other","s498","relevance_self","9_relevance_self","14"
"self","s499","relevance_self","9_relevance_self","17"
"other","s502","relevance_self","9_relevance_self","78"
"self","s504","relevance_self","9_relevance_self","92"
"other","s505","relevance_self","9_relevance_self","4"
"other","s506","relevance_self","9_relevance_self","77"
"self","s507","relevance_self","9_relevance_self","50"
"self","s512","relevance_self","9_relevance_self","56"
"other","s513","relevance_self","9_relevance_self","2"
"self","s514","relevance_self","9_relevance_self","78"
"self","s515","relevance_self","9_relevance_self","100"
"other","s516","relevance_self","9_relevance_self","42"
"other","s517","relevance_self","9_relevance_self","35"
"self","s520","relevance_self","9_relevance_self","74"
"self","s522","relevance_self","9_relevance_self","97"
"self","s526","relevance_self","9_relevance_self","34"
"self","s527","relevance_self","9_relevance_self","75"
"other","s529","relevance_self","9_relevance_self","91"
"self","s530","relevance_self","9_relevance_self","55"
"other","s531","relevance_self","9_relevance_self","80"
"self","s532","relevance_self","9_relevance_self","78"
"other","s533","relevance_self","9_relevance_self","9"
"self","s535","relevance_self","9_relevance_self","65"
"self","s537","relevance_self","9_relevance_self","21"
"self","s538","relevance_self","9_relevance_self","35"
"other","s540","relevance_self","9_relevance_self","83"
"other","s541","relevance_self","9_relevance_self","0"
"self","s543","relevance_self","9_relevance_self","48"
"self","s544","relevance_self","9_relevance_self","96"
"other","s545","relevance_self","9_relevance_self","90"
"other","s546","relevance_self","9_relevance_self","100"
"other","s547","relevance_self","9_relevance_self","0"
"other","s548","relevance_self","9_relevance_self","62"
"other","s551","relevance_self","9_relevance_self","55"
"other","s552","relevance_self","9_relevance_self","66"
"other","s553","relevance_self","9_relevance_self","80"
"other","s554","relevance_self","9_relevance_self","27"
"self","s555","relevance_self","9_relevance_self","9"
"other","s558","relevance_self","9_relevance_self","0"
"other","s559","relevance_self","9_relevance_self","69"
"self","s561","relevance_self","9_relevance_self","49"
"other","s563","relevance_self","9_relevance_self","72"
"other","s567","relevance_self","9_relevance_self","100"
"self","s568","relevance_self","9_relevance_self","57"
"other","s570","relevance_self","9_relevance_self","1"
"other","s571","relevance_self","9_relevance_self","35"
"self","s572","relevance_self","9_relevance_self","100"
"other","s574","relevance_self","9_relevance_self","51"
"other","s575","relevance_self","9_relevance_self","86"
"self","s576","relevance_self","9_relevance_self","79"
"self","s577","relevance_self","9_relevance_self","84"
"other","s578","relevance_self","9_relevance_self","78"
"other","s581","relevance_self","9_relevance_self","60"
"other","s582","relevance_self","9_relevance_self","85"
"self","s583","relevance_self","9_relevance_self","70"
"self","s584","relevance_self","9_relevance_self","0"
"self","s587","relevance_self","9_relevance_self","51"
"self","s588","relevance_self","9_relevance_self","100"
"self","s589","relevance_self","9_relevance_self","3"
"other","s592","relevance_self","9_relevance_self","89"
"other","s593","relevance_self","9_relevance_self","100"
"other","s594","relevance_self","9_relevance_self","70"
"self","s595","relevance_self","9_relevance_self","100"
"other","s598","relevance_self","9_relevance_self","89"
"other","s599","relevance_self","9_relevance_self","75"
"self","s600","relevance_self","9_relevance_self","2"
"other","s602","relevance_self","9_relevance_self","50"
"other","s606","relevance_self","9_relevance_self","83"
"self","s608","relevance_self","9_relevance_self","100"
"other","s610","relevance_self","9_relevance_self","34"
"other","s613","relevance_self","9_relevance_self","37"
"self","s615","relevance_self","9_relevance_self","1"
"self","s616","relevance_self","9_relevance_self","63"
"other","s618","relevance_self","9_relevance_self","26"
"self","s619","relevance_self","9_relevance_self","87"
"self","s620","relevance_self","9_relevance_self","100"
"self","s621","relevance_self","9_relevance_self","71"
"self","s622","relevance_self","9_relevance_self","70"
"other","s623","relevance_self","9_relevance_self","82"
"self","s624","relevance_self","9_relevance_self","100"
"other","s626","relevance_self","9_relevance_self","84"
"other","s627","relevance_self","9_relevance_self","0"
"self","s628","relevance_self","9_relevance_self","84"
"self","s629","relevance_self","9_relevance_self","97"
"self","s630","relevance_self","9_relevance_self","61"
"other","s631","relevance_self","9_relevance_self","1"
"other","s634","relevance_self","9_relevance_self","64"
"self","s635","relevance_self","9_relevance_self","78"
"self","s636","relevance_self","9_relevance_self","99"
"self","s638","relevance_self","9_relevance_self","48"
"other","s639","relevance_self","9_relevance_self","52"
"self","s640","relevance_self","9_relevance_self","100"
"self","s001","relevance_social","9_relevance_social","31"
"self","s002","relevance_social","9_relevance_social","83"
"other","s003","relevance_social","9_relevance_social","73"
"other","s004","relevance_social","9_relevance_social","73"
"other","s005","relevance_social","9_relevance_social","0"
"other","s008","relevance_social","9_relevance_social","22"
"self","s009","relevance_social","9_relevance_social","51"
"other","s010","relevance_social","9_relevance_social","85"
"other","s012","relevance_social","9_relevance_social","6"
"self","s014","relevance_social","9_relevance_social","27"
"other","s015","relevance_social","9_relevance_social","6"
"other","s017","relevance_social","9_relevance_social","72"
"other","s018","relevance_social","9_relevance_social","14"
"self","s019","relevance_social","9_relevance_social","47"
"self","s020","relevance_social","9_relevance_social","0"
"self","s021","relevance_social","9_relevance_social","100"
"other","s024","relevance_social","9_relevance_social","2"
"other","s025","relevance_social","9_relevance_social","87"
"other","s028","relevance_social","9_relevance_social","84"
"self","s030","relevance_social","9_relevance_social","50"
"other","s031","relevance_social","9_relevance_social","85"
"self","s032","relevance_social","9_relevance_social","87"
"self","s036","relevance_social","9_relevance_social","28"
"other","s037","relevance_social","9_relevance_social","41"
"other","s038","relevance_social","9_relevance_social","68"
"self","s040","relevance_social","9_relevance_social","79"
"other","s041","relevance_social","9_relevance_social","96"
"other","s042","relevance_social","9_relevance_social","84"
"self","s043","relevance_social","9_relevance_social","1"
"other","s045","relevance_social","9_relevance_social","9"
"self","s046","relevance_social","9_relevance_social","70"
"self","s048","relevance_social","9_relevance_social","87"
"other","s049","relevance_social","9_relevance_social","73"
"self","s051","relevance_social","9_relevance_social","86"
"self","s052","relevance_social","9_relevance_social","76"
"other","s053","relevance_social","9_relevance_social","69"
"self","s054","relevance_social","9_relevance_social","72"
"other","s055","relevance_social","9_relevance_social","81"
"self","s056","relevance_social","9_relevance_social","91"
"self","s057","relevance_social","9_relevance_social","50"
"self","s058","relevance_social","9_relevance_social","46"
"other","s062","relevance_social","9_relevance_social","49"
"self","s063","relevance_social","9_relevance_social","0"
"self","s064","relevance_social","9_relevance_social","14"
"other","s065","relevance_social","9_relevance_social","81"
"other","s066","relevance_social","9_relevance_social","81"
"self","s067","relevance_social","9_relevance_social","25"
"other","s068","relevance_social","9_relevance_social","37"
"self","s069","relevance_social","9_relevance_social","96"
"self","s070","relevance_social","9_relevance_social","21"
"other","s072","relevance_social","9_relevance_social","58"
"other","s073","relevance_social","9_relevance_social","59"
"other","s074","relevance_social","9_relevance_social","100"
"other","s075","relevance_social","9_relevance_social","96"
"self","s076","relevance_social","9_relevance_social","1"
"other","s078","relevance_social","9_relevance_social","10"
"other","s079","relevance_social","9_relevance_social","72"
"self","s080","relevance_social","9_relevance_social","52"
"other","s081","relevance_social","9_relevance_social","47"
"self","s082","relevance_social","9_relevance_social","75"
"other","s083","relevance_social","9_relevance_social","51"
"self","s084","relevance_social","9_relevance_social","0"
"other","s085","relevance_social","9_relevance_social","83"
"self","s086","relevance_social","9_relevance_social","64"
"self","s089","relevance_social","9_relevance_social","94"
"other","s090","relevance_social","9_relevance_social","33"
"other","s092","relevance_social","9_relevance_social","50"
"self","s093","relevance_social","9_relevance_social","48"
