"survey_name","group","SID","scale_name","item","value"
"GOTV 100 million message testing SHORT","control","s128","msg_rel_self","3","100"
"GOTV 100 million message testing SHORT","control","s128","msg_rel_social","3","100"
"GOTV 100 million message testing SHORT","control","s128","msg_share","3","0"
"GOTV 100 million message testing SHORT","control","s128","msg_rel_self","4","82"
"GOTV 100 million message testing SHORT","control","s128","msg_rel_social","4","83"
"GOTV 100 million message testing SHORT","control","s128","msg_share","4","0"
"GOTV 100 million message testing SHORT","control","s128","msg_rel_self","5","100"
"GOTV 100 million message testing SHORT","control","s128","msg_rel_social","5","100"
"GOTV 100 million message testing SHORT","control","s128","msg_share","5","0"
"GOTV 100 million message testing SHORT","static","s129","msg_rel_self","1","81"
"GOTV 100 million message testing SHORT","static","s129","msg_rel_social","1","79"
"GOTV 100 million message testing SHORT","static","s129","msg_share","1","76"
"GOTV 100 million message testing SHORT","static","s129","msg_rel_self","2","71"
"GOTV 100 million message testing SHORT","static","s129","msg_rel_social","2","75"
"GOTV 100 million message testing SHORT","static","s129","msg_share","2","85"
"GOTV 100 million message testing SHORT","static","s129","msg_rel_self","3","76"
"GOTV 100 million message testing SHORT","static","s129","msg_rel_social","3","71"
"GOTV 100 million message testing SHORT","static","s129","msg_share","3","62"
"GOTV 100 million message testing SHORT","static","s129","msg_rel_self","4","77"
"GOTV 100 million message testing SHORT","static","s129","msg_rel_social","4","81"
"GOTV 100 million message testing SHORT","static","s129","msg_share","4","77"
"GOTV 100 million message testing SHORT","static","s129","msg_rel_self","5","72"
"GOTV 100 million message testing SHORT","static","s129","msg_rel_social","5","81"
"GOTV 100 million message testing SHORT","static","s129","msg_share","5","73"
"GOTV 100 million message testing SHORT","control","s130","msg_rel_self","1","54"
"GOTV 100 million message testing SHORT","control","s130","msg_rel_social","1","53"
"GOTV 100 million message testing SHORT","control","s130","msg_share","1","33"
"GOTV 100 million message testing SHORT","control","s130","msg_rel_self","2","71"
"GOTV 100 million message testing SHORT","control","s130","msg_rel_social","2","80"
"GOTV 100 million message testing SHORT","control","s130","msg_share","2","76"
"GOTV 100 million message testing SHORT","control","s130","msg_rel_self","3","81"
"GOTV 100 million message testing SHORT","control","s130","msg_rel_social","3","69"
"GOTV 100 million message testing SHORT","control","s130","msg_share","3","47"
"GOTV 100 million message testing SHORT","control","s130","msg_rel_self","4","37"
"GOTV 100 million message testing SHORT","control","s130","msg_rel_social","4","29"
"GOTV 100 million message testing SHORT","control","s130","msg_share","4","19"
"GOTV 100 million message testing SHORT","control","s130","msg_rel_self","5","72"
"GOTV 100 million message testing SHORT","control","s130","msg_rel_social","5","72"
"GOTV 100 million message testing SHORT","control","s130","msg_share","5","35"
"GOTV 100 million message testing SHORT","control","s131","msg_rel_self","1","100"
"GOTV 100 million message testing SHORT","control","s131","msg_rel_social","1","100"
"GOTV 100 million message testing SHORT","control","s131","msg_share","1","86"
"GOTV 100 million message testing SHORT","control","s131","msg_rel_self","2","100"
"GOTV 100 million message testing SHORT","control","s131","msg_rel_social","2","100"
"GOTV 100 million message testing SHORT","control","s131","msg_share","2","91"
"GOTV 100 million message testing SHORT","control","s131","msg_rel_self","3","100"
"GOTV 100 million message testing SHORT","control","s131","msg_rel_social","3","100"
"GOTV 100 million message testing SHORT","control","s131","msg_share","3","85"
"GOTV 100 million message testing SHORT","control","s131","msg_rel_self","4","100"
"GOTV 100 million message testing SHORT","control","s131","msg_rel_social","4","100"
"GOTV 100 million message testing SHORT","control","s131","msg_share","4","95"
"GOTV 100 million message testing SHORT","control","s131","msg_rel_self","5","100"
"GOTV 100 million message testing SHORT","control","s131","msg_rel_social","5","100"
"GOTV 100 million message testing SHORT","control","s131","msg_share","5","80"
"GOTV 100 million message testing SHORT","static","s132","msg_rel_self","1","50"
"GOTV 100 million message testing SHORT","static","s132","msg_rel_social","1","91"
"GOTV 100 million message testing SHORT","static","s132","msg_share","1","30"
"GOTV 100 million message testing SHORT","static","s132","msg_rel_self","2","96"
"GOTV 100 million message testing SHORT","static","s132","msg_rel_social","2","96"
"GOTV 100 million message testing SHORT","static","s132","msg_share","2","0"
"GOTV 100 million message testing SHORT","static","s132","msg_rel_self","3","49"
"GOTV 100 million message testing SHORT","static","s132","msg_rel_social","3","29"
"GOTV 100 million message testing SHORT","static","s132","msg_share","3","1"
"GOTV 100 million message testing SHORT","static","s132","msg_rel_self","4","90"
"GOTV 100 million message testing SHORT","static","s132","msg_rel_social","4","91"
"GOTV 100 million message testing SHORT","static","s132","msg_share","4","1"
"GOTV 100 million message testing SHORT","static","s132","msg_rel_self","5","95"
"GOTV 100 million message testing SHORT","static","s132","msg_rel_social","5","95"
"GOTV 100 million message testing SHORT","static","s132","msg_share","5","8"
"GOTV 100 million message testing SHORT","static","s133","msg_rel_self","1","88"
"GOTV 100 million message testing SHORT","static","s133","msg_rel_social","1","82"
"GOTV 100 million message testing SHORT","static","s133","msg_share","1","86"
"GOTV 100 million message testing SHORT","static","s133","msg_rel_self","2","87"
"GOTV 100 million message testing SHORT","static","s133","msg_rel_social","2","81"
"GOTV 100 million message testing SHORT","static","s133","msg_share","2","87"
"GOTV 100 million message testing SHORT","static","s133","msg_rel_self","3","87"
"GOTV 100 million message testing SHORT","static","s133","msg_rel_social","3","77"
"GOTV 100 million message testing SHORT","static","s133","msg_share","3","82"
"GOTV 100 million message testing SHORT","static","s133","msg_rel_self","4","82"
"GOTV 100 million message testing SHORT","static","s133","msg_rel_social","4","72"
"GOTV 100 million message testing SHORT","static","s133","msg_share","4","84"
"GOTV 100 million message testing SHORT","static","s133","msg_rel_self","5","83"
"GOTV 100 million message testing SHORT","static","s133","msg_rel_social","5","74"
"GOTV 100 million message testing SHORT","static","s133","msg_share","5","85"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_rel_self","1","83"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_rel_social","1","83"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_share","1","82"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_rel_self","2","79"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_rel_social","2","79"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_share","2","79"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_rel_self","3","78"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_rel_social","3","76"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_share","3","75"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_rel_self","4","76"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_rel_social","4","78"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_share","4","78"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_rel_self","5","80"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_rel_social","5","81"
"GOTV 100 million message testing SHORT","dynamic","s134","msg_share","5","94"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_rel_self","1","100"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_rel_social","1","100"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_share","1","46"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_rel_self","2","57"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_rel_social","2","65"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_share","2","56"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_rel_self","3","49"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_rel_social","3","57"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_share","3","33"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_rel_self","4","75"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_rel_social","4","76"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_share","4","60"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_rel_self","5","100"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_rel_social","5","100"
"GOTV 100 million message testing SHORT","dynamic","s135","msg_share","5","51"
"GOTV 100 million message testing SHORT","static","s136","msg_rel_self","1","51"
"GOTV 100 million message testing SHORT","static","s136","msg_rel_social","1","82"
"GOTV 100 million message testing SHORT","static","s136","msg_share","1","61"
"GOTV 100 million message testing SHORT","static","s136","msg_rel_self","2","81"
"GOTV 100 million message testing SHORT","static","s136","msg_rel_social","2","82"
"GOTV 100 million message testing SHORT","static","s136","msg_share","2","61"
"GOTV 100 million message testing SHORT","static","s136","msg_rel_self","3","81"
"GOTV 100 million message testing SHORT","static","s136","msg_rel_social","3","82"
"GOTV 100 million message testing SHORT","static","s136","msg_share","3","72"
"GOTV 100 million message testing SHORT","static","s136","msg_rel_self","4","50"
"GOTV 100 million message testing SHORT","static","s136","msg_rel_social","4","82"
"GOTV 100 million message testing SHORT","static","s136","msg_share","4","59"
"GOTV 100 million message testing SHORT","static","s136","msg_rel_self","5","51"
"GOTV 100 million message testing SHORT","static","s136","msg_rel_social","5","82"
"GOTV 100 million message testing SHORT","static","s136","msg_share","5","61"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_rel_self","1","0"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_rel_social","1","1"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_share","1","3"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_rel_self","2","0"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_rel_social","2","0"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_share","2","56"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_rel_self","3","0"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_rel_social","3","0"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_share","3","0"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_rel_self","4","0"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_rel_social","4","0"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_share","4","1"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_rel_self","5","100"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_rel_social","5","100"
"GOTV 100 million message testing SHORT","dynamic","s137","msg_share","5","1"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_rel_self","1","96"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_rel_social","1","95"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_share","1","4"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_rel_self","2","89"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_rel_social","2","93"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_share","2","7"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_rel_self","3","98"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_rel_social","3","86"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_share","3","43"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_rel_self","4","99"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_rel_social","4","100"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_share","4","6"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_rel_self","5","89"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_rel_social","5","85"
"GOTV 100 million message testing SHORT","dynamic","s138","msg_share","5","5"
"GOTV 100 million message testing SHORT","control","s139","msg_rel_self","1","92"
"GOTV 100 million message testing SHORT","control","s139","msg_rel_social","1","93"
"GOTV 100 million message testing SHORT","control","s139","msg_share","1","95"
"GOTV 100 million message testing SHORT","control","s139","msg_rel_self","2","83"
"GOTV 100 million message testing SHORT","control","s139","msg_rel_social","2","79"
"GOTV 100 million message testing SHORT","control","s139","msg_share","2","55"
"GOTV 100 million message testing SHORT","control","s139","msg_rel_self","3","99"
"GOTV 100 million message testing SHORT","control","s139","msg_rel_social","3","99"
"GOTV 100 million message testing SHORT","control","s139","msg_share","3","64"
"GOTV 100 million message testing SHORT","control","s139","msg_rel_self","4","94"
"GOTV 100 million message testing SHORT","control","s139","msg_rel_social","4","98"
"GOTV 100 million message testing SHORT","control","s139","msg_share","4","91"
"GOTV 100 million message testing SHORT","control","s139","msg_rel_self","5","100"
"GOTV 100 million message testing SHORT","control","s139","msg_rel_social","5","84"
"GOTV 100 million message testing SHORT","control","s139","msg_share","5","71"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_rel_self","1","10"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_rel_social","1","30"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_share","1","0"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_rel_self","2","100"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_rel_social","2","100"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_share","2","0"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_rel_self","3","52"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_rel_social","3","100"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_share","3","0"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_rel_self","4","0"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_rel_social","4","48"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_share","4","0"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_rel_self","5","50"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_rel_social","5","51"
"GOTV 100 million message testing SHORT","dynamic","s140","msg_share","5","0"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_rel_self","1","35"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_rel_social","1","73"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_share","1","85"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_rel_self","2","25"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_rel_social","2","63"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_share","2","48"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_rel_self","3","68"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_rel_social","3","77"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_share","3","40"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_rel_self","4","73"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_rel_social","4","100"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_share","4","80"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_rel_self","5","37"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_rel_social","5","48"
"GOTV 100 million message testing SHORT","dynamic","s142","msg_share","5","7"
"GOTV 100 million message testing SHORT","static","s143","msg_rel_self","1","1"
"GOTV 100 million message testing SHORT","static","s143","msg_rel_social","1","74"
"GOTV 100 million message testing SHORT","static","s143","msg_share","1","46"
"GOTV 100 million message testing SHORT","static","s143","msg_rel_self","2","50"
"GOTV 100 million message testing SHORT","static","s143","msg_rel_social","2","56"
"GOTV 100 million message testing SHORT","static","s143","msg_share","2","72"
"GOTV 100 million message testing SHORT","static","s143","msg_rel_self","3","27"
"GOTV 100 million message testing SHORT","static","s143","msg_rel_social","3","75"
"GOTV 100 million message testing SHORT","static","s143","msg_share","3","35"
"GOTV 100 million message testing SHORT","static","s143","msg_rel_self","4","51"
"GOTV 100 million message testing SHORT","static","s143","msg_rel_social","4","54"
"GOTV 100 million message testing SHORT","static","s143","msg_share","4","94"
"GOTV 100 million message testing SHORT","static","s143","msg_rel_self","5","100"
"GOTV 100 million message testing SHORT","static","s143","msg_rel_social","5","87"
"GOTV 100 million message testing SHORT","static","s143","msg_share","5","59"
"GOTV 100 million message testing SHORT","static","s144","msg_rel_self","1","63"
"GOTV 100 million message testing SHORT","static","s144","msg_rel_social","1","54"
"GOTV 100 million message testing SHORT","static","s144","msg_share","1","54"
"GOTV 100 million message testing SHORT","static","s144","msg_rel_self","2","70"
"GOTV 100 million message testing SHORT","static","s144","msg_rel_social","2","61"
"GOTV 100 million message testing SHORT","static","s144","msg_share","2","76"
"GOTV 100 million message testing SHORT","static","s144","msg_rel_self","3","26"
"GOTV 100 million message testing SHORT","static","s144","msg_rel_social","3","27"
"GOTV 100 million message testing SHORT","static","s144","msg_share","3","55"
"GOTV 100 million message testing SHORT","static","s144","msg_rel_self","4","72"
"GOTV 100 million message testing SHORT","static","s144","msg_rel_social","4","57"
"GOTV 100 million message testing SHORT","static","s144","msg_share","4","62"
"GOTV 100 million message testing SHORT","static","s144","msg_rel_self","5","89"
"GOTV 100 million message testing SHORT","static","s144","msg_rel_social","5","84"
"GOTV 100 million message testing SHORT","static","s144","msg_share","5","81"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_rel_self","1","9"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_rel_social","1","59"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_share","1","46"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_rel_self","2","6"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_rel_social","2","86"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_share","2","45"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_rel_self","3","8"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_rel_social","3","71"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_share","3","49"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_rel_self","4","8"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_rel_social","4","49"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_share","4","48"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_rel_self","5","80"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_rel_social","5","79"
"GOTV 100 million message testing SHORT","dynamic","s145","msg_share","5","47"
"GOTV 100 million message testing SHORT","static","s146","msg_rel_self","1","100"
"GOTV 100 million message testing SHORT","static","s146","msg_rel_social","1","100"
"GOTV 100 million message testing SHORT","static","s146","msg_share","1","100"
"GOTV 100 million message testing SHORT","static","s146","msg_rel_self","2","0"
"GOTV 100 million message testing SHORT","static","s146","msg_rel_social","2","0"
"GOTV 100 million message testing SHORT","static","s146","msg_share","2","0"
"GOTV 100 million message testing SHORT","static","s146","msg_rel_self","3","0"
"GOTV 100 million message testing SHORT","static","s146","msg_rel_social","3","48"
"GOTV 100 million message testing SHORT","static","s146","msg_share","3","46"
"GOTV 100 million message testing SHORT","static","s146","msg_rel_self","4","49"
"GOTV 100 million message testing SHORT","static","s146","msg_rel_social","4","50"
"GOTV 100 million message testing SHORT","static","s146","msg_share","4","24"
"GOTV 100 million message testing SHORT","static","s146","msg_rel_self","5","100"
"GOTV 100 million message testing SHORT","static","s146","msg_rel_social","5","100"
"GOTV 100 million message testing SHORT","static","s146","msg_share","5","100"
"GOTV 100 million message testing SHORT","control","s147","msg_rel_self","1","100"
"GOTV 100 million message testing SHORT","control","s147","msg_rel_social","1","91"
"GOTV 100 million message testing SHORT","control","s147","msg_share","1","96"
"GOTV 100 million message testing SHORT","control","s147","msg_rel_self","2","99"
"GOTV 100 million message testing SHORT","control","s147","msg_rel_social","2","88"
"GOTV 100 million message testing SHORT","control","s147","msg_share","2","98"
"GOTV 100 million message testing SHORT","control","s147","msg_rel_self","3","100"
"GOTV 100 million message testing SHORT","control","s147","msg_rel_social","3","92"
"GOTV 100 million message testing SHORT","control","s147","msg_share","3","89"
"GOTV 100 million message testing SHORT","control","s147","msg_rel_self","4","99"
"GOTV 100 million message testing SHORT","control","s147","msg_rel_social","4","89"
"GOTV 100 million message testing SHORT","control","s147","msg_share","4","93"
"GOTV 100 million message testing SHORT","control","s147","msg_rel_self","5","100"
"GOTV 100 million message testing SHORT","control","s147","msg_rel_social","5","88"
"GOTV 100 million message testing SHORT","control","s147","msg_share","5","95"
"GOTV 100 million message testing SHORT","static","s148","msg_rel_self","1","52"
"GOTV 100 million message testing SHORT","static","s148","msg_rel_social","1","77"
"GOTV 100 million message testing SHORT","static","s148","msg_share","1","58"
"GOTV 100 million message testing SHORT","static","s148","msg_rel_self","2","54"
"GOTV 100 million message testing SHORT","static","s148","msg_rel_social","2","68"
"GOTV 100 million message testing SHORT","static","s148","msg_share","2","48"
"GOTV 100 million message testing SHORT","static","s148","msg_rel_self","3","46"
"GOTV 100 million message testing SHORT","static","s148","msg_rel_social","3","79"
"GOTV 100 million message testing SHORT","static","s148","msg_share","3","71"
"GOTV 100 million message testing SHORT","static","s148","msg_rel_self","4","48"
"GOTV 100 million message testing SHORT","static","s148","msg_rel_social","4","78"
"GOTV 100 million message testing SHORT","static","s148","msg_share","4","52"
"GOTV 100 million message testing SHORT","static","s148","msg_rel_self","5","50"
"GOTV 100 million message testing SHORT","static","s148","msg_rel_social","5","69"
"GOTV 100 million message testing SHORT","static","s148","msg_share","5","60"
"GOTV 100 million message testing SHORT","static","s149","msg_rel_self","1","58"
"GOTV 100 million message testing SHORT","static","s149","msg_rel_social","1","88"
"GOTV 100 million message testing SHORT","static","s149","msg_share","1","8"
"GOTV 100 million message testing SHORT","static","s149","msg_rel_self","2","60"
"GOTV 100 million message testing SHORT","static","s149","msg_rel_social","2","82"
"GOTV 100 million message testing SHORT","static","s149","msg_share","2","13"
"GOTV 100 million message testing SHORT","static","s149","msg_rel_self","3","21"
"GOTV 100 million message testing SHORT","static","s149","msg_rel_social","3","34"
"GOTV 100 million message testing SHORT","static","s149","msg_share","3","7"
"GOTV 100 million message testing SHORT","static","s149","msg_rel_self","4","60"
"GOTV 100 million message testing SHORT","static","s149","msg_rel_social","4","60"
"GOTV 100 million message testing SHORT","static","s149","msg_share","4","14"
"GOTV 100 million message testing SHORT","static","s149","msg_rel_self","5","79"
"GOTV 100 million message testing SHORT","static","s149","msg_rel_social","5","80"
"GOTV 100 million message testing SHORT","static","s149","msg_share","5","9"
"GOTV 100 million message testing SHORT","control","s150","msg_rel_self","1","100"
"GOTV 100 million message testing SHORT","control","s150","msg_rel_social","1","100"
"GOTV 100 million message testing SHORT","control","s150","msg_share","1","1"
"GOTV 100 million message testing SHORT","control","s150","msg_rel_self","2","100"
"GOTV 100 million message testing SHORT","control","s150","msg_rel_social","2","100"
"GOTV 100 million message testing SHORT","control","s150","msg_share","2","15"
"GOTV 100 million message testing SHORT","control","s150","msg_rel_self","3","100"
"GOTV 100 million message testing SHORT","control","s150","msg_rel_social","3","100"
"GOTV 100 million message testing SHORT","control","s150","msg_share","3","15"
"GOTV 100 million message testing SHORT","control","s150","msg_rel_self","4","100"
"GOTV 100 million message testing SHORT","control","s150","msg_rel_social","4","100"
"GOTV 100 million message testing SHORT","control","s150","msg_share","4","10"
"GOTV 100 million message testing SHORT","control","s150","msg_rel_self","5","100"
"GOTV 100 million message testing SHORT","control","s150","msg_rel_social","5","100"
"GOTV 100 million message testing SHORT","control","s150","msg_share","5","0"
"GOTV 100 million message testing SHORT","control","s151","msg_rel_self","1","80"
"GOTV 100 million message testing SHORT","control","s151","msg_rel_social","1","79"
"GOTV 100 million message testing SHORT","control","s151","msg_share","1","7"
"GOTV 100 million message testing SHORT","control","s151","msg_rel_self","2","74"
"GOTV 100 million message testing SHORT","control","s151","msg_rel_social","2","75"
"GOTV 100 million message testing SHORT","control","s151","msg_share","2","5"
"GOTV 100 million message testing SHORT","control","s151","msg_rel_self","3","91"
"GOTV 100 million message testing SHORT","control","s151","msg_rel_social","3","91"
"GOTV 100 million message testing SHORT","control","s151","msg_share","3","10"
"GOTV 100 million message testing SHORT","control","s151","msg_rel_self","4","84"
"GOTV 100 million message testing SHORT","control","s151","msg_rel_social","4","83"
"GOTV 100 million message testing SHORT","control","s151","msg_share","4","8"
"GOTV 100 million message testing SHORT","control","s151","msg_rel_self","5","91"
"GOTV 100 million message testing SHORT","control","s151","msg_rel_social","5","91"
"GOTV 100 million message testing SHORT","control","s151","msg_share","5","2"
"GOTV 100 million message testing SHORT","static","s152","msg_rel_self","1","39"
"GOTV 100 million message testing SHORT","static","s152","msg_rel_social","1","38"
"GOTV 100 million message testing SHORT","static","s152","msg_share","1","86"
"GOTV 100 million message testing SHORT","static","s152","msg_rel_self","2","19"
"GOTV 100 million message testing SHORT","static","s152","msg_rel_social","2","59"
"GOTV 100 million message testing SHORT","static","s152","msg_share","2","0"
"GOTV 100 million message testing SHORT","static","s152","msg_rel_self","3","20"
"GOTV 100 million message testing SHORT","static","s152","msg_rel_social","3","89"
"GOTV 100 million message testing SHORT","static","s152","msg_share","3","35"
"GOTV 100 million message testing SHORT","static","s152","msg_rel_self","4","30"
"GOTV 100 million message testing SHORT","static","s152","msg_rel_social","4","70"
"GOTV 100 million message testing SHORT","static","s152","msg_share","4","5"
"GOTV 100 million message testing SHORT","static","s152","msg_rel_self","5","60"
"GOTV 100 million message testing SHORT","static","s152","msg_rel_social","5","80"
"GOTV 100 million message testing SHORT","static","s152","msg_share","5","68"
"GOTV 100 million message testing SHORT","control","s153","msg_rel_self","1","69"
"GOTV 100 million message testing SHORT","control","s153","msg_rel_social","1","60"
"GOTV 100 million message testing SHORT","control","s153","msg_share","1","28"
"GOTV 100 million message testing SHORT","control","s153","msg_rel_self","2","65"
"GOTV 100 million message testing SHORT","control","s153","msg_rel_social","2","58"
"GOTV 100 million message testing SHORT","control","s153","msg_share","2","31"
"GOTV 100 million message testing SHORT","control","s153","msg_rel_self","3","70"
"GOTV 100 million message testing SHORT","control","s153","msg_rel_social","3","55"
"GOTV 100 million message testing SHORT","control","s153","msg_share","3","31"
"GOTV 100 million message testing SHORT","control","s153","msg_rel_self","4","61"
"GOTV 100 million message testing SHORT","control","s153","msg_rel_social","4","64"
"GOTV 100 million message testing SHORT","control","s153","msg_share","4","31"
"GOTV 100 million message testing SHORT","control","s153","msg_rel_self","5","71"
"GOTV 100 million message testing SHORT","control","s153","msg_rel_social","5","62"
"GOTV 100 million message testing SHORT","control","s153","msg_share","5","36"
"GOTV 100 million message testing SHORT","static","s154","msg_rel_self","1","15"
"GOTV 100 million message testing SHORT","static","s154","msg_rel_social","1","74"
"GOTV 100 million message testing SHORT","static","s154","msg_share","1","3"
"GOTV 100 million message testing SHORT","static","s154","msg_rel_self","2","35"
"GOTV 100 million message testing SHORT","static","s154","msg_rel_social","2","53"
"GOTV 100 million message testing SHORT","static","s154","msg_share","2","39"
"GOTV 100 million message testing SHORT","static","s154","msg_rel_self","3","0"
"GOTV 100 million message testing SHORT","static","s154","msg_rel_social","3","30"
"GOTV 100 million message testing SHORT","static","s154","msg_share","3","0"
"GOTV 100 million message testing SHORT","static","s154","msg_rel_self","4","1"
"GOTV 100 million message testing SHORT","static","s154","msg_rel_social","4","30"
"GOTV 100 million message testing SHORT","static","s154","msg_share","4","15"
"GOTV 100 million message testing SHORT","static","s154","msg_rel_self","5","22"
"GOTV 100 million message testing SHORT","static","s154","msg_rel_social","5","69"
"GOTV 100 million message testing SHORT","static","s154","msg_share","5","0"
"GOTV 100 million message testing SHORT","static","s155","msg_rel_self","1","81"
"GOTV 100 million message testing SHORT","static","s155","msg_rel_social","1","82"
"GOTV 100 million message testing SHORT","static","s155","msg_share","1","0"
"GOTV 100 million message testing SHORT","static","s155","msg_rel_self","2","48"
"GOTV 100 million message testing SHORT","static","s155","msg_rel_social","2","73"
"GOTV 100 million message testing SHORT","static","s155","msg_share","2","1"
"GOTV 100 million message testing SHORT","static","s155","msg_rel_self","3","79"
"GOTV 100 million message testing SHORT","static","s155","msg_rel_social","3","75"
"GOTV 100 million message testing SHORT","static","s155","msg_share","3","0"
"GOTV 100 million message testing SHORT","static","s155","msg_rel_self","4","69"
"GOTV 100 million message testing SHORT","static","s155","msg_rel_social","4","87"
"GOTV 100 million message testing SHORT","static","s155","msg_share","4","0"
"GOTV 100 million message testing SHORT","static","s155","msg_rel_self","5","74"
"GOTV 100 million message testing SHORT","static","s155","msg_rel_social","5","83"
"GOTV 100 million message testing SHORT","static","s155","msg_share","5","0"
"GOTV 100 million message testing SHORT","control","s156","msg_rel_self","1","96"
"GOTV 100 million message testing SHORT","control","s156","msg_rel_social","1","82"
