"study","condition","SID","survey_name","item","value"
"study1_pilot1","norm","s018","msg_share","msg_share_18","6"
"study1_pilot1","norm","s040","msg_share","msg_share_18","1"
"study1_pilot1","norm","s056","msg_share","msg_share_18","7"
"study1_pilot1","norm","s066","msg_share","msg_share_18","1"
"study1_pilot1","norm","s071","msg_share","msg_share_18","6"
"study1_pilot1","norm","s089","msg_share","msg_share_18","7"
"study1_pilot1","norm","s096","msg_share","msg_share_18","4"
"study1_pilot1","norm","s014","msg_share","msg_share_20","6"
"study1_pilot1","norm","s031","msg_share","msg_share_20","7"
"study1_pilot1","norm","s047","msg_share","msg_share_20","3"
"study1_pilot1","norm","s058","msg_share","msg_share_20","2"
"study1_pilot1","norm","s094","msg_share","msg_share_20","2"
"study1_pilot1","norm","s018","msg_share","msg_share_23","4"
"study1_pilot1","norm","s051","msg_share","msg_share_23","7"
"study1_pilot1","norm","s058","msg_share","msg_share_23","3"
"study1_pilot1","norm","s066","msg_share","msg_share_23","1"
"study1_pilot1","norm","s089","msg_share","msg_share_23","4"
"study1_pilot1","norm","s014","msg_share","msg_share_24","5"
"study1_pilot1","norm","s031","msg_share","msg_share_24","7"
"study1_pilot1","norm","s048","msg_share","msg_share_24","5"
"study1_pilot1","norm","s089","msg_share","msg_share_24","2"
"study1_pilot1","norm","s018","msg_share","msg_share_25","6"
"study1_pilot1","norm","s040","msg_share","msg_share_25","2"
"study1_pilot1","norm","s048","msg_share","msg_share_25","4"
"study1_pilot1","norm","s056","msg_share","msg_share_25","6"
"study1_pilot1","norm","s018","msg_share","msg_share_31","6"
"study1_pilot1","norm","s047","msg_share","msg_share_31","5"
"study1_pilot1","norm","s051","msg_share","msg_share_31","7"
"study1_pilot1","norm","s094","msg_share","msg_share_31","5"
"study1_pilot1","norm","s096","msg_share","msg_share_31","4"
"study1_pilot1","norm","s014","msg_share","msg_share_32","5"
"study1_pilot1","norm","s040","msg_share","msg_share_32","2"
"study1_pilot1","norm","s047","msg_share","msg_share_32","4"
"study1_pilot1","norm","s058","msg_share","msg_share_32","2"
"study1_pilot1","norm","s094","msg_share","msg_share_32","2"
